 Kd 8d Th Qd Qc] [ 6c 3s 3c 7d Kc 9d 8s Jc 4c 2c 9s 6s 6h Kh Ah Td Ks 2s Jd 4s Js As 9c 2h Qs 8h Tc Ts Qh 5d Ad 7s 4d 7c 5c 7h Jh Ac 3d 8c 3h 9h 5s 5h 6d 2d 4h];[Qc, Qd, Th, 6c, null];null;null;b1[r:13,9] Hero[f:86,13] ;null;{4} ;-4;b1[3h, Kh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 8c 8h Ts 5h 5c 9h 8s Td Jh 4s 9s Kc Qs 5s 9c 6h 7h 6s 6d Jd 3d 2c Jc 7c 9d Qh Kh 4c 2s 3c 2d 4h 7s Ad 5d 2h As Ah 4d 7d Ks 6c Ac Js 3s 3h Tc];[Qc, Qd, Th, 8c, null];null;null;b1[c:13,9] Hero[r:6,79] b1[f:77,17] ;null;Hero{6} ;6;b1[5h, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 6h Ts 6c Ad Ac 8h Ks Jh 4h 5s 7h 5c 2s 3s 4s 9h 5d 7d 3h Jc 4d 3c As 3d Qs 8c 6d 5h 9d 8s 6s Tc Kh 2c 7s Js Td 7c 4c 9s 2d Qh Ah 2h 9c Kc Jd];[Qc, Qd, Th, 6h, Ts];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,77] ;b1(10) ;-4;b1[6d, Ac]12882;b2;Hero[8d, Kd]12881;b0
 Kd 8d Th Qd Qc] [ Jh 6d 8h 8s 9d 5c 9h 5h Js Ts 3h 7s 5d Kc 9c 3d 4d 2s Jc 7c 6c 3c Td 6s As 2d 4s 4h Qh 8c Ad Jd 3s 2h Ah 2c Kh 7h 4c Ks Ac 7d Qs 6h 5s Tc 9s];[Qc, Qd, Th, Jh, 6d];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;b1(10) ;-4;b1[5d, 6d]12836;b2;Hero[8d, Kd]10557;b0
 Kd 8d Th Qd Qc] [ 9s Jc Ad Kh Kc 4c Ts 3s Qs 2s 8s 7c 9c 6h 4h As 2d 6c Qh 4d 9d 3c 6s Jh Jd 4s 3h 7s 8c Ah 3d 5s 5h 6d 8h 9h Tc 7d Td 5d 2h Ac Ks 2c 5c Js 7h];[Qc, Qd, Th, 9s, Jc];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,77] ;Hero(6) ;6;b1[8h, Qh]20488;b2;Hero[8d, Kd]20489;b0
 Kd 8d Th Qd Qc] [ 5d 6c Qs 6h Jd 2s Kh Js 2c Ah 2h 3c Kc Tc 3s 5h Ks 3h Td Jh 6s Ac 4c 7h 8h 3d 6d 4d Qh 5s 8c 9c 5c Jc 9s As Ad 8s 4h Ts 4s 7c 7d 2d 9h 7s 9d];[Qc, Qd, Th, 5d, 6c];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;b1(10) ;-4;b1[6h, 7c]12835;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 4c Tc 9c 5d 2s Js 9h 2d Jh Ac Ks 2h 4d 4h Jd 5h 5s As 6d Ah 8c 9d Qs 7d 9s 8s 3h 6s 7h Td Qh 3c 2c 4s Kc Ad 6c 3s 3d 7c 7s Kh 8h 6h Ts 5c Jc];[Qc, Qd, Th, 4c, Tc];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[r:0,77] b1[c:4,5] ;b1(18) ;-8;b1[Js, Ad]12882;b2;Hero[8d, Kd]12881;b0
 Kd 8d Th Qd Qc] [ 5h Ts 6d Ah 8s 2c 9h Js Ks 3c 8h 7c 5s 4s Kh 2s Ad Jh Ac 6c 8c 6h 2h 3h As 3d Tc Qh 9s 9d Kc 7d 2d 4c 4h Qs Jd 7s 6s 9c Td 5d 4d 3s Jc 5c 7h];[Qc, Qd, Th, 5h, Ts];null;null;b1[c:13,9] Hero[c:0,27] ;b1[r:14,64] Hero[f:92,7] ;{4} ;-4;b1[Ts, Js];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3c Jh 7h 2s 3d Ac 2d 6c As 8s 5c Ad 7c 3s 6s 9d 4s 4h 5s Kh 5d 5h 9h 4c 4d Ts Js Qs Qh 8c 2c 7s Jc 6h 9s 6d Td Tc 9c Jd Ks Kc 8h 7d 2h 3h Ah];[Qc, Qd, Th, 3c, Jh];null;null;b1[c:12,66] Hero[c:0,27] ;b1[r:4,5] Hero[f:92,7] ;{4} ;-4;b1[Ks, 7c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4d Js 5d 4h 4c 7c Qh Ah 9h 9s 2d Ts 5s 8c 3d 3h 6c 8h 5c 4s Kh 2h 2s 8s Kc As Qs 6s 7d 7h Td Tc Jc 3c 5h Ad 6h Ks 9c 6d 3s 7s Ac 9d Jd 2c Jh];[Qc, Qd, Th, 4d, null];null;null;b1[r:12,66] Hero[r:6,79] b1[f:13,9] ;null;Hero{10} ;10;b1[3s, 4s];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ts Tc 5d 4c 2c Jd 3s 5c Td Ah 5h Ad 8h 2s 3h 3d As 4s 7s Kh 7d 4d 2d Ac 9s 7h 6h Ks Qh 2h 3c Jh 6c 8s 9c 5s Qs 9d 4h Jc Js Kc 8c 7c 9h 6s 6d];[Qc, Qd, Th, Ts, null];null;null;b1[c:13,9] Hero[r:0,27] b1[f:77,17] ;null;Hero{6} ;6;b1[Ks, 4d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4h 2s 6c Tc 7h 2h 6s As 3c 2d 5s 4c Jd 4s 5d Kc Kh 9s 8c 3s 9h 2c 3d Js Ts 9c 7d Jh Qh Td 8h 6d 7c Ah 6h 8s Qs Ac 3h 5h Jc 7s Ad 5c 4d Ks 9d];[Qc, Qd, Th, 4h, 2s];null;null;b1[c:13,9] Hero[c:0,27] ;b1[r:14,64] Hero[f:92,7] ;{4} ;-4;b1[4h, 5d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Kh 9d 7s 9s 3h Jh 2s Qs Jc 5s 8c Td Ts 3s 5d 9h 2d 3d 2c 2h 8h 6h 7d 4s 5h 7c 8s 6c Jd 3c 4h 6d 7h Ks Ac 4d Ah Js As Kc Tc Qh Ad 6s 4c 5c 9c];[Qc, Qd, Th, Kh, null];null;null;b1[r:12,66] Hero[r:0,27] b1[f:13,9] ;null;Hero{10} ;10;b1[Ah, Jd];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3h 4s 6d Ts 4c 9h Js 3s 4d 3d 7d 9s Ah 2h Tc 6h 5c 5s 3c 6c Kc 9d Jc Ks Kh Qh 9c 7h 2d Qs 2s 8s 5d 7s Jd 2c As 8h Td 4h Ac 5h Jh 7c Ad 8c 6s];[Qc, Qd, Th, 3h, 4s];null;null;b1[c:12,66] Hero[c:0,27] ;b1[r:14,64] Hero[f:92,7] ;{4} ;-4;b1[8s, 8c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5h 7h Qh 7c Ac As Kc 9c Jd Kh Js Td Qs 3s 5c 4h 5d 7s Ah 3d Ks 3c 8s 9d Jh Ts 9s 2h Jc 6h 2s 8h 8c 2c 9h 3h 2d 4d 6s 4s Ad 4c 6d Tc 5s 7d 6c];[Qc, Qd, Th, 5h, null];null;null;b1[r:12,66] Hero[f:86,13] ;null;{4} ;-4;b1[As, 9d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Kh 4d 3h 6c 4s Jd 4c 6s 7c 7d 9d 5s 2c 3c Td 4h 5h 5d 3d Qh Ts 6h 9h 8h Qs 7s 9s 8c 5c Jh 2s Ac 2d 6d Js 7h As Ah 3s Ks Ad Kc Tc 9c Jc 2h 8s];[Qc, Qd, Th, Kh, null];null;null;b1[r:12,66] Hero[r:0,27] b1[f:12,66] ;null;Hero{10} ;10;b1[Ks, Qh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Jd Kc 5s 8h 9h 8c Td 9s Qs Ts 3d 6d 4h 5h 2d Ad Ah Jc 8s 4c 5d 7s 3s 6h Qh 7d Kh As 4s 7h 6s 2h Ac 9d 3c 4d 6c 5c Ks 2c Jh 7c Tc Js 2s 9c 3h];[Qc, Qd, Th, Jd, Kc];null;null;b1[c:12,66] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;Hero(6) ;6;b1[8c, Jc]12892;b2;Hero[8d, Kd]13013;b0
 Kd 8d Th Qd Qc] [ 6h Ks 3d Qh 7h 6c 7c Kc Qs 2s Kh 7s 9c 4s 5s 6d 9d 5d 2c 9s 8c 3h 9h Js 8h Ah 6s Tc Ad 5h Td 4d 4c 7d Jh 5c As 4h Ac 2d 3c 8s Jc 3s Jd 2h Ts];[Qc, Qd, Th, 6h, Ks];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[r:0,77] b1[f:89,10] ;Hero{6} ;6;b1[Jd, 7c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Js 8s 6s 3c 3h Ah 4s 2d 2s 7d Ad 9s 7s 9d 5s 4d Tc 2c Jc 5d 6c 4h 4c 7c 7h Td Ks Ts 9c Kh 5h 5c Ac Qs Jd As 9h Kc 8h 6h 2h 8c 6d 3d 3s Qh Jh];[Qc, Qd, Th, Js, null];null;null;b1[r:13,9] Hero[r:0,27] b1[f:77,17] ;null;Hero{10} ;10;b1[Js, Qh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Jd 8c 9d 9c 2c 5c Jc 3d 7h 5h 9h 5s 4s 4d 5d 4c 3c Js Td 3h Tc Qs 6d 2d 6s 7s 8s 2s Qh 2h Kh Ks Ts Kc Ad 6c As Ac 4h 7d 7c Ah Jh 8h 6h 9s 3s];[Qc, Qd, Th, Jd, 8c];null;null;b1[c:13,9] Hero[c:6,79] ;b1[c:4,5] Hero[c:0,17] ;Hero(6) ;6;b1[7h, 6d]10511;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 2s 2h 7c 8c 9c Jd 8s Jh Ts 2c 2d 4d Kh Ah Jc 5c As 9h Qs 6c 3s Ac Js 5s 8h 7h 6d 7d Tc 4c Ks 9s 3d 5h 6s 9d 6h Td 4h 7s 3h 4s 3c 5d Qh Ad Kc];[Qc, Qd, Th, 2s, 2h];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;b1(10) ;-4;b1[Ah, 9c]12794;b2;Hero[8d, Kd]12793;b0
 Kd 8d Th Qd Qc] [ 6h Ks Jh 8s Jd Ah 3d 6c 9s 4c 5s 9h 7h 7d 4d 8h 2s 4h 3c 2d Qs 4s 6s 9c Jc 5h Tc 7s 2h 3h Qh As 8c 5c Js 3s 2c Ad Td 7c 9d Ac Kh 5d 6d Kc Ts];[Qc, Qd, Th, 6h, Ks];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:14,64] Hero[r:0,77] b1[f:4,5] ;Hero{6} ;6;b1[9s, Jd];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 8s Jc Ad 3h 7s 7h 8h 2d Jd 6c Kh 9d 3s Js 7c 6d Ac 4d 4s Ks Jh 2c Ah 8c 2s 9s 5d As Kc 9c 5c Td 2h Qh Tc 3d 7d 4c 3c 9h Ts Qs 4h 5h 5s 6h 6s];[Qc, Qd, Th, 8s, Jc];null;null;b1[r:12,66] Hero[r:0,27] b1[c:13,9] ;b1[r:14,64] Hero[c:0,17] ;b1(34) ;-16;b1[Qh, Kh]17099;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 4d Js Qs 7d Kc 5d Ad Jh 4s 9d Qh 8c 3s 9s 5h Jc 4c 2d 9c 8h 2h 6c 5s Ah Kh 5c 3c Ks 7h As 8s Jd Td 9h 7s 6s Tc 2s 6h 7c 3h 3d 6d 4h Ac Ts 2c];[Qc, Qd, Th, 4d, Js];null;null;b1[c:13,9] Hero[c:0,27] ;b1[r:14,64] Hero[f:92,7] ;{4} ;-4;b1[9c, Jc];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 6s 9d 5s Ac 5c Ts 2s Jh 2d Tc 7d As Qh 9h Jd 8s 8c 3h 9c 2c 3d 8h Kc Ks 5d Ad Kh 5h 2h 4d 6h Ah 4h Jc Td 6c 6d Qs 7c 3c 7s 4s Js 3s 9s 7h 4c];[Qc, Qd, Th, 6s, 9d];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;Hero(6) ;6;b1[4s, 5s]10474;b2;Hero[8d, Kd]10548;b0
 Kd 8d Th Qd Qc] [ Kh 6c 5d Qh Ac 9h 4s Jh 2c 8s 4c Ah 9s Js 9c Qs Kc 7d As 4h Jd Ks 7s 8h 5s Td 6s 7c 3d 3h Ad 4d 2d 7h 5h 3s Tc 2s 3c 9d 2h 6d 6h 8c Jc Ts 5c];[Qc, Qd, Th, Kh, 6c];null;null;b1[c:13,9] Hero[r:6,79] b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;Hero(10) ;10;b1[Js, Tc]12881;b2;Hero[8d, Kd]13012;b0
 Kd 8d Th Qd Qc] [ 6s 5c 3d 3h 7d 7c 5h 9d Ad 4d 2h 6h 2s Jc Td 6c As Js 2d Ts Jd 8c 4s Kc 3s Qh 9h Ac Qs Tc 8h 9s 7h 4h 8s Ah Ks Jh 5s 7s 9c 5d 6d 3c 4c Kh 2c];[Qc, Qd, Th, 6s, 5c];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;b1(10) ;-4;b1[Qs, Ks]17098;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 5h 8c Qh Ad 2s Ts 5d 9s 9h 8s Jd Kh Td 3d Qs 3s 8h Jc 9d 4d 3h 6s 5c 3c Jh 2h 4c As 2c 4s 7d 6d Tc 4h Js 9c Ah Ac Kc 6h Ks 2d 5s 7s 7h 7c 6c];[Qc, Qd, Th, 5h, 8c];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;Hero(6) ;6;b1[8c, 9c]12857;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 8s 5c Jd 2c 7d 8c Ac 6c Kc 9c Ts 7h 9h Jc 3d Ks 2h 7s As 4h Jh 3c 4s 9s 9d Qs 7c 6h Ad Td Kh Js Tc 2d 5h Ah 8h 5s 4d 4c Qh 3h 5d 2s 6s 6d 3s];[Qc, Qd, Th, 8s, 5c];null;null;b1[c:13,9] Hero[r:6,79] b1[r:13,9] Hero[c:0,27] ;b1[c:14,64] Hero[c:0,17] ;b1(26) ;-12;b1[Tc, Jc]12880;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 5s 9h Ac Tc Kc 5h 8s 8c Qs 4d 4c 2h Ts Js 7s 8h 7c 5c 6s 9d 6h Jc Ks 6d Td 7h Kh 2d 3s 3h 7d 4h 2c 9s Jh 5d As Ah Ad 2s 6c 4s 3d 9c 3c Qh Jd];[Qc, Qd, Th, 5s, null];null;null;b1[r:12,66] Hero[f:86,13] ;null;{4} ;-4;b1[5h, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5c 7c 2d Ad 5d 4s As 9d 6h Ac Jd 6d 4h Jh 5h 8s 4d Td 3c Ks Ts 6c Jc Qh 3s 3d Ah 9s Tc 7d Kc 2c 2h 8h Js Qs 2s 9c 7h Kh 9h 8c 6s 4c 5s 3h 7s];[Qc, Qd, Th, 5c, null];null;null;b1[r:13,9] Hero[f:86,13] ;null;{4} ;-4;b1[7h, 6c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 6c 2h 4h 9c Kh 2c 6d As Ah 7s 7h Jd Ks Kc 6s 4d 5d 9s 5s 3s Js 2s 2d 4c 6h Jc 3c 3d 7c Tc Td 3h Ts 8c 9d 7d Qh 9h 4s Qs Ac Ad Jh 5c 5h 8s 8h];[Qc, Qd, Th, 6c, 2h];null;null;b1[c:13,9] Hero[c:6,79] ;b1[r:14,64] Hero[f:92,7] ;{4} ;-4;b1[Jd, 9c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 7s 3s 4h Kh 7c 2s Js 9c Td 4s Ts Jh 3d 9d Ad 5c 5s 6d Tc 4c Ac 8s Jd 2h As Kc 5d 6s 7d Ks 4d 6c 2d 9s 2c 6h Jc 3c 8h 3h Qh 8c 7h 5h 9h Ah Qs];[Qc, Qd, Th, 7s, null];null;null;b1[r:12,66] Hero[f:86,13] ;null;{4} ;-4;b1[5h, 7c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 8c Td 6s 2s 6h 3h 9c Kc As 7d 7s Ac 5h 4c 4s 4d Js Ah 5c 3s 4h 6d 5s Qs 5d Ad 9h Jc 3d Jd Ts 7c 2c 7h 2d Tc Qh 9s Kh 3c 2h Ks 6c 9d 8s 8h Jh];[Qc, Qd, Th, 8c, null];null;null;b1[c:13,9] Hero[r:6,79] b1[f:13,9] ;null;Hero{6} ;6;b1[Ts, 8h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Qh 6c 7h 5s Ks Ad Jh 4c 4h Ts 2h 4s 5c Kh 2d 9h 6s 3d 3c 7c Ah 7s 5d 7d 8s Jc Js 9s 8h 2c 3h Kc 9c Td 4d 6d 8c Ac Qs Jd Tc 5h 3s As 6h 9d 2s];[Qc, Qd, Th, Qh, 6c];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;b1(10) ;-4;b1[5h, Ah]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d Th Qd Qc] [ 8c As 9s 3h 2c Ad 6c 2s Kh 6s Js Jh Ks 8h 7h Jc Kc Qh Td 5s 6d 4c Ah Qs 5d 9d 4h 6h 4d 9h 5c 7d Tc Ac 4s 8s 2d 9c Ts 5h 7s 7c 3d 3s 3c 2h Jd];[Qc, Qd, Th, 8c, As];null;null;b1[r:12,66] Hero[c:0,27] ;b1[c:4,5] Hero[r:0,17] b1[c:4,5] ;b1(13) Hero(1) ;1;b1[8s, 7h]12860;b2;Hero[8d, Kd]12860;b0
