 Kd 8d Th Qd Qc] [ 4h Ks Tc Qh 2d 4d 2c 4c 5h 6c 2s 9c 5d Ts Js 5s Ah 3d 7c 9h Kc 6d 3c 8s 3s 6s Kh Ac Jc Qs 9d 3h 7h 9s 7s 6h Jd 8c Td 4s Jh Ad 7d 2h 5c 8h As];[Qc, Qd, Th, 4h, null];null;null;b1[r:12,66] Hero[f:86,13] ;null;{4} ;-4;b1[6h, 6d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 7h 4s 2d 8h 3s 3h 6d Td Kc 5c 8c 6s 5h 8s 3d Ah 6c 4c 4h 6h 5s Qh Jh Jd 7d 2h Tc Ac 9c Ad 7s 9h Js 3c As Qs 7c Ts 9s 2c 4d Ks Jc 5d 9d Kh 2s];[Qc, Qd, Th, 7h, 4s];null;null;b1[c:13,9] Hero[c:0,27] ;b1[r:14,64] Hero[f:92,7] ;{4} ;-4;b1[Qs, Ks];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ As 6c 5h 2d Qh 4s 4h 8c 3c 7d 9h 4c 5s Kc Ad Jc 7c 7h 8s Qs 6d 6s Jh 2c 9d Tc 3h 3d Ks Jd Ah 2s Kh Td 4d 9c 7s 8h 5d Ac 6h 9s Js Ts 2h 3s 5c];[Qc, Qd, Th, As, 6c];null;null;b1[c:12,66] Hero[r:0,27] b1[r:77,17] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;Hero(14) ;14;b1[3c, 7c]10591;b2;Hero[8d, Kd]10611;b0
 Kd 8d Th Qd Qc] [ 8s 6c 5d 2d 8h Jh Kc Qs Ad Tc 4d 3d 7h 8c 4s 7c Kh Jc 4h Ts 9h 3h 2h 9s 2c Js Qh 6h 5h Td Ah 3c Ac 5c 9c 2s 7d As 7s Jd 3s 5s Ks 9d 6s 4c 6d];[Qc, Qd, Th, 8s, 6c];null;null;b1[c:13,9] Hero[r:6,79] b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;Hero(10) ;10;b1[9d, Kc]10548;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 3s 3h 3c Qs 4s 9c 5d Td Qh 4d 9s 7s 7c 6c 2s Jc Ad 2d 4c 5c 3d 6s 6h 6d 8s 8h Tc Jh 2h Ac 7d Js 9h As 9d 7h 5s Ah Kc Ks 4h 2c 5h Kh Jd 8c Ts];[Qc, Qd, Th, 3s, null];null;null;b1[c:13,9] Hero[r:6,79] b1[f:77,17] ;null;Hero{6} ;6;b1[4h, 5d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 9c Kc Qh Jh 6h 5d As 5c Ad 8c 2c Js 6s 9h 2h 4c 3d Ks Qs 8s 9d 3s Td 6c 4s 5s Ts 6d 4d 7d Ah Tc 5h 2d 3c 9s 7c Jd 7h 7s 8h 3h Kh 4h Jc 2s Ac];[Qc, Qd, Th, 9c, null];null;null;b1[c:12,66] Hero[r:6,79] b1[f:13,9] ;null;Hero{6} ;6;b1[6h, 9h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5d 7s Kc 4d Tc Jh 7c 2s 9d 4s 2d 2c 4h 3s Js 3c 5h Qh 9h Ad 9c 5s 5c 7h 9s Td Ts 8s 8c As Jc 3d 4c 7d Kh Ah 8h Ac 2h 3h Jd Ks 6c Qs 6s 6h 6d];[Qc, Qd, Th, 5d, 7s];null;null;b1[r:13,9] Hero[r:0,27] b1[r:77,17] Hero[c:0,27] ;b1[r:4,5] Hero[f:92,7] ;{16} ;-16;b1[2h, Kh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 6d 4c Td Qh 6h Kh Jd 8h 7c 2s As 2c 3d 6s 9h 4d 5h Qs 5d 7s 6c 8c Jc Ts Ac Jh 8s Js 5s 3s 9d 9s 3h 4s 3c Kc Tc Ks 7d Ad Ah 9c 5c 2h 2d 4h 7h];[Qc, Qd, Th, 6d, 4c];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:14,64] Hero[r:0,17] b1[f:4,5] ;Hero{6} ;6;b1[Ts, 7c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 6c 8h 9d 5c Ad Js 9c 2s 2h Tc Qh 8c 5s Ts 7h 3h Ks Kc 4h 3s 9s 2d 6h 2c 8s 9h Ah 6s 4d 4s 5d Jh Jc As Jd 5h Td Qs 3c Kh 7c Ac 3d 6d 4c 7d 7s];[Qc, Qd, Th, 6c, 8h];null;null;b1[c:12,66] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,77] ;Hero(6) ;6;b1[6s, 7s]12835;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ Ks Jc 8s Js 7h 9s Tc 7s 3s 8h 6d 5h 9h 5d 4d 9d 7d Ts 7c Kh 6h 8c 4h 4s Ac Qs 9c 5s 3h 2d Qh 3c 6c Jh Kc 3d Td Ah Ad 2c 5c Jd 4c 2s As 2h 6s];[Qc, Qd, Th, Ks, Jc];null;null;b1[c:13,9] Hero[r:6,79] b1[r:77,17] Hero[c:0,27] ;b1[r:14,64] Hero[c:0,17] ;b1(34) ;-16;b1[As, 5d]20490;b2;Hero[8d, Kd]13013;b0
 Kd 8d Th Qd Qc] [ 7h 9h 6d 8h 3s 3d 2s 7d Js 9s As 6c 8s Qs Jc 9d 8c Tc 2h 5h 4d 3h Jd 2d 5d Kc Ah Ac Ad Ks 7c 4s Kh Td 5c 2c 9c 3c 6h Qh Jh 5s 4h 4c 6s Ts 7s];[Qc, Qd, Th, 7h, 9h];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;b1(10) ;-4;b1[Kh, Ad]10611;b2;Hero[8d, Kd]10548;b0
 Kd 8d Th Qd Qc] [ 8c 4h Tc 4c 2c 3h 7s Ah 2h Qh 2s 9h Td 7h Js Jh As 6s 5d 2d 6h 5c 3c 9d 7d Kc 5s 6d Ad Qs 4s Ks Jc Ts Jd 6c 8h 9s 3d Kh 5h 3s 8s 7c 9c Ac 4d];[Qc, Qd, Th, 8c, null];null;null;b1[c:13,9] Hero[r:6,79] b1[f:77,17] ;null;Hero{6} ;6;b1[5h, Kh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4h 4c Ks 7c 6c 4d 6d Td 3h 6s Js 9d 9s 3d 4s 3c Ad 9h 8s Kh 6h As Tc Ac 9c 2c 5h Kc 7h 3s Jc 2s 7d 2d 8c 2h Ah 5c Qs Jh 8h Qh 7s Jd Ts 5d 5s];[Qc, Qd, Th, 4h, null];null;null;b1[c:13,9] Hero[r:6,79] b1[r:77,17] Hero[f:86,13] ;null;{8} ;-8;b1[7d, 9d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 9d 4c 7c 6s Qh 2c 9h 3h Ks 3d Jc 5h Td Ac 3c 6c 2d 6d 5d Jd 2s 4h 5s 9c Kc Js Ts As Kh 8h Tc Qs 7s 2h 8c Ah 6h Ad 7d Jh 3s 7h 4s 8s 4d 5c 9s];[Qc, Qd, Th, 9d, 4c];null;null;b1[c:12,66] Hero[c:0,27] ;b1[r:14,64] Hero[f:92,7] ;{4} ;-4;b1[9s, Td];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 9d Ah 6h 3h 4h 3s Jh Kc 6s 2d 3d Jc Ks 4c 4s 9h As 8h Qh 5c Tc Ad 7s Js 3c 5d Ac 7d 9c 2c 6d Jd Td 6c 5h 8s 7h 2s Ts Kh 2h Qs 5s 4d 7c 9s 8c];[Qc, Qd, Th, 9d, Ah];null;null;b1[r:12,66] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;Hero(10) ;10;b1[Js, 4d]10602;b2;Hero[8d, Kd]10611;b0
 Kd 8d Th Qd Qc] [ 8h 5h 9c 2s 4d 4h 6s Kh Jc 2d 4s 8s 3d Ks 7s 7h Jd 2h 6d 6c 5d As 9s Ts Td 9h 2c Kc 6h 3c 7c 8c 5s Ac 3h Qh 4c Ah Jh Qs Js Ad Tc 5c 7d 9d 3s];[Qc, Qd, Th, 8h, 5h];null;null;b1[c:13,9] Hero[r:6,79] b1[r:12,66] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;Hero(14) ;14;b1[Jh, 4c]10511;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ Td 8s Kc As 7d Jd 3d 6h Tc 9d 8c 6c 5c 5h Kh 8h Jc 9h 2d 4h 3s 7h Js 7c Ad 9c Qh 6s 4s Jh Ks 4d 5d 2h Ac 9s 3h 5s Qs Ah 2s 3c 4c 6d 2c 7s Ts];[Qc, Qd, Th, Td, 8s];null;null;b1[c:13,9] Hero[c:6,79] ;b1[c:4,5] Hero[r:0,77] b1[f:89,10] ;Hero{6} ;6;b1[6h, 9h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5s 9h Td 3s 9d 6h Jd 4s 9c Tc 6s 8s Ah 6d Qs 4h 3h 8c 6c 2c Kh 2s 3d 2d Js 7s 9s 7h Jh 5h 5d As Ac 8h Ks 3c Jc Ad 7d Qh 4c 7c 4d 2h 5c Ts Kc];[Qc, Qd, Th, 5s, null];null;null;b1[c:13,9] Hero[r:0,27] b1[r:13,9] Hero[f:86,13] ;null;{8} ;-8;b1[5d, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 9h 7s Ts 6c 5d Ad Tc 9c As 4s 3c Kc 8h Td Jc 9d Kh 7c Ac 3h Js 6s 4d 2c 6d 2d 6h 8s 4c 9s 5h 5s Qh 5c 8c Qs Jd 3s 7d 7h 4h 3d Ks Ah 2s 2h Jh];[Qc, Qd, Th, 9h, 7s];null;null;b1[c:13,9] Hero[c:6,79] ;b1[c:4,5] Hero[r:0,77] b1[f:89,10] ;Hero{6} ;6;b1[Kh, 4c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4d Kc 4h 6s 6h Qs 2h 8c 6c 2c Kh Ah Qh Ac 2d 4c 5d Tc Jh Jd 7s 4s As 8h Ad 5h Td 9h 9d 8s 9s 7c 9c 7h 3d Jc Js Ts Ks 2s 6d 5s 3c 5c 7d 3s 3h];[Qc, Qd, Th, 4d, Kc];null;null;b1[c:13,9] Hero[c:0,27] ;b1[r:4,5] Hero[r:0,17] b1[r:89,10] Hero[c:0,17] ;b1(17) Hero(1) ;1;b1[5s, Kc]13012;b2;Hero[8d, Kd]13012;b0
 Kd 8d Th Qd Qc] [ 6h 7h 4s Ts Ks Qh As Qs 4c 6s 8c Js 4h 9d Kc Jc 3c 3d 4d 5d 2s 2c Tc 2h 5h 9h 9s 5s 7s 3s 7c Jh Kh 3h 9c 2d 5c Ah 8h Ad 6d 6c 8s Ac Td 7d Jd];[Qc, Qd, Th, 6h, 7h];null;null;b1[c:12,66] Hero[c:0,27] ;b1[c:14,64] Hero[c:0,17] ;Hero(6) ;6;b1[3h, 7h]53;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ Kh 4s Ts Ac Ks Tc 4c 7c 4d 5c 2h 9d Jd Qh As Jc Ad 2c 7d 6d Kc Qs 9h 4h 8s 5h 7s 3c 8c 6c 7h 3h 9s Js 2d Jh 3d 2s 3s Ah 5d 5s 6s Td 6h 8h 9c];[Qc, Qd, Th, Kh, 4s];null;null;b1[r:12,66] Hero[r:0,27] b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;Hero(14) ;14;b1[Td, Ad]12882;b2;Hero[8d, Kd]13012;b0
 Kd 8d Th Qd Qc] [ As 9h 5c 4c Tc 9c 3h 2d 6c Kc 3s 7d 7s 5h Qs Ac 6h 5d Ks 3d 4s 5s Ah 3c 4d Ad Jh Jd 8c Jc 9d Qh 8h 9s Kh 4h 6d Ts 7c Td 7h 2s 8s 2h 6s Js 2c];[Qc, Qd, Th, As, 9h];null;null;b1[c:13,9] Hero[r:0,27] b1[r:12,66] Hero[c:0,27] ;b1[r:14,64] Hero[f:92,7] ;{12} ;-12;b1[7h, Qh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ac 6c 9s 5h 7s 2d Jd 9d Ad 7c 5c 3s 7d 9h 2s Ts 2h Jc 2c Kc 8c 7h 9c 3c 4d 4c 8h 3h 4s Ks 6h 6s Js Td As 5d 8s Ah 4h Qs Tc Qh 6d Jh Kh 5s 3d];[Qc, Qd, Th, Ac, 6c];null;null;b1[r:12,66] Hero[r:86,13] b1[c:13,9] ;b1[r:14,64] Hero[f:92,7] ;{12} ;-12;b1[Jd, Kc];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5h 8s 3h 6d Js Jc Td 4c Ts Ad 9c 3d 4s 5d As 6c 9h Qs 4h 4d 2s 8c 7s 6h Ac 9d 7d Ah 2d 7c 5s Kh 6s 2h Jd Tc 9s Ks 2c Kc 8h 5c 3c Qh 3s 7h Jh];[Qc, Qd, Th, 5h, 8s];null;null;b1[c:13,9] Hero[c:0,27] ;b1[r:14,64] Hero[c:0,17] ;Hero(10) ;10;b1[3d, Ad]10592;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 4s 3c 5h 2c Ac Jd 8s Tc 6c 9d Td 3s Kh Qh Js As Jc 6h 9s 4h 7d 8c 2s 4c 9h Ah 5s 7h Jh 2d 5c 2h 5d 3h 7c 3d Ts Ks 8h 6s Qs 6d Kc Ad 7s 9c 4d];[Qc, Qd, Th, 4s, 3c];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;Hero(6) ;6;b1[7h, 6d]10463;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 8h 5h 9h 9s 8c Kc 6d Ts Ac Tc 9d 6c 5d As 7h Td 4h 3h 2c 5c Kh Qh Jc 9c Qs 3s 4c 4d Ad 6h 2d 7d 6s 7c 2h Jd Js 3c 7s Ks Jh Ah 5s 8s 4s 2s 3d];[Qc, Qd, Th, 8h, 5h];null;null;b1[c:13,9] Hero[r:6,79] b1[c:13,9] ;b1[c:4,5] Hero[c:0,77] ;b1(9) Hero(1) ;1;b1[Kh, 8c]12859;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ Ah 6s Tc Ad Jc 2d 2c 6h 4h Ac 5d 3s Qh 5h 9d 6c 7d 8c As 3h 2s 5s 3c 6d Jh Td 7h 7s 8s Js Kh Ks 5c 2h Kc Qs Ts 9s 4c 4s 8h 7c Jd 4d 9h 9c 3d];[Qc, Qd, Th, Ah, null];null;null;b1[r:12,66] Hero[f:86,13] ;null;{4} ;-4;b1[Ks, As];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Td Jc Ac 2h 7s Ah 2s 5d 7d 9s 5h 8c Jh 3h 4s 9d 3d Qs Ts 4d 6d Ad Js Qh Jd 6h Tc 8h 4h Kc 4c 6c 2c 6s 7h As 3c 2d 9h 9c Ks 5s 7c 5c Kh 8s 3s];[Qc, Qd, Th, Td, Jc];null;null;b1[c:13,9] Hero[r:6,79] b1[r:77,17] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;b1(26) ;-12;b1[5d, Jc]12891;b2;Hero[8d, Kd]12881;b0
 Kd 8d Th Qd Qc] [ 8c 2d Jc Kc 4s 8s 9c 2s 2h 7h 5c 5d Ad 7s 4c 5s 3h 6d 7c Ah 3c Ts As 8h 4d Qs Kh 5h 9d Js 6c Td 7d 6h Jh 4h Jd 6s 2c Qh Ac Tc 9h 3d 3s 9s Ks];[Qc, Qd, Th, 8c, 2d];null;null;b1[c:12,66] Hero[r:6,79] b1[c:13,9] ;b1[r:14,64] Hero[c:0,17] ;b1(26) ;-12;b1[Qh, Kc]17098;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 8h 9h Kc Qh 3h As 2c 7h Js 6h Ad Ac 6c 5c 9d 5h Tc 9c Kh 3c 4h Ks 9s Ah Jh 8s Jd 7d Ts Qs 3d Jc 5s 4c 6d 6s 5d 8c 2d Td 2s 7s 7c 3s 4s 2h 4d];[Qc, Qd, Th, 8h, 9h];null;null;b1[r:12,66] Hero[c:0,27] ;b1[c:14,64] Hero[r:0,17] b1[c:4,5] ;b1(26) ;-12;b1[Qs, Ad]17108;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 3c 5h 9s 3s 3d Ks Kh 9c 5c 7s 2d 6h 7c 8h As Jc Ac 6d 8s Ah Ts 4c 7h 4d Qs 9h Td 4h 6c 4s 2c 2s Qh 5s 9d Jd Tc 6s 2h 5d 8c Jh 3h 7d Js Kc Ad];[Qc, Qd, Th, 3c, null];null;null;b1[c:13,9] Hero[r:0,27] b1[r:77,17] Hero[f:86,13] ;null;{8} ;-8;b1[2h, 4h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Jh 3s 2d 8c 2h 9h 2s 2c Ks Td 7c 6h 3c Kh 5d 8s Js Qh 5s 4d 6d 5c Ac 9s Jc 7d 4h Ad 6s As 6c Jd Ts 8h 3h 9d Qs 7h 4s 4c 3d Kc 5h 7s 9c Tc Ah];[Qc, Qd, Th, Jh, null];null;null;b1[c:13,9] Hero[r:0,27] b1[f:13,9] ;null;Hero{6} ;6;b1[9s, Js];b2;Hero[8d, Kd];b0
