 Kd 8d Qs Th Qd Qc] [ 9s 5s Td Js 3h Jh 7c 9h 9c 7h 6d 7s 6s 2d Jc 8h 5d 4d 6c 6h Kh 4h 3s 3c 2s As Qh 8s 5h Tc 3d 4c Ts 7d 2c Jd 9d Ah 4s Ks Ad Ac 5c 2h 8c Kc];[Qc, Qd, Th, Qs, 9s];null;null;null;b1[c:94,5] Hero[c:0,9] ;b1(22) ;-10;b1[9s, Js]28800;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Jh 5s Ad Kc 7s As 3c Ah Qh 4d Kh 4s 4h 3h 3s Js Jc Tc 9h Ks 2s 5h 8s 6c 2h 9c 6s 7c 8h 7h 5c 3d 4c Jd 9s 9d 2c 6d Td Ts 2d 6h 5d 8c 7d Ac];[Qc, Qd, Th, Qs, Jh];null;null;null;b1[c:2,3] Hero[r:0,87] b1[c:2,3] ;b1(30) ;-14;b1[9s, 9c]28800;b2;Hero[8d, Kd]17099;b0
 Kd 8d Qs Th Qd Qc] [ 9h Jd Kh 9s Ts As 5h Ks 3s 3d 5d 7h Jc 5s 2h 8h 9d Ac 4s 4h Ad Ah 7c 4d 6d 4c 6h Jh 5c Td 3h 8c 7s 2c 9c 7d 3c 8s 2s Tc Qh Kc 6c Js 2d 6s];[Qc, Qd, Th, Qs, 9h];null;null;null;b1[c:94,5] Hero[c:0,9] ;b1(22) ;-10;b1[5s, Ad]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Ah 2d 8c Qh 9h 7s Jh 7c 2c Td 4h 3h 3d 5s Jc 5h 3s 4s Ad 7h As 6h Kh Ks 4c Js 6d 9c 4d 8h 5c 2h Tc 2s 3c 7d 9d 9s Kc 6c Jd 6s 5d 8s Ts Ac];[Qc, Qd, Th, Qs, Ah];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(22) ;-10;b1[8s, 8h]28799;b2;Hero[8d, Kd]17110;b0
 Kd 8d Qs Th Qd Qc] [ 6s 4s 5s Jh 7c 6c 2d 3h 8h 3c 4d 9h 5d 2c 6d Ad 6h Qh Td 7h 8c Ac 7d Kc 9s 3s Kh 2h Jd 4h 9d 5h Ts 2s 3d 4c Ks 7s 5c As 9c 8s Js Ah Jc Tc];[Qc, Qd, Th, Qs, 6s];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(22) ;-10;b1[5s, As]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Jc Ts 3d 6s 3h Ah Tc 9c 7h Kh 9d 9h 8c 7d Ac 2c As Kc 4d 8h 7s Jh 9s 2d 3s 7c 5h 6h Qh Ks 4h 5c 5d 3c 5s 2s 2h Jd 6d Td 4s Ad Js 6c 8s 4c];[Qc, Qd, Th, Qs, Jc];null;null;null;b1[c:2,3] Hero[r:0,9] b1[c:2,3] ;b1(30) ;-14;b1[Tc, Kc]28801;b2;Hero[8d, Kd]17099;b0
 Kd 8d Qs Th Qd Qc] [ Jd 2c Kh 3h 6h Tc Ah Jh 4d 7s Ad 5c Kc 2s 3c 3s 7c 2d 7h Qh 4h As 9c Ks 5s 8s 8h Ts 7d 6c Td 4s 4c 2h 6s 5h 8c 6d Ac 9h 5d 9d Js Jc 9s 3d];[Qc, Qd, Th, Qs, Jd];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(22) ;-10;b1[Js, 9d]28802;b2;Hero[8d, Kd]17099;b0
 Kd 8d Qs Th Qd Qc] [ 7c 9d 2c 6s Qh 2s Jd 9c Kc 5d 9h 3h 6h As 3c Ah 7d Kh 9s 4s 8s Js Ks Jh 3d Ad 5c Jc 6c 7h 4c Ts 4d 5h 7s 2d 2h 8h 5s 6d Ac 4h Td 8c Tc 3s];[Qc, Qd, Th, Qs, 7c];null;null;null;b1[c:2,3] Hero[r:0,9] b1[r:8,78] Hero[f:96,4] ;{14} ;-14;b1[Td, Tc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 5s Jc Jh 6d Jd 4h 2d 6h 4s 8c Ks Qh Ah 2h Td 9d As 5c Ad 7h Tc Kc Js 8h Ac Kh 8s 5d 3s 7c 9h 2c Ts 9c 3h 2s 5h 4c 4d 3c 3d 6s 6c 7d 9s 7s];[Qc, Qd, Th, Qs, 5s];null;null;null;b1[c:94,5] Hero[c:0,9] ;b1(11) Hero(1) ;1;b1[9d, Kc]17098;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Kh 4c As Td 8s 3s 6s 5d Jh 9h 5h Tc 4s Qh 9c Ks 3d 2c 3h Kc Js 8h Ad 7h Ts 9s 8c 6h 6c 5c Ac 7c 4d 7s Jc 2s 7d 2h 9d 5s Jd 3c 6d 2d 4h Ah];[Qc, Qd, Th, Qs, Kh];null;null;null;b1[c:2,3] Hero[r:0,87] b1[c:2,3] ;Hero(16) ;16;b1[8s, Td]28801;b2;Hero[8d, Kd]28803;b0
 Kd 8d Qs Th Qd Qc] [ 3c 7s Kc 5s 8c 2c Ah Qh 2d 4s 9h 9s Ad 7c 3d 6h Ks Jd Ts Kh Jh 3h Js As 7h Tc 8h 4c 5c 9c 9d 4h 2s 5d 6s 6d 3s Jc Ac 8s 5h 7d 6c 4d Td 2h];[Qc, Qd, Th, Qs, 3c];null;null;null;b1[c:94,5] Hero[c:0,9] ;Hero(12) ;12;b1[9d, Jd]17089;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 4c 3c 4d Kc 7d 3d Qh 5h 5c Ts 2c 2d 9s 7h 6s Jh 9c Tc Jc Ad 5d 3s 9h 4h 8c 8s 7c Td 2s 4s 5s As 3h Kh Js 7s 2h Jd Ah 6h 8h 9d Ac 6d 6c Ks];[Qc, Qd, Th, Qs, 4c];null;null;null;b1[r:8,78] Hero[f:96,4] ;{10} ;-10;b1[Qh, 9d];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Qh 3c 3h 2d 2c 4s 5s 3s Kc 5c 6c Ad 9h 4h 7s 7c 9c 6d 3d 7d Ac 2s 4d Jc Js 2h 8c 5h Kh Ts 9d 9s 7h 8h 6h Tc Jd 4c 6s As Td Ks 5d 8s Ah Jh];[Qc, Qd, Th, Qs, Qh];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(11) Hero(1) ;1;b1[Ks, Jc]32899;b2;Hero[8d, Kd]32899;b0
 Kd 8d Qs Th Qd Qc] [ Jd 5c Kh 4d 4s 9d 4c 6h 7c As 7h 3s Ad 4h 2c 3d Js 8c Ac 6s 2h 2s 9s 3h Kc Qh 8s 9h 5d 5s 6d 8h 7d Ts Ah Jh Ks 5h 7s 6c 3c Tc Td 2d 9c Jc];[Qc, Qd, Th, Qs, Jd];null;null;null;b1[r:8,78] Hero[f:96,4] ;{10} ;-10;b1[3h, Qh];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Kh 5c 3c 5h 8h 8s Ad 7c 4h 6h 6s Jh 4s Ah Jc 9d Ac 3s 2c Qh 3h 7s 9h Tc 9c Js Kc Td Jd 2h Ts Ks 6c 7h 4c 2d 4d As 5s 8c 3d 7d 5d 9s 6d 2s];[Qc, Qd, Th, Qs, Kh];null;null;null;b1[r:8,78] Hero[c:0,9] ;Hero(16) ;16;b1[Jh, Td]28801;b2;Hero[8d, Kd]28803;b0
 Kd 8d Qs Th Qd Qc] [ Ts Jh Jc Jd 8s 5d Qh 4d 7d Ad Ks Ah Ac 9d 3d 2d 9h 3h 5c 4c 3s 3c 8c 7s Kh 6h 4s As 6s 9c 5h 2c Td 7c 6c Js 2s 5s 6d Kc 4h 7h Tc 2h 9s 8h];[Qc, Qd, Th, Qs, Ts];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(11) Hero(1) ;1;b1[9s, Ks]28801;b2;Hero[8d, Kd]28801;b0
 Kd 8d Qs Th Qd Qc] [ 9d Ac Ah 6s As 9s 4c 7c 2h 3s Ts Td 8s Kc 8c 5c 4d 5d 7h Qh 6c Ad 8h 4s 9c 3d Jh 3h 5h Jd Js 6d 2c 9h 2s 5s 4h Ks 7s 3c 7d Tc 6h 2d Jc Kh];[Qc, Qd, Th, Qs, 9d];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(22) ;-10;b1[Ts, 4h]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Ad 4d 6d Td Tc As Jd 5c 2d 8c 9h 4c Ac Kc Kh 6s 2c 4s 2s 3d 8h 3h Ks 6c Js 9c 5s Qh Jc 7s 2h Jh 8s Ah 3c 7h 5h 7d 7c 4h 9d 5d 9s 6h Ts 3s];[Qc, Qd, Th, Qs, Ad];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(22) ;-10;b1[5d, Td]28801;b2;Hero[8d, Kd]17110;b0
 Kd 8d Qs Th Qd Qc] [ Jd 6s Jc 2c 6c 2h 7d Kc 8h Td 7c Jh 8s Ad Tc Ks 6h 5c 7h Ts 3s 2s 5d 4h 9c 4s 9d 7s 3c Ac 3d 9s 5s Ah 2d 4d 5h 3h 4c 9h Kh Qh 6d Js As 8c];[Qc, Qd, Th, Qs, Jd];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(22) ;-10;b1[Ks, Ad]20490;b2;Hero[8d, Kd]17099;b0
 Kd 8d Qs Th Qd Qc] [ 5s 6d 7d As 7h Ah 2h 3s Ts 5c 2c 9h 9s Jc 3d 3c 6h Ad Js Td 9d Ks Qh 4s 5d 6s Ac 5h 8h 8c 6c Kc 4h 9c 3h 2s Kh 7c 8s 7s Jd 4c Tc Jh 2d 4d];[Qc, Qd, Th, Qs, 5s];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(22) ;-10;b1[Ks, Kc]28803;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 4c 6c 7d 6d 7h 2d Ah Jc 3d 8s 2c 8c Qh Td 5h Js 5c 2h 3h 9s Ac 3s 4s Kc 8h 7c Kh 6s 4d 9d 9c Jh Jd Ts 7s 3c 5s As 4h Ks Ad 2s 5d 9h 6h Tc];[Qc, Qd, Th, Qs, 4c];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(22) ;-16;b1[4s, 4d]28795;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 2d 8h 5s 5d As Tc Qh 4h Ac 3s 9c 4s 4d 9s 6h Td 3c 7d 2s Ad Js 6c 8s 9h Ts 5h 2h 9d 8c Jh 7h Jc Ks 2c 3d 6s 6d Jd 3h Ah Kc 5c 7s Kh 4c 7c];[Qc, Qd, Th, Qs, 2d];null;null;null;b1[c:94,5] Hero[c:0,9] ;b1(22) ;-10;b1[Ks, Jd]17099;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 9c 7c Js Jh Jd 4d Qh 8s 7h Ah 8c 5c 6d 3d Kh 2c 4c 2s Ac 2h Kc Ad 6c 3c 8h 6h Jc 5d 3s As 5s 7s 5h 4h Ts 4s 7d Td 9h 9s Ks 9d Tc 3h 6s 2d];[Qc, Qd, Th, Qs, 9c];null;null;null;b1[c:94,5] Hero[c:0,9] ;b1(22) ;-12;b1[9h, 9c]28800;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 6s Ac 8c 2d 2s 7d Jh 9d 4d Tc Td 3c 4h As Kh 4c Ah Ts Jd 9s 6h 3h 8s Jc 6c 5h Qh 8h Js 6d 7s 5d 9h 7c 5c Ad 2c Kc 4s 2h 7h 9c 5s 3s Ks 3d];[Qc, Qd, Th, Qs, 6s];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(22) ;-10;b1[Js, Tc]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 5d Jh 9s 5s 8h 7h 6h Td 7s 9h 3h 2c 2h Ad 3s 4h 3c Ac 9d 6c 8c 9c Ah 4s Kh 8s 3d 6d 2s 5h Kc 2d Js 5c 6s Ks As Tc Jd 4c 7d Jc 4d Qh Ts 7c];[Qc, Qd, Th, Qs, 5d];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(22) ;-10;b1[As, Ad]28804;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 5s 7c 5h Jc 8h Kh Ts 2h 3h 4s 8c 3d Ac 8s 6d Jh 9s 3s 4h 4d 6c Jd 9c Kc Qh 2d 5d 7s Js 3c Ad 9d 7d Tc Td 7h As Ks Ah 5c 2c 6s 6h 4c 2s 9h];[Qc, Qd, Th, Qs, 5s];null;null;null;b1[r:8,78] Hero[f:96,4] ;{10} ;-10;b1[4s, 4d];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 3s 2h Ts Kc Qh Js 9s 5c Ks 8s Ad 9h 7s Jh Ah 7c 6h Jd 2d 8h 3d Tc 7d 4d 6d 5h Td 2s 4c 2c 7h 4h Kh 6c Jc 4s 3c 8c 9c 9d Ac 3h 5s As 5d 6s];[Qc, Qd, Th, Qs, 3s];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(22) ;-10;b1[2s, 2d]28793;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 7h 7d 5h 2d Jh Tc 3d 6h 2h 4s 2s 8c Qh 8h 9s 2c 4d 9d 5s Ah 4c Ts Jd Jc 7c 3c Ac 6s 6d 5d 8s 4h Js 3s 7s Kh Kc 9h Td Ad 5c 6c As 3h Ks 9c];[Qc, Qd, Th, Qs, 7h];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(22) ;-10;b1[4s, Ts]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Ts Ad 2d Jc 5c 8c 3c Jh Js 4c 7d 5h 6h As 6c 4d 5s 3d Kc Ac 5d 7c 2c 8s 3s 7h Ah 9h 9d 9c 6s 6d 4s Kh 2h 3h Qh 2s 7s Tc 8h 4h 9s Ks Jd Td];[Qc, Qd, Th, Qs, Ts];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(11) Hero(1) ;1;b1[6d, Ad]28801;b2;Hero[8d, Kd]28801;b0
 Kd 8d Qs Th Qd Qc] [ 4c 9s Jc Ad Ac 4h 5h Jh As 2h 7h 7s 2d 9d Ts Kh Ah 8c 3d 6s 2s 4d Ks Tc 7c 3h 7d 8h Js Qh Td 9h Kc 8s 4s 6c 3s 6h Jd 2c 9c 5d 3c 5s 6d 5c];[Qc, Qd, Th, Qs, 4c];null;null;null;b1[c:8,78] Hero[c:0,9] ;b1(22) ;-10;b1[Ah, 6d]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 6c 2d 5s Ad 2s 6d 3s Ts 5h 5c Jd 2c 3d Kc 4d Jh Ac 9h 7s Jc 6s 8h 7h 8c Ah 7d 5d 8s Ks 3h 2h 9c Js 3c 4s 4c 9s 7c 4h Kh Td Qh As 9d 6h Tc];[Qc, Qd, Th, Qs, 6c];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(22) ;-10;b1[7d, Ac]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Qh As 7c Jh 3d 6h 5c 2d 5s 5d 2h Jd 4s Ah 6c Td Ad 9h 2c 3s Ts 7h Ks 6d 3h Kc 9s 8c 5h 4c Js Tc 7s 8s 4d 2s 7d Ac Kh 6s 9c 9d 8h 3c Jc 4h];[Qc, Qd, Th, Qs, Qh];null;null;null;b1[c:8,78] Hero[c:0,9] ;b1(22) ;-10;b1[Ts, Ah]32900;b2;Hero[8d, Kd]32899;b0
 Kd 8d Qs Th Qd Qc] [ 8s Tc Kh Jc 8c 2c 3s Ac 6d 6c 4h Ad 2d As 6s Jd 4c 2h 9h Td 5h 9c 7c 4d 7d 3d 8h 7h Ts Qh 5d Jh 4s 5c 3h 9d Ks Ah 5s 3c 6h 2s 7s 9s Js Kc];[Qc, Qd, Th, Qs, 8s];null;null;null;b1[c:94,5] Hero[r:0,87] b1[f:94,5] ;Hero{12} ;12;b1[8s, 9s];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Jh 3c 6h Td 4d 9s 8s 8h Tc 9c 5c 6s Kh 6d Jc 5h 8c As 5s 7s 7c 2s Ad 2d 2h Ac Ts 4c 2c Jd 4h 9h 3s 5d Ah Ks 6c 3d 7d 7h 4s Qh Kc 3h 9d Js];[Qc, Qd, Th, Qs, Jh];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(22) ;-10;b1[9h, 8c]20488;b2;Hero[8d, Kd]17099;b0
 Kd 8d Qs Th Qd Qc] [ 3c 9s 6h 4s Tc 8c As Jc Td 3d 2c Ad Kh 7c Ac 2d Qh 5h Js Jd 9d Kc 8s 7d 6c 6s 2s 5s 9h Jh 3s 5d 4c 7h 5c 4d 3h Ts 9c 2h 7s 8h Ah Ks 4h 6d];[Qc, Qd, Th, Qs, 3c];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(22) ;-10;b1[Ts, 5d]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Ts 2h 4d 9s 4c Js Jd Td As 2c 2s 4h 7d 3s Ks Kh 4s 6c 6s 3d Ah Jc 3h Kc 8c 2d Ac 6d 5h 9h 7c Tc 7s 8h 9d Qh Ad 6h 5c 8s Jh 5d 9c 5s 7h 3c];[Qc, Qd, Th, Qs, Ts];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(11) Hero(1) ;1;b1[8s, Jc]28801;b2;Hero[8d, Kd]28801;b0
 Kd 8d Qs Th Qd Qc] [ 6s Jc Js Ad 6c 8s 5c 4s 7h 7d Qh 9h 3h 8c 9c 4h Kc 4d 9s Ah 8h 3d 2d Ac 6h 9d Jh 6d 5s 2s Ts 2c Jd 7c 7s As 4c Kh 5d Tc 5h 3c 3s Td 2h Ks];[Qc, Qd, Th, Qs, 6s];null;null;null;b1[c:94,5] Hero[c:0,9] ;Hero(12) ;12;b1[8h, 9h]17080;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 2d 7d 4h 4s Ac 8h 2s 6c 8c Qh 3c 5s 3h 7c Jd 5h 5d As Ad 6d 4c 5c 9c 6h 2h Js 6s 2c Kc Jc 9s 3s 8s Ks Tc Ah 9d Kh 7s 7h 3d 4d 9h Td Ts Jh];[Qc, Qd, Th, Qs, 2d];null;null;null;b1[c:94,5] Hero[c:0,9] ;Hero(12) ;12;b1[9s, 8c]17080;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Qh Jc 6s 2s 6c 5s 7s Ac Kh 9d 4h 5h Ah 7h Js 3c 4c 9c 9s 5d 8c 2d 7c 3h As Tc 8s Ad 2c 6h 5c 2h Ks 6d 3s Jh Td 8h 4s 9h Ts 4d Jd 7d Kc 3d];[Qc, Qd, Th, Qs, Qh];null;null;null;b1[c:94,5] Hero[c:0,9] ;Hero(12) ;12;b1[Js, Tc]32898;b2;Hero[8d, Kd]32899;b0
 Kd 8d Qs Th Qd Qc] [ 6d Ts Jc 8h 9s 5s 8s 7d Jh Ah Js 6h As Qh 9c Jd 9h Kh 5h 3s Td 4d 6s 5d 3h Ad Kc 8c 7c 7h 2d 6c Tc 3c 2h 2c 4s Ac 9d 4c 5c Ks 3d 2s 4h 7s];[Qc, Qd, Th, Qs, 6d];null;null;null;b1[c:2,3] Hero[r:0,87] b1[c:2,3] ;b1(30) ;-14;b1[Jh, Tc]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 4d Ah Jh 3d 6c 2c 6h Tc 6s 4c 9h 3h 5s 8h 7c 8s Ac Js 7d 9d 2d As Kh Jd 6d 7s Kc 9s Jc Qh 9c 3s 3c Ks 5d Ad Td 2s 2h Ts 5c 5h 8c 4h 7h 4s];[Qc, Qd, Th, Qs, 4d];null;null;null;b1[c:2,3] Hero[r:0,9] b1[c:2,3] ;b1(30) ;-14;b1[Tc, Kc]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 7s 4s As Ad 5c 9c 6s Js 6d 5s 7d 9h 6c 9d 8c Ah 5h 2h Ks 9s Jc Ac 4c Qh 5d 3c 2d Kc 8s 3s Jh 2c 6h Tc 3d Jd 8h 4h 7c 2s 4d 7h Td Kh 3h Ts];[Qc, Qd, Th, Qs, 7s];null;null;null;b1[c:94,5] Hero[c:0,9] ;b1(11) Hero(1) ;1;b1[9h, Kh]17098;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 4c 2s 9d As 5h Ad 8c 4h 9c 5s Ts 5c 3c 8h 9h Ks Jc 3d 6d 3h Jd 2d Kc Td 7d Kh 9s 2h 2c Js 6h 4d 3s Ah 5d 7s 4s 7c 8s Ac 6s Tc Qh 7h 6c Jh];[Qc, Qd, Th, Qs, 4c];null;null;null;b1[c:2,3] Hero[r:0,87] b1[c:2,3] ;b1(30) ;-14;b1[Td, Tc]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 4c 7h 3d 4s 3h 7c Qh 9d Ts 9h 6s 8s Ac 9c Kh 2d 4d 5c Ah 6h 2s 5s Jd 6d Js 2c 3s 4h 2h 3c 7d Jc 9s Kc 8c Jh Ks 7s 5d 5h 8h Td Ad 6c Tc As];[Qc, Qd, Th, Qs, 4c];null;null;null;b1[c:2,3] Hero[c:0,9] ;b1(22) ;-10;b1[Td, Jc]28801;b2;Hero[8d, Kd]17098;b0
