 Kd 8d Qs Th Qd Qc] [ Ks Td 2s 2h Qh 3s 8c 7s 9c Jd Ad As 6d 6c 4h Kh 8s Tc 9h Jc Js 9d Ts 6h 3h 6s 5c 3c 9s 5s 7h Jh 2c 4s 7c 5d 3d 8h Ac 2d 5h Kc 4c 4d Ah 7d];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[Ah, 7d];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Jh 9d 2c 8h 4s 8s Td 3s 6s 2s 5s 2d 5d Ah 6c As 3h 7c Tc Jd 8c Js 5c 4d 7s 6h Kh 9c Qh Ts Ac 7d 7h 9h 5h Ad Ks Kc 4h 3c 9s 2h 4c 6d 3d Jc];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[9s, As];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Ad 9c Tc As Ts 5d Kc 6h 4d 5c 6c 4c Qh 8c 4h 7d 7h Kh 3h 7s 9s 2c 6s 2d 9d 5h 7c 8s 5s Td 3d Ac Js Jc 3c Jd 8h Ks Ah 4s Jh 6d 2h 3s 2s 9h];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[8c, 9c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Kh 5h 6h 7c Jh As 7s 6c 8c 3d Ks 8h Kc 8s 4s 2s 9s Qh Ad 4h 7d Ts 6d 4c 2c Ac Jd 6s Tc Jc 3h 5d Ah 2d 9h 4d Td 7h 5s 9d 2h 3s 3c 5c Js 9c];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[5s, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 3d Ac 5s Ks 9c 2d 2s 6s 7c 4d Tc 4c 9h 5c 8c 2h Kh 9s 4h 3s 6c 5d Ad 2c 3c 4s 6d Td Jd As Qh Js Jc 7d 3h 6h 9d 5h 7h Ah 8s 7s 8h Ts Jh Kc];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[Js, Kc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 8s As 3c Ah 5c Qh 4h 3h Ts 7d 9c 9h 4s 8c 3d 2d 5h 7s Tc 9d 4d 6s 2h 4c 2c Ad Kc Ac Jd Kh 5d 6d 7h 6h 5s 8h Ks Td Js 7c 6c 3s 9s Jc Jh 2s];[Qc, Qd, Th, Qs, 8s];null;null;b1[c:8,5] ;b1[c:2,3] Hero[r:0,87] b1[c:2,3] ;Hero(20) ;20;b1[9h, Jc]20488;b2;Hero[8d, Kd]28799;b0
 Kd 8d Qs Th Qd Qc] [ Jd As 5d 7h 7c 4s 9h Jh Kc 2s 9s 6d 2d 3s Jc 8s 4c 5c Js 5h 4h 8c Ks 5s Td 9d 4d Ts 6s 8h Ad 3d Ah 7s 9c Tc Kh 3h 3c 6h Ac 2c 7d 6c Qh 2h];[Qc, Qd, Th, Qs, Jd];null;null;b1[r:87,9] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(38) ;-18;b1[8s, 9c]20488;b2;Hero[8d, Kd]17099;b0
 Kd 8d Qs Th Qd Qc] [ 5d 6c Tc 4d 7s 8c 4h 7d Kh Ks 7h 5c 3s 8s 9d 9s 8h 5s 7c 5h 2c Jc Kc 6s Jh 3c 2d 6h 9c 3h Ac Ah Ad 9h Td Ts Js 4s As 2s 6d Jd 3d 2h 4c Qh];[Qc, Qd, Th, Qs, 5d];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[r:0,9] b1[c:2,3] ;b1(46) ;-22;b1[As, Kc]17110;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 6d Jd 5d 9c 8s Jh 2c Ad 7c 4h 4d Kc Kh 7h 3s 8c 6h Ah 3c Qh 3d Tc 7s 3h Js 2h 9h 4s As 7d 5h Td 4c 5c 9s Ks 2d 9d 6s 6c Jc 2s 5s Ac Ts 8h];[Qc, Qd, Th, Qs, 6d];null;null;b1[c:8,5] ;b1[r:8,78] Hero[f:96,4] ;{14} ;-14;b1[2s, Ts];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Ah Td 9s 2c 5d Jh 7s 8s 9h 9d Jd Ad Qh 2s Js 5s 9c 4d Ac 8c Kh 3d Jc 7h 5h Tc 8h 4c 7c 3s Ts 6s 4h 5c 6d 6h 6c 2d Ks 3h 4s Kc As 2h 3c 7d];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[5h, Kh];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 3d Ah Jh 4h 9d 2c 8s 6c 4c 4d 9c Ts Js 4s 7s 7c 6h 2h Tc 5c Ks 9s 5s Td 2d 6d Qh Ad 5d Kh 5h As 3s 3c 6s 2s Jd 7d 7h 3h Ac 9h Kc Jc 8c 8h];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[As, Jc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Td 7s 3s 6h 9s Ad 5d 9h Js 6c 2h 7c Ac Qh Kh 8s 9c 7d Jh 2s 4h 5h Tc 3h 5s As 3d 4s Jd 3c 4d Jc 4c 9d 6d Ts 7h 5c 8h Ah 2d 8c Kc 6s Ks 2c];[Qc, Qd, Th, Qs, Td];null;null;b1[r:8,5] Hero[r:0,16] b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(23) Hero(1) ;1;b1[Ts, Ad]28801;b2;Hero[8d, Kd]28801;b0
 Kd 8d Qs Th Qd Qc] [ 7c 8s Ah 9c Jh 3h Js 5c Qh As 2h Jc 9s 7d 2c 4s 4c 6d 5s Kc Ac 2s Kh 7s 9d 8h 5d 6s 3s Ts 4h 6h 5h 6c Ks Ad 3c 7h 3d 8c 4d Td Jd 9h 2d Tc];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[9h, 8c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 2s Kc 9s 6s As 4h Ac 9d 9c 5s 7h Td 6d 5h Ah 3c 9h Jd Ks 7d 8c 8s 4c 7s 2c 8h Tc 3d 6c 5d 4d Js 6h 7c Qh Ts 2h 3h 3s Jh 2d Jc 4s Kh Ad 5c];[Qc, Qd, Th, Qs, 2s];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[Kh, Ad]17110;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 6h Ah 5d Kh 3d 2h 4h 9h 6c 9d 2s 6s 8c Ks 5s 2c Td 5h Jc 8s Jd 7d Ac 5c 8h 7s 4s Tc Kc As 9c Ad 6d Js Jh 9s 3s 3c 4c 7h Ts 2d Qh 3h 4d 7c];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[8c, 9c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 6h As Jd 4s 7d 2s Ac 9h 3h 5h 8s Td Jc 5d 3s Kc 4h Js 2d 8h Jh 6s 2c 5s 5c 7s 4c Ah Qh 3d Ks 2h 8c Kh Ts 7c 9d 9s 6d Tc 3c 9c 7h 4d Ad 6c];[Qc, Qd, Th, Qs, 6h];null;null;b1[c:8,5] ;b1[c:8,78] Hero[c:0,9] ;b1(30) ;-14;b1[6s, Ts]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Qh 4h 6d 8s 3h 6s Jh Ac 8c 3d Tc 3s 5s 5d Ks Kh 7s Ah Ad 9d 4c 6h 9c 2c 4s Js 8h Jd 7h Td Ts 7c 6c 9h Kc 9s 5h 2s 4d As Jc 2d 3c 5c 7d 2h];[Qc, Qd, Th, Qs, Qh];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[r:0,9] b1[f:94,5] ;Hero{20} ;20;b1[4h, Qh];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Js Td 3h 2c 6c 8s Qh 6s 4c 6d Jd 7d 2s 7s 3c 7c Jh 8h Kc 9c Ad Ts 4s Ah 4h 9s 9h 3s 2d 6h Tc 7h Ks 8c 4d 5h 5d Kh 3d Jc 2h 9d Ac 5c 5s As];[Qc, Qd, Th, Qs, null];null;null;b1[r:7,80] Hero[r:0,16] b1[f:8,5] ;null;Hero{20} ;20;b1[Qh, Jd];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 6c 7s Ts Ks 8s 7c 5c 4c 5d 3s 6s 3d Js Kc 9h 4h 3h Td 2d 9c 2c 4d 8h Qh Kh 2h Ad 3c Ah 6h 8c Jh 9s Jd As Jc 5h 4s 6d 5s 7d Ac 9d 7h Tc 2s];[Qc, Qd, Th, Qs, 6c];null;null;b1[c:7,80] ;b1[c:8,78] Hero[c:0,9] ;b1(30) ;-14;b1[8h, Qh]32897;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 9h 9s 6h 3h 3s 7h Ks Kc Jh As Jc Tc 8s Jd 2h Kh Ts 4h 9c 8h 5s Js Qh 6s 2d Td 7s 5d 6c Ac 7c 5c Ad 5h 7d 9d 8c 6d 4c 3d 2c Ah 2s 3c 4d 4s];[Qc, Qd, Th, Qs, 9h];null;null;b1[r:7,80] Hero[r:0,16] b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(46) ;-22;b1[Js, Ad]17109;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Ah 6d Jc Js 8s Qh 6s 4c 9h Jd 9s 5h 7s 8c 2h Ts Ac 3c Kc 3s 2c Tc Kh 4h 4s 2d 5c 5d 7c 7d 3h 6h 2s 8h 4d Ad Jh 6c As 7h 3d 5s 9d 9c Td Ks];[Qc, Qd, Th, Qs, Ah];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[As, Ac]28827;b2;Hero[8d, Kd]17110;b0
 Kd 8d Qs Th Qd Qc] [ Ks As Js 7d 9d 5h Kc 4h 3c Jd 2s 7s 3h 2d 5s 7h Jh Kh 5c 8s Ah Td 7c 6s Ad 9s Ts Qh 8c Ac 9c Jc 3d 4c 4s 9h 6d 8h 2c 2h 4d 6c 6h Tc 3s 5d];[Qc, Qd, Th, Qs, Ks];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,87] ;Hero(16) ;16;b1[7d, Tc]28801;b2;Hero[8d, Kd]28803;b0
 Kd 8d Qs Th Qd Qc] [ Td 3d 2d Ks Kh 4s Ts 3h 3c 7s Jh Js 5c 7d Ah 6c 5d 8c Ac 5s Qh 6d 7c Tc 4h 9s 2s 7h 4d 6h 2c Ad 9c Kc 5h 9d 8h 6s As Jc 2h 8s 3s Jd 9h 4c];[Qc, Qd, Th, Qs, Td];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(15) Hero(1) ;1;b1[3s, Ts]28801;b2;Hero[8d, Kd]28801;b0
 Kd 8d Qs Th Qd Qc] [ Ad 6d Tc 3h Jh Ks 8h 7h 2d Ah Jd 9c 2s 6c 9d 4h 3d Kh 7s 8s 5d 4c Qh Kc 9h 7d Jc 8c 6s As 3s 3c 4s 5h 9s 4d Td 5c Ac Ts Js 5s 7c 6h 2c 2h];[Qc, Qd, Th, Qs, Ad];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[4h, 4c]28795;b2;Hero[8d, Kd]17110;b0
 Kd 8d Qs Th Qd Qc] [ 8c 2h 4s 4c 8s 3h Ts Ks Ad As 7s 4h Ah 3c 5s 5c Jh 6s 5h 3s 9c 9d 4d 6c Jc 6h 6d 7h Kc Qh Ac 7c Kh 2d Js 7d 9h 2c Td 8h Jd Tc 3d 2s 9s 5d];[Qc, Qd, Th, Qs, 8c];null;null;b1[c:87,9] ;b1[c:2,3] Hero[c:0,9] ;Hero(16) ;16;b1[Ks, Jc]17099;b2;Hero[8d, Kd]28799;b0
 Kd 8d Qs Th Qd Qc] [ Jd As 7c 6d 7s 9s 6s Ad Js 6h 2s 3h Jc 2d Ts 4c 3s 8s 9c 4s 2c 9h 5c 2h 4h Ah 4d Qh Ks Kc 8c 7h 8h 5d 9d Kh Tc Jh Ac 3d Td 5h 3c 6c 7d 5s];[Qc, Qd, Th, Qs, Jd];null;null;b1[c:8,5] ;b1[r:8,78] Hero[f:96,4] ;{14} ;-14;b1[As, Ah];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Jh 3s 9d 2d Qh 8c 6s Ah 3h Ad 3d Ac 6d 7d 8h 7h 5d 5h 6c Jc 2h 6h Ks As 5c 2s 7s Jd 7c 3c 9h Js 4c 5s 8s 9s Kh Kc 9c 4s Ts 4h 4d Tc Td 2c];[Qc, Qd, Th, Qs, Jh];null;null;b1[c:8,5] ;b1[r:8,78] Hero[f:96,4] ;{14} ;-14;b1[As, Ah];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 9c 2d 6d 8s 2h 3d 2s 5s Ad Jc Td Jh Qh 3h 4c Jd 9s Ts Ah 9h 9d 3c 6c 8c 4h Js 2c 7h 7d Tc 5c Ks Kc 4s 4d 3s 8h 7s As Kh 6h 5d Ac 7c 6s 5h];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[As, 9h];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 6c 9s 3c 7c 4s 2d 6d Qh 7h 3d 7s 2s Tc Jh 8s 8h 4c Ts Js 3h Ac Ah Ks 3s 5c As 2c 4h 5h 9h 9d 9c Td 6h 5d Kc Jd 4d 8c Jc 5s Kh 7d 2h 6s Ad];[Qc, Qd, Th, Qs, 6c];null;null;b1[c:8,5] ;b1[c:8,78] Hero[c:0,9] ;b1(30) ;-14;b1[Js, Jd]28802;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 7h Qh As 9d 7d 9h Ac 3s 4s 3h Jh 4h 3c 7s 5d Ad Kc 7c 4d 6c Jd 5s 6d Js Jc Kh 3d 2s 8c Ts Ks 5c 5h 9s Td 2d 4c Ah 6s 2h 2c Tc 8h 8s 6h 9c];[Qc, Qd, Th, Qs, 7h];null;null;b1[c:8,5] ;b1[r:8,78] Hero[f:96,4] ;{14} ;-14;b1[Ks, Kh];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Ks Js 8h 2h 9d As 7c 4c 8s 4h Jc Jd 8c 3h 5h 9c Jh 5c 3c 7d Tc 5d Ts 2c 3d 7h Ac 3s Ad Kc Kh 5s 2s 2d Ah Qh 4d 6d Td 7s 4s 6h 6s 6c 9h 9s];[Qc, Qd, Th, Qs, Ks];null;null;b1[c:8,5] ;b1[c:2,3] Hero[r:0,87] b1[c:2,3] ;Hero(20) ;20;b1[6s, 6d]28797;b2;Hero[8d, Kd]28803;b0
 Kd 8d Qs Th Qd Qc] [ 9h Kc 4d 3d 6d 5h 9s Ad 4c 8c 7d 8s Qh Kh 2c Js 7h Tc As 6h 2h Jc 4s Ts 3h 2s Ks Td Ac 9d 6c 7c 3s 3c 7s Jh 8h 4h 6s Ah 9c 5c 5d Jd 2d 5s];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[6s, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Ts Td 6s 6d 7h 2h 8c Ac 4d 6h 8s Tc 3h 3c 5c 5d 2s 4c Ks Kh 2c Ah 9s 7s Kc 3s 5h 8h Jh 2d Jd Ad 6c 4s As 5s 7c Js 9h Qh 9c 3d 9d Jc 4h 7d];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[6s, Ks];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 8s 3d 6c Jh 4h 3c 7s 7c 8c 2h 3h As Js 6d Qh Td 5h 9c 4d Ah 7d Kh 9s 6s 3s Jd Ks 4s Ac 6h Ts Ad 2c Tc 7h 5d 5s Kc 2s 5c Jc 9h 9d 4c 8h 2d];[Qc, Qd, Th, Qs, 8s];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[9d, Td]28801;b2;Hero[8d, Kd]28799;b0
 Kd 8d Qs Th Qd Qc] [ 8c 6h 6c 9c 2c 5h Ks 3s 3h 4s Td Jd Jc Ts 2d 3c 9s 3d As 6s 7s Ah Jh Tc Kc 5d Kh 4d 7c 8s Ad Qh 4c 2h 6d 2s Ac 9d 8h 4h 7d 7h 5s 5c Js 9h];[Qc, Qd, Th, Qs, 8c];null;null;b1[c:8,5] ;b1[r:8,78] Hero[c:0,9] ;Hero(20) ;20;b1[2d, 2c]28793;b2;Hero[8d, Kd]28799;b0
 Kd 8d Qs Th Qd Qc] [ 5h 7h 8h 5s 6h 3d Ac 2c 7s 2h 9h Js Ad 5d 4s Jc 3s 2d 5c 9c Jd 6s Ks 3h 4h 7d As 3c 6c Kc 9s Tc Qh Td Ts Jh 9d Ah 4d 7c 6d 8s 2s Kh 4c 8c];[Qc, Qd, Th, Qs, 5h];null;null;b1[r:7,80] Hero[c:0,16] ;b1[r:8,78] Hero[c:0,9] ;b1(46) ;-22;b1[9h, Qh]32897;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 9c 7c Ks 6s 7d Jh Ah 5s 3s 2c Kc 4h 8h Qh 5h 9d Ac 3c 2d 4c 2s 8s Jc Js 3d 6d 8c 6c Td 2h 5d 7h Ad Ts 4s 4d 5c 9h Jd 6h As 7s 9s Tc 3h Kh];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[As, 7c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 4c 3d 2d Ad 5d 3h Jd 8h 9h Td 3s Ks Kc 6s Kh 8c 5c 7h 4h 2s Qh Js 9d Ts 4s 6h Jh 5s 9c As 7d 9s 7s Jc Ac 6d 8s 2h 2c Ah 4d 6c 3c Tc 5h 7c];[Qc, Qd, Th, Qs, 4c];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[7c, Tc]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 8s 9s 9d 6c Ks 2h Ac 4c 2d 3c 6s 7c 5h Kh Ts 9h 4d Qh Jd 7h 7s 6d Ah 4h 3s 5s Jc 2c 3d 7d 9c 8c 8h Ad 2s 5c As 4s Kc Js 3h 5d Tc Jh Td 6h];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[8s, 9c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 2s 7d Jc Ad 7h Js Ks 4d Kh Ah Jd Ac Ts 4s 6d 5h 6s 7s As 8h 3h 9s 3c 2c 2h 5c 6h Kc Td Qh 5d 8s 9d 3s Tc 8c 2d 4h 6c 7c 9c 3d Jh 4c 5s 9h];[Qc, Qd, Th, Qs, 2s];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(38) ;-18;b1[2h, 2d]28793;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 6c 5d Jd 5c 5h 6h Kc Ts 2c 4h 6d Tc 3s 3h Ac 7d 3c Ah 6s 9s 7h 7s Ks 8c 3d 2s Qh Jc 2h As 7c Kh 9c 8s 4c 9h 4s Js Jh 9d Td 5s Ad 8h 2d 4d];[Qc, Qd, Th, Qs, 6c];null;null;b1[c:8,5] ;b1[r:8,78] Hero[f:96,4] ;{14} ;-14;b1[As, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 3d 7c 7h 5d 7s 8s Kh 4h 9s 2h 6d 3c 9c As 5h 4c 2d 2c 4d 6s Tc Ac 2s Ah Ts 8h 5s 3s Kc Jc 8c 5c 7d 4s Jh Td Jd 3h 9h Js 6h Qh 6c Ad Ks 9d];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[Jc, Kc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Kh Ad 7d 9h 8s 5c 7s 2h 6d 2d 3h 3s Td 5d 9s 3d 6h 3c Ks 6s 4h Ts 4s 9d 4c Ac Js 5s 5h Jh 9c 4d 8c 7c 2s 2c Ah 6c Jd Qh Kc 7h Tc 8h Jc As];[Qc, Qd, Th, Qs, Kh];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,87] ;Hero(16) ;16;b1[9h, 9c]28800;b2;Hero[8d, Kd]28803;b0
 Kd 8d Qs Th Qd Qc] [ 4d 3h 2c 3c 9s 3s Qh Td 2d Js 5d Ad 7s 7d 4s 5c 5s 2h 7c 9d 4c 5h 8h 3d Tc Kh 8s 9c As 6h 6c 2s 4h 7h 6d Jc Ac Ah Jd Jh 9h Kc Ts Ks 6s 8c];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[Jc, Kc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 8c 9d Ad 9h Ah 5s 2c 6d 4s 2s 3d 2h 5c 3c Jd 4c 3s Ac Kc 4d As 5h Ts 6c 9s 8s 4h 6h 7d 5d Jc Js 6s Jh 8h 9c 3h 7h Td 7c 2d Qh Ks Kh Tc 7s];[Qc, Qd, Th, Qs, 8c];null;null;b1[c:8,5] ;b1[c:2,3] Hero[r:0,87] b1[c:2,3] ;b1(38) ;-18;b1[6d, Td]28801;b2;Hero[8d, Kd]28799;b0
