 Kd 8d Qs Th Qd Qc] [ 7s 2d 5c 7d 9s Jd Jc 4d 2c 3c Qh 8h 3h 4s Tc 9h Ks 4c 2s 6d 6h As 6c 9d Ah Ts 7c 4h Jh 8c 7h 6s Ad Js Ac 3s 8s Kc 5h 2h 5s 9c 3d Kh Td 5d];[Qc, Qd, Th, Qs, 7s];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[Ks, As]17110;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 7c Ac Kc 8c 3s 4s Td 6c 5s 5d Qh Ah 2c 9h Ks 4d 3h 4c 6d 8s 5h 9s 7d 9d Jh 9c Ad Js Jc 4h 2s 7s Kh 2d 6h 6s 2h Ts Tc 7h 5c 3d 8h As Jd 3c];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[9s, Ks];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 2d Jd 8h 9s 4c 4h Tc 5s 5h 5d 4s Jc 7c Ah 6d Ks Td Kh 6s Qh 8c 9h 9d 2c 7s As 9c 7d Js Jh 3s Kc 2h 2s 5c 3c 4d 3d Ac 7h Ad 6c 3h 6h Ts 8s];[Qc, Qd, Th, Qs, null];null;null;b1[f:12,66] ;null;Hero{12} ;12;b1[Ah, Jc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Ac 4h Jc 4d 8s Kc Jh 2d 4s 2h 5s Js Td 9d Qh 7s 4c 6h 9h 7d 6d 6c 2s Ad 5c 2c Jd 9s 8h 5d Ah Ts Tc 7h 8c 7c 3h As 9c 3d 6s 3s 3c Ks Kh 5h];[Qc, Qd, Th, Qs, Ac];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[5s, 5c]28796;b2;Hero[8d, Kd]17110;b0
 Kd 8d Qs Th Qd Qc] [ Jc 2d 4h 5c 2s Jh 7c Kc Ts 8s 4c Jd 3s 8h Js Ad 4s Ah 9s 9d 4d 3c 3h 9c 5h 6c 9h 5d Ac As 2h 6d 7s 2c 5s 7h Td Kh 3d Ks 8c Qh 6s 6h Tc 7d];[Qc, Qd, Th, Qs, Jc];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[8h, 8c]28799;b2;Hero[8d, Kd]17099;b0
 Kd 8d Qs Th Qd Qc] [ Tc Ad 9c 2s 8h 9s Ks 3d 2h Ac 4c 5d Ah 5s Kh Jc 3s 4d As 7s 7h Jh 2d 7c 5c 2c 9d Ts 6c 4h Kc 3c 3h Js 8c 4s Jd Qh 6d 6h 5h 6s 7d 9h 8s Td];[Qc, Qd, Th, Qs, Tc];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(15) Hero(1) ;1;b1[9h, Td]28801;b2;Hero[8d, Kd]28801;b0
 Kd 8d Qs Th Qd Qc] [ 9d Ac As 5s 9h 8c 9s 4s Kh 2c 3s 6d 2d 8h Tc 7c Jd 4c Qh 3c 2h 3h 3d 6s Ks Ts 6c Jc 4h 6h Td Ah 2s 9c 5d Kc 8s Js Ad 4d 5h Jh 7d 5c 7h 7s];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[Ah, 9c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 9c Kh 3h 6h Ts 3s Jh Tc 2s 7c 6c 5d 8h 4h 4d Ac Td 2c 8c 3d Kc 9h Ks 6d 7d As 6s 9s Jc 4c 7s Ad Qh 7h 4s 5s Ah 5h Jd 2h 3c 9d 2d 5c 8s Js];[Qc, Qd, Th, Qs, 9c];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[As, Kc]17110;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Ts Qh 4h Tc Ac 3s 5c 2c As 4d Kh 4s 2h 8s Js 5d 3h Kc 4c Ad 5h 8c 8h Jh 9h 6c 7s 9d 3d 6d 6s Td 5s 7d 2s 2d Jc 9s 7h 7c 3c 6h Ah Jd Ks 9c];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[8c, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 3h 6c Kc Jd 2d 5d 3s Ts 7s 7h Ks 9d 4c 6d 8c 4h 6s 8h 2s 2c 6h Ac 3d 5c 7c Kh 9c 9s Td Jc 2h As 4d 9h Jh Ad 5h Ah Tc 5s 4s 8s Qh Js 3c 7d];[Qc, Qd, Th, Qs, 3h];null;null;b1[c:13,9] ;b1[c:4,5] Hero[r:0,17] b1[c:4,5] ;b1(38) ;-18;b1[Ad, Kc]17110;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 8s Kc Td 9c 6c Tc 4c Kh 3c 2s 9h 5c 8h 7d Ah Jh 6d 7c 9s Js Jd 4s 7h 4d Ac 3s Ks Qh 9d 5s 6h Ad 8c Jc 7s As 4h 2d 2c 5d 5h 6s 3d Ts 2h 3h];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[5s, As];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 9c 6c 3d As 8s Ac Tc 3s 4c Jc 8c Jh 9d 6d 9s 5h Js 2s Td 2h Ad 6h Kh 7s 6s 2c Kc 4h 3c 2d Jd 5s 7h 9h 5d 7d 8h 4s Ks Ts Ah 5c Qh 7c 3h 4d];[Qc, Qd, Th, Qs, 9c];null;null;b1[r:12,66] Hero[c:0,27] ;b1[r:14,64] Hero[f:92,7] ;{18} ;-18;b1[Qh, 4c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 5s 8c 7h Kh 8h Jh Ks 6c Ts Kc 6h 5d 2h Js Ac 9d 9c As 3d 2s 7c 4s Td 4h 7s Jc 6s Tc 9s 2c Ad 5h 6d 2d Jd 9h 7d 4d 3c 3h Ah 5c 3s 4c 8s Qh];[Qc, Qd, Th, Qs, 5s];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[8c, Tc]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 6h 7c 6c 3c Jh 3h 3s Qh 2d 7h 8s Ts 5d 9s 4d 4c 2c 3d 4h Ad 2s 6s As 5h 9c 5c Ks Jc Kc 6d Ac 8c Tc 9h Kh 7d 9d Td 2h 4s Jd 8h 7s Ah 5s Js];[Qc, Qd, Th, Qs, 6h];null;null;b1[r:12,66] Hero[c:0,27] ;b1[c:14,64] Hero[c:0,17] ;b1(38) ;-18;b1[As, Qh]32900;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 8h Ah 2s 9h Td Kc 2c As 8c Jd 9s 4c 2h 3s 8s 4d Ts 7d 4s 5d Jc 4h 7h 3h 2d 6d 5h 7c 9c 5c 3c Tc Ad 6c 9d 7s Qh Jh Js Ks 6s 5s 3d Ac Kh 6h];[Qc, Qd, Th, Qs, 8h];null;null;b1[c:13,9] ;b1[c:14,64] Hero[r:0,17] b1[c:4,5] ;b1(38) ;-18;b1[Ts, Ah]28801;b2;Hero[8d, Kd]28799;b0
 Kd 8d Qs Th Qd Qc] [ Kh 9c 8c 4h 5h 7h Qh 3h 3c 7s Ts 9h 6h Tc Jd 5s 8s 9s Js Jc 5d 3s 3d 4d Ad Ah Ks 9d 8h Ac 4c 2c 2h 2d 7c 6s 6c 2s Jh Td 4s 6d 5c 7d Kc As];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[7s, As];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 9d 9h Jh 7d Tc 2c 3d 8s 2s 5s Qh Js 8c 7s 5d 6d 8h 4s Jc 7c 4h 6s 3h Ad 6c 9c Td 7h 2h 4c Kh 2d Ac Ts Jd 9s 5h Kc As 5c 4d Ah 6h 3c 3s Ks];[Qc, Qd, Th, Qs, 9d];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[5s, 5h]28796;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Ac Ad 8c Td 5h 4h Kh Ah 4c 7c Js Tc 9h 9d Ts 2h 3d 2c 5s 2d 8h 7s Kc Qh 6c 5c 4s Jd 8s 3s 3h Ks 3c 6s 5d 6d 2s 4d 7d Jh 9c 9s 7h 6h Jc As];[Qc, Qd, Th, Qs, Ac];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[7h, Td]28801;b2;Hero[8d, Kd]17110;b0
 Kd 8d Qs Th Qd Qc] [ 2c Kh 9s 9h 3d 2s 6d As 4s Td Ac Ks 3h 9d 3s 4c Jh 5c 9c Kc Js 5h Ts 6s 5d 4d 7d 2h 7s 6h 8c 3c 4h 6c 7c Tc Jd 8s 5s Qh 7h Ad Jc Ah 2d 8h];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[7d, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Td 6s Kc 6d 8c 4c 4h 5d 3h 4d Ts 7h 3s Ah 3c Ks 5s 6c Jh 9h Ad 9d 3d 2d 7c 7s 9s Qh 7d Tc Kh 8h Js 2h 9c 8s 4s Jc 5c Jd 2c Ac 6h 5h 2s As];[Qc, Qd, Th, Qs, Td];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(15) Hero(1) ;1;b1[Ts, 9h]28801;b2;Hero[8d, Kd]28801;b0
 Kd 8d Qs Th Qd Qc] [ 7h 9c 2c Kc 4d Ks 8s 5h Jc 8h 9d Jh 4c 4h 6s Ts 7s Ad Ac 3s 6d Ah 6c 5s 7c Kh 5c 2s 5d 8c 3h Js 3c 7d Tc 6h 9s 2d As 2h Td 4s 3d 9h Qh Jd];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[6h, Ah];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Jh 2h Js 5s 9h As 6c 4d 5c 3d 8h Ad 9d 2c Ac Jd 7c Ah Ks 3c 7s 6s 5h Qh 6h Jc 9c 5d 3h Tc Kc 4s 4h Kh 6d 8s 7d 7h 2s 8c 3s 9s Td Ts 2d 4c];[Qc, Qd, Th, Qs, Jh];null;null;b1[r:12,66] Hero[c:0,27] ;b1[r:14,64] Hero[f:92,7] ;{18} ;-18;b1[7h, Qh];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 8h Ad 4h Qh 6s 7d 2h 5h 2c 5s 7c Tc 7h Ah Kh 9h Ac Jd 2s 6c 6d Td Jc 8s 9s 4d 5c 4s Ts 2d 9c Jh 3h Js 3s As 7s 5d Kc 3c 9d 4c 8c 3d 6h Ks];[Qc, Qd, Th, Qs, 8h];null;null;b1[c:13,9] ;b1[r:14,64] Hero[c:0,17] ;Hero(20) ;20;b1[As, Kh]17110;b2;Hero[8d, Kd]28799;b0
 Kd 8d Qs Th Qd Qc] [ Ah 4d Td 6c 8s 5h 9d Jc Ad 3d 9h Jh 6d 7c Ac 8c Tc 5d 2d 5c 4h 9c 3c 3h Ks 2h As 4c 6h 2c 9s 7s 5s 8h Jd 2s Ts 6s Kh 7h 7d Js Kc Qh 3s 4s];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[8s, As];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 5c 6d 9c 2s 8h 8c 4c 4s 2c 6s Ad 5h 3d Jh 3s Jd Qh 5d 8s 5s Kc 7s 6c 4d Tc Ks 7d 9s Js 6h Ac 4h Kh Ah 9h Jc Ts Td 7h 9d As 3h 3c 7c 2d 2h];[Qc, Qd, Th, Qs, null];null;null;b1[f:13,9] ;null;Hero{12} ;12;b1[Js, Tc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 6s 4c 4d As 3h Kh Ts 5s Js 7d 2c Ac 5h 9s Ad 4h 4s Jh 2s 3s 6h Kc 6d Ks Ah 9d 7s 9c Jd 7c 8h 8c 5c 3d 9h 2d 8s 7h Tc 3c Td Jc Qh 2h 5d 6c];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[Ah, 7c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Ad 5c 4h Ks 9h 9c 4s 5s Ts 9d 3d As Jd 5h 7c 2h Ac 4d 7d 8c Td Jh 6s 3h Jc Js 6c 8s 9s 2d 4c 8h Qh 3s 2s Kh Tc Ah 3c 5d 6d 6h 7h 2c Kc 7s];[Qc, Qd, Th, Qs, Ad];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[Ts, Js]28801;b2;Hero[8d, Kd]17110;b0
 Kd 8d Qs Th Qd Qc] [ 6s 3s Kh 9c 4c Kc 2c 2s Jd Ks Js 4h 2h 5h Jh 9d As 8h 6c Tc 3h 7s 9s 7d 7h 9h 8c Qh 8s 3d Ad 5c 7c 4s 3c Td Jc 5s Ah 6d Ts 6h 2d 5d Ac 4d];[Qc, Qd, Th, Qs, 6s];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[Kh, Ad]17110;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Ah 6c 8s As Ks Ts Jc Td 4h 8h 2d 6s 8c 3c 2c Ac 9c 5d 3d 3s 7c 9d Jd 9h 5h 7d Qh 6h 5s 2h Jh 7h 7s 4c Js Kc 9s Kh Ad Tc 3h 5c 6d 2s 4d 4s];[Qc, Qd, Th, Qs, Ah];null;null;b1[r:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[r:0,17] b1[c:4,5] ;b1(46) ;-22;b1[8c, Tc]28801;b2;Hero[8d, Kd]17110;b0
 Kd 8d Qs Th Qd Qc] [ 3h 5d 5c 8s 3d 2d Ks Ad Jc Td Ac 4h 2c 9h Ah 4s 7h 2h Tc 8c 3c Kh Jd 6s 5s 2s 9s 6h Kc 4d 4c Ts 3s Js 7d 6d Qh 9c 7c As 6c 9d Jh 7s 8h 5h];[Qc, Qd, Th, Qs, 3h];null;null;b1[r:77,17] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;b1(38) ;-18;b1[Ah, Jc]17109;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Ts 8h 9c 7s 5s 4s 7c Ks 9s 2s Jc 9d 8s 5d 3d Jd Td 4d 5c 4h 8c 2c 6s Kc 3c 4c 7h Ah Qh 6h Jh 6d 3h Ad 9h 7d 2h Ac 3s Kh 2d 5h Js As 6c Tc];[Qc, Qd, Th, Qs, Ts];null;null;b1[c:13,9] ;b1[r:4,5] Hero[c:0,17] ;b1(19) Hero(1) ;1;b1[3s, 3h]28801;b2;Hero[8d, Kd]28801;b0
 Kd 8d Qs Th Qd Qc] [ Td 5c 6h 7c Kc 4s 3s Ts 9d 6d 7d 8c 2d Ah Kh Jc Jh 6s Qh 4h 9s 8s Tc Js 3c 8h 4c Ad 6c 4d 2h 5s 5d Jd As 2c 3h Ac 9h Ks 3d 2s 5h 7h 7s 9c];[Qc, Qd, Th, Qs, Td];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(15) Hero(1) ;1;b1[Ts, 8c]28801;b2;Hero[8d, Kd]28801;b0
 Kd 8d Qs Th Qd Qc] [ Tc Ts Ks 6c 3h 6h 8h 5c 9c 9d Js 9s Jc 9h 2s 3s 4c 7d 2d Kh Ah 8s 3d 5h 5s 6s 4s As 7s 6d Ad 5d Ac 2c 3c 4h Qh 7c Kc Td 7h 4d Jh Jd 8c 2h];[Qc, Qd, Th, Qs, Tc];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(15) Hero(1) ;1;b1[3s, 3h]28801;b2;Hero[8d, Kd]28801;b0
 Kd 8d Qs Th Qd Qc] [ Kh 9h 6s 9s 2d Ts 5h Kc 2c 5c Jh 5s 8c Ad 6c 8h 7h As 7d Qh 3d Jc 4c Tc 3s 5d 9c 3c Js 4s 7c Td Ac 8s 3h 7s 4d 2s Ah 4h 6d Ks 9d 6h 2h Jd];[Qc, Qd, Th, Qs, Kh];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,77] ;Hero(16) ;16;b1[9d, Tc]28801;b2;Hero[8d, Kd]28803;b0
 Kd 8d Qs Th Qd Qc] [ 5c 6s 6h 9s Jh 4h Js Ad 7c 5h 3d 5s Jc Kc As 6c 4s 3s 9h 8s Qh 2s Td 7d Ah 9c 8c Ac 7s 5d Tc 7h 4c 6d 8h Ts Ks Jd 4d 2c 2d 9d Kh 3h 3c 2h];[Qc, Qd, Th, Qs, 5c];null;null;b1[c:13,9] ;b1[c:14,64] Hero[c:0,17] ;b1(30) ;-14;b1[As, Td]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 5c 3d 4c 2c 7d As Tc 9d Ts 6c Td 7h 2h 3h 7s Ad 6h Ah Kh 3s 8s 4d 3c Jh 5h 9c 7c 6s Js Ac 8h 6d Jc Kc 2d 4s Ks 4h 9h 5s 9s 2s Qh 5d 8c Jd];[Qc, Qd, Th, Qs, 5c];null;null;b1[r:77,17] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;Hero(20) ;20;b1[Js, 8c]17089;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 8h 3c 4d 7s 6h Jc 6d Kc Kh Jh 7d 7c 3d Td 5d As 3h Ac 4s 5s 9c Jd 4c Ks 9s 8s 5h 3s 2s 6c Qh 2d 7h Ad 2h 2c 5c 6s 9h Tc Ts 4h Js 9d 8c Ah];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[Ah, Jd];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 4c 3s 3d Ad 6h 6d 9c Jc Jd 9s Qh 7s 2h 2s 7c 4s 4d 7d 5c 8s Js Td 6s Ts 3c 8h Ac As 5d Ah Tc 4h 9h 3h Ks 9d 2d 5h 7h Kc 6c 5s 8c 2c Kh Jh];[Qc, Qd, Th, Qs, 4c];null;null;b1[r:77,17] Hero[r:0,27] b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(46) ;-22;b1[Jd, Ad]17109;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Jc 7c 3h Ah 3s 5s Qh 9h 7s Td 6d 8s 4h Kh 4s 6h 8h 6s 2c Ad Ts Jd 5d 9c 2h 7h As Jh 6c 8c 5c 7d 9d Ac 9s 2s Kc 5h 4c 2d 4d 3d 3c Js Ks Tc];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[8h, Jh];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 9c 3s 3h Jc 3c Ac 8h 2s 5h Js 8s 4s Ad Kc 5d Tc 8c 3d Jd 4h Ts Jh Ah 7s 2d 9h 5c 2h 6h 2c 7c 5s 4d As Ks Kh 9d 6s 7h 6c 6d 7d 4c Td Qh 9s];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[7h, 9h];b2;Hero[8d, Kd];b0
