 Kd 8d Th Qd Qc] [ Kc 4d 7s 7c 6c 4h 3c 3d Qh 5c 9d Js 6d 5d Ad Td 2d 8c 3h Ah 8h 2h Tc Kh Ts 3s 2c 7d 6h 9h Jd 2s Qs Jh 5h 7h 4s Jc 8s As 6s 5s 4c Ac 9c Ks 9s];[Qc, Qd, Th, Kc, 4d];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(18) ;-8;b1[Qs, Jc]17099;b2;Hero[8d, Kd]13012;b0
 Kd 8d Th Qd Qc] [ Qh 5h 8s Ah Td 8c 4s 4c Js 2c Jc Jd 3h 5c Ac 9h 5s 3s 7c 9c Ad Jh 6d 2h Qs 7s Ts 6h 6s As Kh 9s 7h 3d 3c 4d 9d Tc 6c Kc 4h 8h 7d 5d 2d 2s Ks];[Qc, Qd, Th, Qh, null];null;null;b1[r:8,5] Hero[f:92,7] ;null;{4} ;-4;b1[3h, 6c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 2d 3s 3d 7h 4h 9c 2c 9s 8h 7c 9h Jc 9d Ah 4c Jd 3h Js Jh 4d Kh 4s Td Ad 8c 5d 8s Kc Ac 6h Ks Qs 6c Qh 5c 5h 2s 5s Ts As 7s 2h 6d 3c Tc 6s 7d];[Qc, Qd, Th, 2d, 3s];null;null;b1[c:8,5] Hero[c:0,16] ;b1[r:8,78] Hero[f:96,4] ;{4} ;-4;b1[8h, 8c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 8c 5c 4d 9s 5d 3c 6s Jh 5s Kc 7d 4s 6c Qh Td Ts 5h 2c 3d Ac 7c 7h 4h 9d Js As Jd 7s 8h Ks 6d 4c Ah 3s 2h 9h Tc Jc 9c Qs 2d 3h Ad 2s 6h Kh 8s];[Qc, Qd, Th, 8c, 5c];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;Hero(10) ;10;b1[9h, 8c]12857;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ Kc 7h 8c 2c 6c Ts Qs 6s 4s 7d 4h 7s 8s 3d Jd Ks 4d Qh 3s Jc 7c Ah Js Td 9s As 6d Tc 3h 2h Ac 2d 6h Kh 5d 5h 5s Jh 8h 9c 2s 9h 9d 3c 5c 4c Ad];[Qc, Qd, Th, Kc, 7h];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(18) ;-8;b1[Ah, Jc]20490;b2;Hero[8d, Kd]13012;b0
 Kd 8d Th Qd Qc] [ 7d 4s 4h Kc 5d 3h 9h 9s Qh Td 9d 8c Ad 5c Ts 5h 4c Tc Qs 3s 8s 4d Jd 2c 6s 2h Jh Ks 3c Ac 7c 3d Ah 9c Jc Kh 7h 2s 7s 6d 5s 6h As Js 6c 2d 8h];[Qc, Qd, Th, 7d, 4s];null;null;b1[c:8,5] Hero[r:3,88] b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(18) ;-8;b1[6s, 6h]12835;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ Kh 5h 4c 7c 5s Js 4h Ad 8h 6c Ah 7d 6h Jc Tc 3s 5c Ks 4d 9c 7s 8s Kc 3c Jd 9s 9d 2s Td 6s 2c 4s Jh Ac 3h Qs 7h Ts As Qh 2h 8c 2d 3d 6d 9h 5d];[Qc, Qd, Th, Kh, null];null;null;b1[c:8,5] Hero[r:3,88] b1[f:87,9] ;null;Hero{6} ;6;b1[5s, 6d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3d Jd Ac 4c Kh Js 9d 3s 9s 7c 2d 8c 8h 5d 8s Tc 5s Ad 4h 5h 3h 2c 9h 4d 2s 6s Qs 7s 7h 6h Ts Jc 6c 3c 2h Jh Ah As 5c 7d Td Ks 9c 6d 4s Qh Kc];[Qc, Qd, Th, 3d, null];null;null;b1[c:7,80] Hero[r:0,16] b1[f:87,9] ;null;Hero{6} ;6;b1[5h, 6h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Jd 9c 8h 3s Ks 7h Jc 4s 2s As 8s Ac 4d Qh Ah 4c Jh 7s 7d 6h 9h 6s 9d 7c 5s Tc 6c 5h 3h 5c 6d Kc Js 3c Ts Qs 2h 3d 4h Kh Ad 5d 2c Td 8c 9s 2d];[Qc, Qd, Th, Jd, 9c];null;null;b1[c:8,5] Hero[r:0,16] b1[r:7,80] Hero[r:0,16] b1[c:8,5] ;b1[c:2,3] Hero[r:0,87] b1[c:2,3] ;Hero(22) ;22;b1[8h, Jh]20488;b2;Hero[8d, Kd]20489;b0
 Kd 8d Th Qd Qc] [ 9c 4s 6s Tc Ac 2d 7c 3d 5s 9h 4h 8h 9d 7s 8c Kc 4c 3c Jc Ah 8s Qh 2c 3s Ts 2s Jd 3h As 7d 6h 5d Ks Ad 9s 7h 2h Js 4d Qs 5h 6d Td Kh 5c Jh 6c];[Qc, Qd, Th, 9c, 4s];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[r:0,9] b1[r:8,78] Hero[f:96,4] ;{12} ;-12;b1[4c, 9c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ah 7s 4c Js 2c 6s Ac Qs Tc 6h 4h Kc 9c 2d Ad 5c As 9d 5h Td 7d 5s 2s Ks 7h 3s 9h Qh 2h 5d 4s Ts 6d 3c 8c Jc 3h Jh 7c 8s Jd 9s Kh 4d 6c 3d 8h];[Qc, Qd, Th, Ah, 7s];null;null;b1[c:8,5] Hero[r:0,16] b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;Hero(10) ;10;b1[3h, 6h]10591;b2;Hero[8d, Kd]10611;b0
 Kd 8d Th Qd Qc] [ 5h Ks 8s Jh Ah 2h 4h 5s Jd 5d As 6s 3c 9d 3h 7h 8c 2c 2s Tc Kc 2d Ad 4c 9s 9c Js 4d 6c 7d Qs 7s 6d Kh 3d Ac Qh 3s 9h Jc 8h 7c 6h Td 4s 5c Ts];[Qc, Qd, Th, 5h, Ks];null;null;b1[c:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,87] ;Hero(6) ;6;b1[6s, 6c]12837;b2;Hero[8d, Kd]13012;b0
 Kd 8d Th Qd Qc] [ 3d 8h 8s 3c Kc 9h 6d 2d Tc Ac 4h 9d As Ad 5c 5h Ks Jh 5s 4s Ah 3s Js Kh 8c 6s Jc Qs 9s 6c Ts 7c 9c 3h Jd 2c 7s Td 5d 2h 4c 2s 6h 7h 4d Qh 7d];[Qc, Qd, Th, 3d, 8h];null;null;b1[c:8,5] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,87] ;Hero(6) ;6;b1[Ks, 6h]10547;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 7h Td Ad Jc 2d 3h Kc 5c Ts Qh Tc 7d 3s 7s 9h 8s 2h 2c Jd 4c 9s 4d 3c 6d 2s Kh 5s Qs As 4h 3d 7c 9d Ac 9c 8c 5d 6h 6c Ah Js 5h 8h Ks 6s 4s Jh];[Qc, Qd, Th, 7h, Td];null;null;b1[c:8,5] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(5) Hero(1) ;1;b1[5h, Kh]12881;b2;Hero[8d, Kd]12881;b0
 Kd 8d Th Qd Qc] [ 3d 7h Js 9h Jh Ts Jc 3h 4s 3c 7s Ac 4d 8s As Kc 6h 2h 6d 5c Ks 4h 2s Ah 6c 7d 5s 9s 5d 9d 9c 2c 2d 8c 5h Td Kh 8h 6s Jd Ad 3s Tc Qh 7c 4c Qs];[Qc, Qd, Th, 3d, 7h];null;null;b1[r:7,80] Hero[r:0,16] b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(26) ;-12;b1[3h, 7d]12846;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 6d 4h 8s As Jh 9d Kc 7d Js 5d Tc 3h 7h 3s Qh Ad 9h Ks 4c 6h Td Ac 9s 9c 7s 2d 2s Kh 5s 3d 3c 8h Ts Qs 6c 8c Jd 4s 2c 7c Jc 6s 4d 5h 2h Ah 5c];[Qc, Qd, Th, 6d, 4h];null;null;b1[c:8,5] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(10) ;-4;b1[9s, As]10593;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 6s 4h 3d Td Ks Ts 4s 7d 6d 2s 5d 6h Kc Ah Js 3s Ac Kh Jd 8c Tc 9h 7h 8s 4c Qs 9d 7c 6c 5h Qh 2h 3c 2c 2d 3h As 7s Jc 9s 8h 5s Jh 4d 9c 5c Ad];[Qc, Qd, Th, 6s, null];null;null;b1[c:8,5] Hero[r:3,88] b1[r:8,5] Hero[f:92,7] ;null;{8} ;-8;b1[Jh, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4h Kh 6s 9c 4d 6c 7c 5s 8s 2s 4c 9s Jd As Ts 3h 9d Tc 6h Qs 4s Jh 3c 6d 8h Ac 5d Qh 3d Kc 5h Ks 2c 2d 7h 8c Js Ad Jc Ah Td 7s 9h 3s 7d 2h 5c];[Qc, Qd, Th, 4h, Kh];null;null;b1[c:8,5] Hero[c:0,16] ;b1[c:8,78] Hero[r:0,87] b1[c:2,3] ;b1(18) ;-8;b1[5h, 8h]25127;b2;Hero[8d, Kd]13012;b0
 Kd 8d Th Qd Qc] [ 9h 8c 8h 6s Qh 7d 7s Ac Jh 6d 3h 2h 9c Qs 8s As 4h 7c 2c Ah 2s Td Tc 3s Ts 4c Jd 5c 3c 9d 5h 3d 9s Js Kc Ad 5s 7h 4d 5d Kh 2d 4s 6h Jc 6c Ks];[Qc, Qd, Th, 9h, 8c];null;null;b1[c:8,5] Hero[c:0,16] ;b1[c:2,3] Hero[r:0,87] b1[r:94,5] Hero[c:0,9] ;Hero(14) ;14;b1[3s, 7s]10476;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 9s Kc 5s Ah Jh 6c Ad 5c Qh 2d 5d 5h Td 4c 9h Js Kh Jd 9d 8h 6d 3c 2s 9c 6s Qs 8c 4s 3d 7s 2h 3h 7h Tc Ts 7c 4h Ks 8s As Ac 7d Jc 3s 6h 2c 4d];[Qc, Qd, Th, 9s, Kc];null;null;b1[c:8,5] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;Hero(6) ;6;b1[9d, 8c]12870;b2;Hero[8d, Kd]13012;b0
 Kd 8d Th Qd Qc] [ 9c As Tc 2s Js 8h 9s Td Ah 2d 7d Ac Ks 5h 6d 4c 2c Jc 4s Jd Jh 5c 6h 8s Ad 7c Qs 7h 4h 6c 2h 8c 5s Kc 3h Ts 9d 5d 9h 4d 6s 3c 7s 3s 3d Qh Kh];[Qc, Qd, Th, 9c, As];null;null;b1[r:7,80] Hero[c:0,16] ;b1[r:8,78] Hero[f:96,4] ;{8} ;-8;b1[Qs, Jd];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 8c 2h Kc 4c 5s 7c 7s 9d Jh 8h Ac 8s Td 9s Ah 6d 4h 4d 2c 4s Jd Ks Ad 9h Qh 3c 6c Js 2s 7h As 2d 5c 7d 3s 5d Jc 3h 6h 5h Kh Tc Ts 9c 6s 3d Qs];[Qc, Qd, Th, 8c, null];null;null;b1[c:8,5] Hero[r:3,88] b1[f:87,9] ;null;Hero{6} ;6;b1[Ks, 2h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Js 6c Jc 8c 9d 2c 4d 4s 2s 2d 6s 8h 9s 5s 5h Ad 3h Tc 7h 8s 7s Ks 5d 4c Qs 3c Kh Qh 9h Kc 5c 6h 2h 7d Ts 7c Ah 3s 3d 4h Ac Jd 6d Jh Td As 9c];[Qc, Qd, Th, Js, 6c];null;null;b1[c:8,5] Hero[r:3,88] b1[r:7,80] Hero[r:0,16] b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(34) ;-16;b1[9s, 8h]20488;b2;Hero[8d, Kd]10557;b0
 Kd 8d Th Qd Qc] [ 2h 6d 9s 8s 2c Ts 3d 5h 3c Ac 8c 7c Tc Kh 5c Jc Qs 6h 8h 9d 5s Js 4c Ah Qh 4h 3s 2s Jh 3h Ad 6s 7h 9h Kc 7s Jd 9c 6c 7d As Ks 4d Td 4s 5d 2d];[Qc, Qd, Th, 2h, 6d];null;null;b1[c:8,5] Hero[c:0,16] ;b1[r:8,78] Hero[f:96,4] ;{4} ;-4;b1[Ts, Ks];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3d 6c 5c 4c Qs 7s 2s Jc Kh 9c 2c 7d Ad 6h 5h 5s As 3h 6s 3c 9h Kc 8c Td 4h 2h 7h Jh 9d 6d Qh 2d 4d 8s Ks Ah 8h Ts Ac 5d Jd 9s 4s 3s Tc 7c Js];[Qc, Qd, Th, 3d, 6c];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:8,78] Hero[c:0,9] ;b1(18) ;-8;b1[Qh, 9c]17080;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ Jc 9c Tc Qh 2h 3d 5s 8h Ks 8s Jd Ad Ah 6h 9s 4h 3h 3c 4c Ts Kc 6d 5h 5c 3s 5d 8c 7c 7h 6c 9d 4s 2s 6s Td Js Jh Qs 9h 7d Ac 2d 2c 4d As 7s Kh];[Qc, Qd, Th, Jc, 9c];null;null;b1[c:7,80] Hero[r:3,88] b1[r:8,5] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,87] ;Hero(14) ;14;b1[Qh, Ah]17109;b2;Hero[8d, Kd]20489;b0
 Kd 8d Th Qd Qc] [ 2d 6s 5s 9h As Td Qs Jh 2s 8h Ac Tc 2c 5d 4s 5h 7s Ad 3d 5c Kc 4c 3c 9c Ts 8s 6h 7h 6d Ah 6c Js 3h 7d 7c Jc 4h Jd Qh 3s 2h 4d 8c 9s Ks 9d Kh];[Qc, Qd, Th, 2d, null];null;null;b1[c:8,5] Hero[r:3,88] b1[f:87,9] ;null;Hero{6} ;6;b1[7s, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 6d 7h Ks 4c Qh Jh Ah 6h 9h As 6s 3s 8c Jc 8h 9d 7c 2d Kh Ac 9c Kc 4h 9s Ad Tc 3h Td 7s Jd 2s 5c 4d 5h 4s 3c Qs 5d Js 3d 5s 2h 6c 2c 8s 7d Ts];[Qc, Qd, Th, 6d, 7h];null;null;b1[r:7,80] Hero[c:0,16] ;b1[r:8,78] Hero[f:96,4] ;{8} ;-8;b1[9h, 9d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4s 2d 2h Kc Kh 9c Qs 9d 8c Js Jd 6c Td 3h Ah Ad Jh 3s 5h 6s 5s Qh 4d 8s 9s 6d 4h 7s 7d 2c Tc 7h 5c 8h 6h 4c 3c 3d 2s Ts Ks Jc 9h 7c As Ac 5d];[Qc, Qd, Th, 4s, null];null;null;b1[r:7,80] Hero[f:92,7] ;null;{4} ;-4;b1[9d, Td];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 7c 5d 6s 9h 8s 4d Ac Kc 3c 6c 5c Qh Ks As 7h 4h Js 6h 9s Qs 2s Ah Td 8h Ts Jh 2c 9d 3d 7s 3h Tc 7d 4s Ad Jc 4c 8c 6d 5s Jd 2d 9c 5h 2h 3s Kh];[Qc, Qd, Th, 7c, null];null;null;b1[r:8,5] Hero[f:92,7] ;null;{4} ;-4;b1[2s, 4s];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Qh 9c Td 7c 9d 4h 4s 6d 4d 6h 5c 8h 2d Qs 7s 9h Kc Jh 3c Jc Ad 5d 7d 8s As 5s Tc 3h Ks 2c 9s Jd 2s 6c 3s 5h 8c Js 2h 7h Ah Ac 3d Ts 4c Kh 6s];[Qc, Qd, Th, Qh, 9c];null;null;b1[c:8,5] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(10) ;-4;b1[2s, As]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d Th Qd Qc] [ 6s Tc 7d 6d Jh 2h 7c 4h Jc Qs 8h 2c 9d Ad 4c Qh As 6h Js 5h 4d Jd Kh 7h 3c 4s 8s Td 6c Ts 3h 3d Ks 9s 5d 5s Ah 2d 7s 2s Kc 8c 9c 5c 3s 9h Ac];[Qc, Qd, Th, 6s, Tc];null;null;b1[c:8,5] Hero[r:3,88] b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;Hero(10) ;10;b1[5h, 5c]12876;b2;Hero[8d, Kd]12881;b0
 Kd 8d Th Qd Qc] [ 7d Js Jh 3c As 7c Ad Ks 5c Td Ts 5d 4d 3d 5s Qs Jc 4h Kh 2h 6s 9d 9s 6c 9c 2s 8h 3s 4c 5h 6h 8s 3h 9h 7s Kc Jd 8c 2c 7h 2d Tc Ah Qh Ac 6d 4s];[Qc, Qd, Th, 7d, Js];null;null;b1[c:8,5] Hero[c:0,16] ;b1[c:8,78] Hero[c:0,9] ;b1(10) ;-4;b1[3s, As]10602;b2;Hero[8d, Kd]10557;b0
 Kd 8d Th Qd Qc] [ 8s 2s 7c Jc 8h Jh 5d 9h Qh 5h Tc 6s 3h 9d 4d Qs Ks 9c Jd Ah 2h 7s 5s Kh 8c 4c Td Kc 4h 3c 5c 3d Js 3s 9s 6h Ts 2d As 6d Ad 2c Ac 7h 6c 7d 4s];[Qc, Qd, Th, 8s, null];null;null;b1[c:8,5] Hero[r:3,88] b1[f:87,9] ;null;Hero{6} ;6;b1[5d, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3d Qh Qs 6h Ks 3s 4c Ac 9c 6s 3h 7d 2d Tc 5h 4h 4d 6c 5c 7c Js 9s 5d Ah Kc 9h 8h 7h 9d 5s As Ad Td 4s 7s Kh 8s 2s 6d Ts Jd 2c Jc 2h Jh 3c 8c];[Qc, Qd, Th, 3d, Qh];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(18) ;-8;b1[3h, Ah]28794;b2;Hero[8d, Kd]17098;b0
 Kd 8d Th Qd Qc] [ 3h 2s 4c 5h 3d Ks 5d 7d 7s 3s 2d 6d Ad 2h Js 5c 4h 9c 6s Kc Tc Jd 8c Td 8s 6c 7c 9s Ac 2c Kh Ts As Jc 4d 3c Ah Qs 9h Jh 9d 5s 7h 4s 6h 8h Qh];[Qc, Qd, Th, 3h, null];null;null;b1[r:7,80] Hero[f:92,7] ;null;{4} ;-4;b1[8s, 9s];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Js 8s Ts Qs 6h 2h Ks Jh 3h 7c 7s 5h 9s 5d 8h 4s 4c Kh 2s 5c Qh 4d Tc 3s Jc 3d 4h 2d As Ah 7h 8c 6d 6c 6s Jd 9d Ad 5s Kc 9c Td 2c 9h 3c 7d Ac];[Qc, Qd, Th, Js, 8s];null;null;b1[c:8,5] Hero[c:0,16] ;b1[r:2,3] Hero[f:96,4] ;{4} ;-4;b1[8s, 6c];b2;Hero[8d, Kd];b0
