 Kd 8d Th Qd Qc] [ 6c Qs 8s Jc Tc 9d 3s As 4h 3h Td 5d 3d 8h Kh Ah 9s 6d 6h Jd 7c 7s 7h 5s 9c 3c Ks 8c 5c 4d Kc 2s 2d 6s 9h 2c Ac 2h Js Qh Jh 7d Ts 4s Ad 4c 5h];[Qc, Qd, Th, 6c, null];null;null;b1[r:16,57] Hero[r:81,18] b1[f:69,23] ;null;Hero{10} ;10;b1[7d, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5h 9s Ts Jh 5c 5s Tc Jd 3h Kc Ac Qs 3d 2h 6h 8s 6c Jc 2d 4s 9d 2s 2c 9c 6s 7h Ks 3c Qh Ad 7d Js 5d 8c 7s 8h 4h Ah As Kh 3s 4d 7c 9h 6d Td 4c];[Qc, Qd, Th, 5h, null];null;null;b1[c:18,12] Hero[r:0,36] b1[r:69,23] Hero[f:81,18] ;null;{8} ;-8;b1[4d, 6d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Kh Ks 4d 4h 8h Js Ts 8s Qh Tc 2h 6s 3d Qs 3s 5c 7c Ac 6h 2d Ad 7d 5h 5s 9h 9d 3h Kc 5d 4c 3c 9s 4s 6c 9c 7s 8c 2c 6d Td Jh Jd Jc As 2s 7h Ah];[Qc, Qd, Th, Kh, null];null;null;b1[c:18,12] Hero[r:9,72] b1[f:69,23] ;null;Hero{6} ;6;b1[Ad, 5c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 6s Qh 2d 8c Kc 2c 7h 4s Ad 9s 4h Js 2s 9h Ac Ks 6c As Ts 5c 4c 2h 8h 7d 6h Kh 9d 9c 3c 5s 6d Jh 3s Tc Ah 5d 8s Qs 5h Jc 4d 3h 7c 7s 3d Td Jd];[Qc, Qd, Th, 6s, Qh];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;b1(5) Hero(1) ;1;b1[3h, Kh]17098;b2;Hero[8d, Kd]17098;b0
 Kd 8d Th Qd Qc] [ 8c 2s 5h Jh 9d 5d 5c 6h 4c 8h 5s 9h As 8s Ad 9c 3s 3d 2d 4s Jd Qh 3c 6c Js Kh 4h Ks 7s 2c 6s Jc Qs Ac Td Tc 4d 3h 7h 7c Kc 7d Ts 6d 2h 9s Ah];[Qc, Qd, Th, 8c, 2s];null;null;b1[c:18,12] Hero[c:9,72] ;b1[c:6,8] Hero[r:0,69] b1[f:85,14] ;Hero{6} ;6;b1[Kh, 3c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ks 4s Td Jh 4h 9c 4d 9s Ac 5c 3h 7s 2c Ad 2s 3c 6s Qh 5d 9h Kc 6h Js 2h 6c 6d 7h 8h 7d Jd 5h 2d 5s 7c Qs Ah 4c 8s 3s Ts 8c Jc Kh Tc 9d As 3d];[Qc, Qd, Th, Ks, 4s];null;null;b1[c:16,57] Hero[r:9,72] b1[c:18,12] ;b1[c:6,8] Hero[c:0,69] ;b1(9) Hero(1) ;1;b1[9d, Kc]13012;b2;Hero[8d, Kd]13012;b0
 Kd 8d Th Qd Qc] [ 9d 3c Qh 9c 4s 2s 6s 6c 7h 5d 7d 8h 7s 8s 2h Jd Ac Ah Kh 6h Tc 3s 4d Jh Ts Ad As Jc Qs 3h 3d 2c 4h 5h 4c Js 2d 5c 9h 9s Ks Kc 7c 5s 8c 6d Td];[Qc, Qd, Th, 9d, 3c];null;null;b1[r:16,57] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;b1(18) ;-8;b1[Ah, 3c]12805;b2;Hero[8d, Kd]10548;b0
 Kd 8d Th Qd Qc] [ 2s Ac 5s 7s Kh Kc 7c 6s Jc Qs 2c Ah 6h Ad 8s 7d Td 4s As 2d 3d Ks 3h 5d 5h 3c 8c 8h 2h 5c 9s 4h Qh 6c 9d Tc 9c Jd 3s 7h 9h 4c Jh 4d 6d Ts Js];[Qc, Qd, Th, 2s, null];null;null;b1[r:18,12] Hero[r:81,18] b1[f:69,23] ;null;Hero{10} ;10;b1[6h, 7h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3c 2d Js Kc 4h 8h 2c 4d 3h 2h 3s 7d 6h Kh 9c Ks Ac 9s 7s Ah Qs Td Jc 5c 9h 5h Tc As 5s 2s Qh 6d 7c Jh 8c 3d 7h 9d 8s 6s Jd 4c 5d 4s Ts Ad 6c];[Qc, Qd, Th, 3c, null];null;null;b1[c:18,12] Hero[r:0,36] b1[f:18,12] ;null;Hero{6} ;6;b1[9d, Jc];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4s 4h 4c 8s Qs 5c Jh 5s 9c 2s 3s Ts 6s Kc Qh 2c 9s 7c 3d Ac 9d 3h Tc Kh 9h Jd 8c Ks 7s 6h 5d 6d Td 8h 7h 4d Js Ah 2d Jc 2h 7d As 6c 3c Ad 5h];[Qc, Qd, Th, 4s, 4h];null;null;b1[c:18,12] Hero[r:0,36] b1[c:18,12] ;b1[c:6,8] Hero[c:0,23] ;b1(18) ;-8;b1[8h, 8c]12857;b2;Hero[8d, Kd]12815;b0
 Kd 8d Th Qd Qc] [ 5d 2c Kh 8c 7h 5s Ts Ac 9s 7c 3d Jh 9h Ad Td Jd Qs 5c 2h 3c 8s 9c Kc 2d 8h Ks 4c 7s Tc 4h 4s 3h Jc 9d 6s 6d Qh 7d 5h Ah 6c 3s 6h 4d Js As 2s];[Qc, Qd, Th, 5d, 2c];null;null;b1[c:16,57] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;b1(10) ;-4;b1[3s, 3h]12802;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 7c 2h 6c 3s As 3h Ks Kh 4h Qs Ad 5d 2d 7h 6s 3c 3d Js 5c Td Jc Qh Tc 7s 9d Kc 5s Ah 8c Jh Jd Ac 6h 4s 6d Ts 2s 5h 7d 9h 4d 4c 8s 9c 8h 2c 9s];[Qc, Qd, Th, 7c, 2h];null;null;b1[r:16,57] Hero[r:81,18] b1[c:18,12] ;b1[c:6,8] Hero[c:0,23] ;b1(26) ;-12;b1[7h, 6d]12846;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 2d Ad 8c 3s 4d 4c 5h Jc 3c 2h Td 7c 4h As 5d 7d Ks 6s 3d 9h Jd 5c Ah 3h 8h Ts Qh Qs 6d 6h 5s 9s 7s 8s 9c 2c 2s Js Jh 7h 4s 6c Kc Tc Kh 9d Ac];[Qc, Qd, Th, 2d, Ad];null;null;b1[r:16,57] Hero[c:0,36] ;b1[c:6,8] Hero[r:0,69] b1[c:6,8] ;Hero(14) ;14;b1[5c, Ac]13133;b2;Hero[8d, Kd]25825;b0
 Kd 8d Th Qd Qc] [ 9c 5s Kh 7c Ah Jh 6h 4c Qs Ts Js 5c 5d 2h Ac 2s 2d Ks Jc 5h Td Qh 4h Kc 9d 7s 6s 3h 4s As 3d 3s 6d 2c 4d 7h 7d 8s Tc Ad 9s 3c 6c Jd 9h 8h 8c];[Qc, Qd, Th, 9c, 5s];null;null;b1[r:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[r:0,23] b1[f:18,51] ;Hero{10} ;10;b1[3h, Kc];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3c Tc Kh 7d Ts 2d 3s 9d 8h Qs 6s Js 9c 8c Ad 4d Jh 3h 4s Ah 7h 2c Qh 9h 4c 3d 6d Ks 5h 7c Jd 6c Kc 7s 6h As Jc 5d 5s 2h 8s Ac 5c 4h 9s 2s Td];[Qc, Qd, Th, 3c, Tc];null;null;b1[c:18,12] Hero[r:9,72] b1[c:18,12] ;b1[c:6,8] Hero[c:0,23] ;b1(18) ;-8;b1[Ts, 8c]28778;b2;Hero[8d, Kd]12881;b0
 Kd 8d Th Qd Qc] [ 4s Kc 5s Tc 7d 3s 9s 3d 6c 8h 4c Qh 2d 7c 9c 9d 5h Ad 3h 5c As Js 2c Qs 2h 7h 9h Jc Jd 2s Jh 6d Ks 6s 6h 3c 4d 8s Td 8c Ts 5d 4h Kh Ac 7s Ah];[Qc, Qd, Th, 4s, Kc];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,69] ;Hero(6) ;6;b1[6c, Tc]12881;b2;Hero[8d, Kd]13012;b0
 Kd 8d Th Qd Qc] [ 5h Ac Jh 7h 8s Qh Jc 6c 6h 5c Js Ks 8c 6s 4d 3c 9s 2s Tc 4s 3d 2c 8h 9h Ts As 9c 5d Kh 3s Kc 6d 7c 4h 5s 9d 4c 7s 2h Td Qs 2d 3h Ad Jd Ah 7d];[Qc, Qd, Th, 5h, Ac];null;null;b1[c:16,57] Hero[r:0,36] b1[c:18,12] ;b1[c:18,51] Hero[c:0,23] ;b1(18) ;-8;b1[Jh, Ah]13134;b2;Hero[8d, Kd]10611;b0
 Kd 8d Th Qd Qc] [ 9h 5h Tc Qh 2c 9s 6d Td 3c As 7h Jh Ad Ah Kc Ts Js 8h Ac 8c Jc 4d 6c 2s 3s 3d 9c 4h 5c 7c 2d Qs 5d 6s 7d 3h 2h 4c 8s 9d Ks 6h Jd 5s 7s Kh 4s];[Qc, Qd, Th, 9h, 5h];null;null;b1[r:16,57] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;b1(18) ;-8;b1[9s, Ts]12879;b2;Hero[8d, Kd]10548;b0
 Kd 8d Th Qd Qc] [ 4s 4h Ks 6h 9h 5d 9c Td 7h Ad 5h 6c 2c Jh 8s 4d Kh Ts 7d 2d As 7c 3s 7s 5c Tc 2h 3h Kc 6d 8c Jc 9d Ac 4c 3c Jd 9s Qh 6s 2s Js Ah Qs 8h 5s 3d];[Qc, Qd, Th, 4s, 4h];null;null;b1[c:16,57] Hero[c:0,36] ;b1[c:6,8] Hero[r:0,69] b1[r:18,51] Hero[f:88,11] ;{8} ;-8;b1[As, 6c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Tc Jd 6s Jc 2d Ad 5c 5d 3c Ac As 7d 8c 2s Ks 3d Ah 8s 7s 9d 3h Kc 5s Kh Jh 6d 3s 4d Js 5h 9c 2c 7h Qs 9h 6h Td 7c 8h Qh 4h 4s Ts 9s 2h 4c 6c];[Qc, Qd, Th, Tc, Jd];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:18,51] Hero[c:0,23] ;b1(10) ;-4;b1[8c, 9c]20488;b2;Hero[8d, Kd]12881;b0
 Kd 8d Th Qd Qc] [ 7d 9d Td Qh 9c 5c Ac 3s Kc 5d 2h 2s Ad 7s Jc Qs 7c 6d Ah 6s 8h 9s 6h 4c 5h Ts Kh 9h Tc Jh 2c 3h 5s Jd 6c 8s Js 7h 3c 3d 4s 4h As 2d 4d Ks 8c];[Qc, Qd, Th, 7d, 9d];null;null;b1[c:18,12] Hero[r:0,36] b1[c:18,12] ;b1[c:6,8] Hero[c:0,69] ;Hero(10) ;10;b1[9s, Jd]12869;b2;Hero[8d, Kd]25297;b0
 Kd 8d Th Qd Qc] [ Jd Kh 2c Ah 7d Kc 3c 2s Tc 5s 3d Ts 6s 9d Ac Ad 5c 4c 2h Td 5d 8s 7c Js 2d 6h 3s 9c 9s 6d 4s 7s Qh 7h Ks Qs Jc 8h 6c Jh 4h 4d 9h 5h 8c 3h As];[Qc, Qd, Th, Jd, Kh];null;null;b1[c:18,12] Hero[c:9,72] ;b1[c:6,8] Hero[r:0,69] b1[c:6,8] ;b1(18) ;-8;b1[9s, As]20490;b2;Hero[8d, Kd]13013;b0
 Kd 8d Th Qd Qc] [ 4d Ah 6d 8h Jc Ad Td 5d 3c 5c As 7h 8c Kh 4c Ac Qs 4h 6s Jd 9s Js 5s Qh Tc 6c 6h 2c 2h Ts Kc 9c 7s 3h 5h 3s 7d Ks 2s Jh 9d 4s 3d 8s 2d 7c 9h];[Qc, Qd, Th, 4d, Ah];null;null;b1[c:18,12] Hero[r:0,36] b1[r:16,57] Hero[r:0,36] b1[c:18,12] ;b1[c:6,8] Hero[c:0,23] ;b1(34) ;-16;b1[8s, Ad]13133;b2;Hero[8d, Kd]10611;b0
 Kd 8d Th Qd Qc] [ Qh 9s 2s 8s 4c 4h Td Jc Js Ac Qs Kc As Jd 6s Kh Ad 3s 5h Ah 7d 5d Tc 5c 9d 7h 8h 2c 6h Ts 6d 4d 8c Jh 4s 9h 3h 3d 2d 7s Ks 9c 3c 5s 2h 6c 7c];[Qc, Qd, Th, Qh, 9s];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:18,51] Hero[c:0,23] ;b1(10) ;-4;b1[8s, Jc]20488;b2;Hero[8d, Kd]17098;b0
 Kd 8d Th Qd Qc] [ 2d Qh 7c 3h 5c 8s 4s 5d 9d 6d Ac Td Jd 9h Jc 4c Ks 6h Qs Ts 2s Kh As 5h 4d 2h Jh 7h 7s 3d Kc 9c 3s 6c 8h Js 5s 9s Tc Ad 7d 2c 4h 6s Ah 8c 3c];[Qc, Qd, Th, 2d, Qh];null;null;b1[r:16,57] Hero[c:0,36] ;b1[r:18,51] Hero[f:88,11] ;{8} ;-8;b1[5s, Qs];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ As 2d Qh 5d Jh 6c 2h 6h 6d 7s 2c 4c Tc 2s 4d 6s 5s 3c 3d 8s Ks 9d Ah Qs 3s Ad Jd 9h Jc 4s 7c 9c 8c Ac Kc 5h 5c 9s 8h 3h Td 7h Ts 4h Kh 7d Js];[Qc, Qd, Th, As, null];null;null;b1[r:18,12] Hero[f:81,18] ;null;{4} ;-4;b1[3s, 5s];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ts 7h Kh 3s 9c As 8h Ac 2h 4s 4h Qh 5s 5h Tc Td Ad 6c 3h Jh 8s 9d 3c Qs Ah 7d 5c Js 3d Jd Jc 4c Kc 7c 8c Ks 6s 6d 5d 2s 9h 6h 4d 9s 2c 2d 7s];[Qc, Qd, Th, Ts, 7h];null;null;b1[c:18,12] Hero[c:9,72] ;b1[c:6,8] Hero[c:0,23] ;Hero(6) ;6;b1[Js, 7c]12880;b2;Hero[8d, Kd]12881;b0
 Kd 8d Th Qd Qc] [ 4s 2d 5d Jd Qs 9c 6c Ks 3d 3s 7d Jc Kc 8c 9h 4c 7s 4d 4h Kh 7c 8s 6d 3c Td Qh Js 2h 5s Ah As Ts Ac 6h 9s 8h Tc 5h 2c Jh 3h Ad 7h 5c 9d 2s 6s];[Qc, Qd, Th, 4s, null];null;null;b1[c:16,57] Hero[r:0,36] b1[f:18,12] ;null;Hero{6} ;6;b1[7s, Tc];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 2h 6c As Ks 7s Kc 3c 7c Qh Jh Ac 8s 5c 2c 9d Ts 5d 3h Tc 9h Ad 7d 2d 5h Qs 9c Js 6s 7h 4c Kh 5s 3d 8h 4d Jc Td Jd 3s 4s 9s Ah 6d 2s 8c 4h 6h];[Qc, Qd, Th, 2h, null];null;null;b1[r:18,12] Hero[r:9,72] b1[r:69,23] Hero[f:81,18] ;null;{12} ;-12;b1[4d, 5d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 7s Qs 2d Kh 4s As 7h 2c 9s 6d Ac 7c Td 5d 8h 9h 3c Jc 2s Jh 3h 4c 9d 5c 7d Jd 6c 4d 5h 8c 6h Qh Ah Kc 3s Tc Ts 3d 5s 4h 2h 8s Ks Ad 6s Js 9c];[Qc, Qd, Th, 7s, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[4d, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3d Jc Jd 9d 4d Ks 4c 7c 6h 4h Tc 2s 2h Kc 6d 2d Ts 7d 7h 3h 5d Ad Ah 8c 2c 6c 5h Kh 4s 8h Ac 3s 6s 5c Qh As 7s 9c Jh 9h 3c Js Td 9s Qs 8s 5s];[Qc, Qd, Th, 3d, Jc];null;null;b1[r:16,57] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;b1(18) ;-8;b1[Qs, Tc]28801;b2;Hero[8d, Kd]10557;b0
 Kd 8d Th Qd Qc] [ 8s 9c 5c Tc 5d 5s Ad 6d Ks 2c 4s 2s 9s 6c Jc 7c Ac 2d 3d Qs 6s As 4c 8h 9d 4d 8c Kh 7h Ah 9h Qh 4h Js Ts Td 3s 2h 3h Kc 3c 6h 7s Jh Jd 7d 5h];[Qc, Qd, Th, 8s, null];null;null;b1[c:18,12] Hero[r:9,72] b1[f:69,23] ;null;Hero{6} ;6;b1[4s, 5c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ac 6h Qh 6c Ah 5c 4s 7s Qs 7c 2c 8c 3s 6d Ks 3h 2h 7d 9h 3d 8s 3c Jd Tc Td 7h 4d 5d Ad Jc 4c 8h Kc 9d 2s 5h As 4h 2d 5s Ts 9c Js 6s Jh Kh 9s];[Qc, Qd, Th, Ac, 6h];null;null;b1[c:18,12] Hero[r:0,36] b1[c:18,12] ;b1[c:18,51] Hero[r:0,69] b1[c:6,8] ;b1(26) ;-12;b1[8h, Ah]13133;b2;Hero[8d, Kd]10611;b0
 Kd 8d Th Qd Qc] [ 9h 9c 7h 9s 7c 4h Tc 8h 5s 4s 3s Ts As Kc 6s Kh Jd 2h Jh 3h Qs 3d 2c Td 8c Ah Js 2d Ad 3c 6h 7s Qh 4c Jc 6c 4d 9d Ac Ks 7d 8s 5h 5c 6d 5d 2s];[Qc, Qd, Th, 9h, 9c];null;null;b1[r:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[r:0,23] b1[f:85,14] ;Hero{10} ;10;b1[4c, 8c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3c 2h 2c 3d 5d 5c As 9c 8h 3h 9s 7s 6h 4c 3s Ad 6d Ah Jd Kc 2s 8c 2d 6s 4s 6c 7h Ks 8s Jh 7d Qh Qs Ts 7c 9d Ac Tc 5h Js Td Kh 4h 9h Jc 5s 4d];[Qc, Qd, Th, 3c, 2h];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;Hero(6) ;6;b1[9c, Jc]10512;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 9h 5d 2d 4s 2s 4d 5s Kc 5h Tc 6s Ts 4c Ks Ac Js 2c 8h 3h Ad 9s Kh Qh 4h Jd Td 5c Jc 2h 8s 7s 7d As Qs Jh 7c 6h 9d 8c 6c Ah 3c 9c 3d 6d 7h 3s];[Qc, Qd, Th, 9h, 5d];null;null;b1[c:18,12] Hero[r:0,36] b1[c:18,12] ;b1[c:6,8] Hero[c:0,23] ;Hero(10) ;10;b1[7s, 8c]10476;b2;Hero[8d, Kd]10548;b0
 Kd 8d Th Qd Qc] [ Tc 4h 7s Qh 6s Jd 3h Kh 3s 4c 9c Ks 6h Td 5c 3d 2s Jh 7h As 9h 5h 6c 4d 9d Ah Jc 7d 2h 8h 2c 4s Ac Js 5d 6d Ts Kc 5s 8c Ad Qs 7c 2d 9s 3c 8s];[Qc, Qd, Th, Tc, null];null;null;b1[r:18,12] Hero[f:81,18] ;null;{4} ;-4;b1[Jh, 8c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ac Js 4c Td Qh 4d 6d 8h Jh 3c 4h Tc 5s Ad 7s 7c Jc 7d 9c 2h 7h 6s 2d Ts 9s 3s 9d As 9h Ks 2c Jd 2s 5h 5d 6h 8c 3h 3d 4s Qs Ah 5c Kh 8s 6c Kc];[Qc, Qd, Th, Ac, null];null;null;b1[c:18,12] Hero[r:0,36] b1[f:16,57] ;null;Hero{6} ;6;b1[7c, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 8h 6d 3h Td Jc 5c 2d Kc 4d Qh As Ts Js 9h 8c 7d 7c 5d Tc 2h 5h 8s 4c Ac 9d 7h 4h 3d Ah 6c 5s 9c 9s 7s Jd Kh Qs 6h 2c Ad 6s 4s 3s Jh 3c 2s Ks];[Qc, Qd, Th, 8h, null];null;null;b1[c:18,12] Hero[r:9,72] b1[f:18,12] ;null;Hero{6} ;6;b1[Ad, Kc];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ks 6c Tc 5d 2s As 3d 8h Jd Ah 2d Jh 3c 6h Jc 8s 9d 6s 2c 9c Td 9h 4d Js 4c Ad 5c 9s Kc 6d 7d Qh 4h 7c 3h Ac 8c 5h 7h 3s Qs 2h Ts 4s 5s Kh 7s];[Qc, Qd, Th, Ks, null];null;null;b1[c:18,12] Hero[r:9,72] b1[f:69,23] ;null;Hero{6} ;6;b1[7c, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Js 8c Jd 8s 4c 2h Kc 7s 4h 6h 6s 5c Ah 9d 6d Ks 9c 5h 7d Td 9h Qs 2d Ac Jc 7h 5d Tc Jh 3h Ad 6c 7c 4s 2s 3d 3s 5s 9s Ts 4d Qh As 8h 2c 3c Kh];[Qc, Qd, Th, Js, 8c];null;null;b1[c:18,12] Hero[r:0,36] b1[c:16,57] ;b1[c:6,8] Hero[c:0,23] ;b1(18) ;-8;b1[7h, 9h]20488;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 5d 2c 5c 9s Ah 9d 2s 2h 9c 9h 4c Ts 4s 7h 7d 8c 4h 6h Ks Qs 8h Tc 3s 8s Jd Kc 6s Ac 5s 3h 7c As Ad Td 6d Kh Jc Js Jh 3d 6c Qh 4d 3c 7s 5h 2d];[Qc, Qd, Th, 5d, 2c];null;null;b1[r:16,57] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,69] ;b1(18) ;-8;b1[2s, Js]12792;b2;Hero[8d, Kd]10547;b0
