 Kd 8d Qs Th Qd Qc] [ 9c 2s Td 4h Jc 6h 3c Kc Ks 7c Jh 4s Kh 9d 5h As 7h 2c 2h 9h Ad 8s 3s 7s Ah Tc Js 6c 6s Ts 8h 2d 4c Qh 3h Ac 7d 3d 9s 8c 4d 6d Jd 5c 5d 5s];[Qc, Qd, Th, Qs, 9c];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[9s, 9c]28800;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 2s 2d 5c Ah 9c Js 7h Jc 7c 8c 6d Kc Ad 7s Jd Ac Ks Jh 4h 3d Td Qh 8h 2h 4s 6c 5s 9s 4d 3s 7d Kh 6h 5d 3c 5h Tc 6s 9h 3h 9d 4c Ts 2c 8s As];[Qc, Qd, Th, Qs, 2s];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[Tc, Jc]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 7h 6s Ac 2s 3h Qh Tc Ah 4c 2h Kc 6h 9c 5d 4h 3s Ks 2c Ad 9d 6c 6d 9s 7c 3d 7d Jh 4d 8h 9h Js 8c 7s 5s 2d Ts Td Jc 4s As 5h 3c 5c 8s Jd Kh];[Qc, Qd, Th, Qs, 7h];null;null;b1[c:8,5] ;b1[c:8,78] Hero[c:0,9] ;b1(30) ;-14;b1[9s, 9c]28800;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 7h 6c 8h 9s 2d 6h As 8s 9c Jd 7s 5c Qh Jh Ks Ac 3d Kh 9d 7d 9h 4c 2h 8c 2c 5d Ah 5s 4h Kc 4s 2s Jc Ts 7c 3h 4d Js 5h 3s 3c Td 6s Ad 6d Tc];[Qc, Qd, Th, Qs, 7h];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,87] ;b1(30) ;-14;b1[5s, 5d]28796;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 8h 5h 6s 4d 2d 4s 6c Kc Td Js 4c Kh 2h 3s As 7h Ah 9h Ac 4h Jh Ts 3d Tc 5c Ad 2s 9c 6h Jd 2c 8s 7c 5s 3c 7s 9d Ks 9s 7d 3h Jc 8c 5d Qh 6d];[Qc, Qd, Th, Qs, 8h];null;null;b1[c:8,5] ;b1[r:2,3] Hero[c:0,9] ;b1(38) ;-18;b1[Ts, 8h]28801;b2;Hero[8d, Kd]28799;b0
 Kd 8d Qs Th Qd Qc] [ 9h 8s 2d 9c 6h 6s 3d 2c 9s 5c Jd As Ad 4c Jc 6c 3h Kh 7h 4s Ts Tc 3s 5d 8c 7d Ks Jh 6d Js 5s 4d 2h Ah 9d 7s Td 3c Kc Qh 2s 8h 4h Ac 7c 5h];[Qc, Qd, Th, Qs, 9h];null;null;b1[r:8,5] Hero[c:0,16] ;b1[r:8,78] Hero[f:96,4] ;{18} ;-18;b1[Td, Tc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 9d Jc 5h 4h 2s 4d Js Qh 2c 9h Kc 7c 3s Jh 2d Kh 8s 5s 5c 2h 7s 9s 9c 8c 6d 4c 3h Tc Ac Jd As 6s 5d Ah Ts 3c Ad 4s 8h 6c 3d Td 6h Ks 7h 7d];[Qc, Qd, Th, Qs, 9d];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[9d, Jd]28800;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 9d 2h 8s Td Qh 4h 9h 4d Ac 9s Jd 7h 8c 2s 6d 3s 7c Ts 9c Jh 3h 2d 6s 7s 7d Ks 6h 5s Ah Tc 3c Kc 2c As 5c Kh Js 3d Ad 5h 5d 4c 6c Jc 8h 4s];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[As, Jh];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 3d 2s 3h 8h Jd 9h Kc 5d 9c 6s 7d Ts Ks 7c 9d 7h 6h Js 8c 4c 4h Jh 5s 6c Kh As 3s Ah 2h 4s 6d 4d Jc 5c 9s 2c Qh Ad 7s 5h 3c Td 2d Tc Ac 8s];[Qc, Qd, Th, Qs, 3d];null;null;b1[r:8,5] Hero[r:3,88] b1[c:8,5] ;b1[r:8,78] Hero[c:0,9] ;b1(54) ;-26;b1[7d, Td]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 8h Ks 8s As 9s 6d 3d 7c 6h 3h Js 4d 7s Ts 3c 4c 2h 3s 5c Jc 5h 5s 6s 9h 4h Kh 2s Ac Qh 5d Ah 7h 8c Jd 2d Tc 9c 9d Ad 6c Jh 7d 2c Td Kc 4s];[Qc, Qd, Th, Qs, 8h];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:8,78] Hero[r:0,87] b1[r:8,78] Hero[c:0,9] ;b1(54) ;-26;b1[9h, Qh]32897;b2;Hero[8d, Kd]28799;b0
 Kd 8d Qs Th Qd Qc] [ 3c Jc 6c 6d 3s 7h 9c 3d Kc Td As Ac Qh 4d 5d Jd 4h 7c Js 4s 2c 2h Ad 3h 8c 5c Ah 6s 8h Kh Jh 9s 2d Ts 8s 7d 5s 9d 9h 4c 7s 5h Tc Ks 2s 6h];[Qc, Qd, Th, Qs, 3c];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[8s, Ts]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 8s 4c Jh 8h 3s Tc Jd 6d 2d 9d Td 3d 4h 9c 7s 4d 9h Ad As 8c Ks 7h 7d 9s 2h 5c Kc Ac 6s Js 3h Kh 5d Ah 3c 7c 2s Jc 6c 6h 5h 5s 2c Qh 4s Ts];[Qc, Qd, Th, Qs, 8s];null;null;b1[c:8,5] ;b1[c:2,3] Hero[r:0,87] b1[c:2,3] ;b1(38) ;-18;b1[Ts, 4h]28801;b2;Hero[8d, Kd]28799;b0
 Kd 8d Qs Th Qd Qc] [ 6s 2h Ad Ah Ac As 3h Js 6c 8h 3s Qh Kc 4d 9c 4s 7c 5s 9h 7h 5c 8s Jc Jd 5d 3d 2d Kh 4c 2c Ts Tc Jh 6h 3c 9s 2s 9d 4h 5h Td 7d 8c 6d 7s Ks];[Qc, Qd, Th, Qs, null];null;null;b1[f:8,5] ;null;Hero{12} ;12;b1[Td, 9c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 3c 2c Ah 6d 4h 9h 3s 9d 9c Jd Kh Ad Ac 8h 2s Tc 9s Qh 3h 5d As 6h Jh 4d 7d 4s 2h 6s 7c 5s Ks 8s 6c 7h Js Ts Td 8c 4c 5c Jc 2d 7s 3d 5h Kc];[Qc, Qd, Th, Qs, 3c];null;null;b1[r:87,9] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(38) ;-18;b1[As, Jh]17109;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Ad 8s Ts 7d Tc 2s Qh 8h 7s 4d 5h 9s Kh 4h Ah 7h 6s 5c 2h 5s As Jh 3d Js 3h 8c Ac 5d 7c Ks 9d Jc 9h 9c 4c Td 3c 4s 6c 6d 2d Jd 6h 3s Kc 2c];[Qc, Qd, Th, Qs, Ad];null;null;b1[c:8,5] ;b1[r:8,78] Hero[c:0,9] ;b1(38) ;--10;b1[As, Ac]28827;b2;Hero[8d, Kd]17110;b0
 Kd 8d Qs Th Qd Qc] [ 4h 9d 4c 4s 5h 3h Jc Kh Ah 2h 5c 3d 6s Jd 7h 5d 2s Qh Kc Ts 9c 5s 6c 6h 8h 9s 6d 2c As 7d Js Jh 3s 8s Ks Ad 7s Td 9h 3c Tc Ac 2d 4d 7c 8c];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[8c, 9c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 5c 8h 4d 7c Kh Qh 6s 3h 6d 9h Jh 9s 5s 4c 9d 2h 3s 7s Jd 7h 8c 2s 7d 5d 6h 8s Ts 2d Jc 9c 6c Js 3c Kc Ah 5h 2c Ks 4h Ac Td As Ad Tc 3d 4s];[Qc, Qd, Th, Qs, 5c];null;null;b1[c:8,5] ;b1[c:8,78] Hero[c:0,9] ;b1(30) ;-14;b1[Ks, Td]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 6s 7c 7d Kh 6d 5c Ac 3c Ah 9c 3h 3s 2c 8s 2s Ks 5d 6h 2d Qh Td 5s Jc 2h 9h 4d 9d Tc 7h 4c Ts Jh Kc 9s 4h 3d Js Jd 6c As 4s Ad 5h 8h 8c 7s];[Qc, Qd, Th, Qs, 6s];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[Ts, As]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 8h 8c Ah 5s Tc 6h 6d 9h Kh 4c 3h 3d As 6s 2h 7d 7h Ac Jd Qh 5h 4d Jh Jc 2d 9d Td 7s Js Ts 2s Ad 3s 9s 7c 4h 6c 4s 3c 5c 8s 5d Ks Kc 2c 9c];[Qc, Qd, Th, Qs, 8h];null;null;b1[c:8,5] ;b1[c:8,78] Hero[r:0,87] b1[c:2,3] ;b1(38) ;-18;b1[Tc, Kc]28801;b2;Hero[8d, Kd]28799;b0
 Kd 8d Qs Th Qd Qc] [ 2c 5c Ac 8s 7s 8h Ad 4h 7d 7h 5d 4c Jh Kc 3s 2h 9s 3d 3h 8c 6d Tc Ks Js 6s 9h 2s Jd Jc Td 5s 7c 5h 6h 9d 9c 6c Ts 3c Kh 4s 2d As Ah Qh 4d];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[8c, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 8s Qh 5h Kh 2h 7d 2c 5s 9s Ac 5c 9h 7s 6h Ah 2d 4s Ks 4d As Tc 7h Jd 5d 6s 4c Js 3d 9c Ad 2s 6d Td Jh 8h 6c 9d Ts Kc 4h 7c 3c 3s Jc 8c 3h];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[As, Jh];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 6d 5h Ks 7h 2h 9d 6c 9s 4d 5d As 9c 4s 7d 9h 2d 8s Jd Jh Ah Qh Js 2s 3s 6s 5s Ac 4h 8c 5c Kh 6h Td 3h Kc 7s Tc 7c 3c Jc 2c 4c Ad 3d 8h Ts];[Qc, Qd, Th, Qs, 6d];null;null;b1[c:8,5] ;b1[r:8,78] Hero[f:96,4] ;{14} ;-14;b1[Ts, 9c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ As 4c Js Jh 9d Ac 7s 5d 8s 9c 6s 4d 7c Ks 7h Jc 4h 3h 2h Ts 3c Qh 7d Tc 2s Ah 3d Jd 5h Ad 6h 5s 3s Kh 6c 4s 5c 9s 8c Td 2c 2d 9h 6d 8h Kc];[Qc, Qd, Th, Qs, As];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[6s, 6d]28797;b2;Hero[8d, Kd]17110;b0
 Kd 8d Qs Th Qd Qc] [ 9s 8h Tc 3s 6h 5h Kh 4c Jc 6c As 9h Ad Td 3h 2d 8s 4d Qh 3c 5s Ts 3d 9c Kc 9d 7d 5c 7c 6s Js Jh 5d 8c Ac 7s 7h Ks 6d Jd 2c 4s 2s 4h Ah 2h];[Qc, Qd, Th, Qs, 9s];null;null;b1[c:8,5] ;b1[r:8,78] Hero[f:96,4] ;{14} ;-14;b1[Ts, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 4s Td 6s Kc 7h 2c 3h 3d 5c Js Ks 2h 9h 5s 7s Jd 4h 3s 9d As 5h Kh 5d Jh 7c 8s 4d Qh 3c 4c 8h 6d 8c Ts Jc 2d 6h 9s Tc 7d 2s Ah 6c Ac Ad 9c];[Qc, Qd, Th, Qs, 4s];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[Kh, Ac]17110;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 3d Jc 6h Tc Jd 7s Ks 2h 6c 2s 8h 2c Ad 4d 3s 9s 3h 4c Jh 8c Ac 7h 9c Kh Td 2d 9h 7c 6s 5c 9d Qh 7d 4h Js As 5s Ts Kc 4s 5d 6d Ah 8s 3c 5h];[Qc, Qd, Th, Qs, 3d];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:8,78] Hero[c:0,9] ;b1(38) ;-18;b1[Qh, 9d]32897;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 9d 4h Ac 2h 5d Jh 8c Js 6c 4c Ah 5c 9c Ts 3c 7h 2s 2d 8s 9h 3d Td 6s 8h Jd 5s 3s Jc Tc 6h 6d Qh 2c Kc 7s 7d Kh 4d 4s 3h As 5h Ad 7c 9s Ks];[Qc, Qd, Th, Qs, 9d];null;null;b1[r:7,80] Hero[r:0,16] b1[c:8,5] ;b1[c:8,78] Hero[c:0,9] ;b1(46) ;-22;b1[Qh, Jc]32898;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Jd 2d Jc Js 8c 4h 6h 6d Kc 7s 9d Qh 7c 9c 7d Tc 9h Ac Ts 3c Ah 8s 6s 2c As 2s 3h Td Jh 5c 8h Kh 7h 3d 3s Ad 9s 4s 4d 5d Ks 5s 2h 6c 4c 5h];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[6h, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Ts 9h 7s 9c 2d 9d 3h 8h Td 9s 3s Qh Ad 7h As 5h Ac 6c Jd Ah Ks Tc 7c 4s 2c Jc 8s 7d 5d Jh 2h Kc 3c 2s 8c Js 4c Kh 4h 6d 6h 5s 3d 5c 6s 4d];[Qc, Qd, Th, Qs, Ts];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(15) Hero(1) ;1;b1[Ts, 9c]28801;b2;Hero[8d, Kd]28801;b0
 Kd 8d Qs Th Qd Qc] [ 9s 7s 6h 4s Tc 3d 8c 3c Qh 6c 3h Jh 3s Ad 6s Td Ks 8h Jd 4d 8s Js 5c Jc Ah 5d 4h 2c 7c 2h Ac 7h 4c As 5h 7d Kc Kh Ts 2s 5s 9h 2d 9c 6d 9d];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[Js, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Td Ts 3d Jh 5h Tc 5d 2s 8s 2c Kc 3s 9s 7c 4s 9h 8h 5s Jd 4h Jc 6s Ac 3c 5c 7h Ah Kh 6h 6c Ad 2h 7s 3h 6d 9d 4d 4c Ks Js Qh As 7d 2d 8c 9c];[Qc, Qd, Th, Qs, null];null;null;b1[f:7,80] ;null;Hero{12} ;12;b1[9s, Jh];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 9h 7s 4d 6d 7d 6c Kc Js 9c Jd 6s 3s As 5d Ac 4h Jh 2h 7h Ks Td 2s 3c 9d 2d 3d Jc 2c 8c 5h Tc Ad Kh 5s 3h 4c Ah 8s Ts 7c 9s 4s Qh 6h 8h 5c];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[6d, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 7h 4c Kh 7s 9h 8h 7c Qh 9s Ac 2s Ah 7d 9d As 4d 5c Js 3c 8s 6c Kc 3h 3s Ks Ts 5s 6h 2c 6d Tc Td 5h 6s 5d Jc 2h 9c 2d Ad 8c 4h 3d 4s Jd Jh];[Qc, Qd, Th, Qs, 7h];null;null;b1[c:8,5] ;b1[r:8,78] Hero[f:96,4] ;{14} ;-14;b1[Ts, 8h];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 7h 5h 7d Tc 6s Kc Qh Jh 3d 3c 9s As Jd Ah 2s 7c Kh 8s 4d Ad 9c 2c Ks 6d 8h 5d Ac Jc 5c 2h 2d 3h Td 6h 9d 8c Ts 7s 4c 5s 3s 4s 9h 4h 6c Js];[Qc, Qd, Th, Qs, 7h];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[Kc, Ac]17110;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 9s Jh Js 2s 3s 7s Kc 6s 6c Jc 8c Kh 4h 4c 5s 8h 7c 2d 3h 5h 5d 6d 8s 5c 9d 4s 4d 7h 9c Td Jd 3d 6h Ac 3c 2h Qh Ts 9h As Ah Ad 2c 7d Tc Ks];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[As, Jc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 2c 8h 6h Ks 3s 7d Ah Kh 9s 7s 3h 3d 4c Ad Jh Jc 4s 2h 8s Qh 8c 6s 9h 7h 4h As 9c 9d Td 5c 6d Ts 4d Ac Kc 2d 5s 5h 7c 6c Js 5d Jd 3c Tc 2s];[Qc, Qd, Th, Qs, 2c];null;null;b1[r:87,9] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(19) Hero(1) ;1;b1[9s, Kc]17098;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Td 3h 3d Kc 7s 9c Kh 4s 5h 2h 6d 4c Tc 2d Ah 3s Qh 7d Jc 6h As 4h Ks 7c 5s 9d 8s 5d 8h 3c Ac Jh 2s 8c 7h 6s Ad 9h 4d Jd Js 9s 5c Ts 6c 2c];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[8c, 9c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Ts Ad Jc 7h Ah 6d As 2h 8c Tc Qh Jh 6h Td 8h 7s 6s 4h 4c 9s 5d 8s Ac 4s 5c Kc 9c 3d 9h Ks Jd 2s 2c 5h Js 3h 5s 4d 3s Kh 3c 6c 7c 7d 9d 2d];[Qc, Qd, Th, Qs, Ts];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[Td, Tc]32874;b2;Hero[8d, Kd]28801;b0
 Kd 8d Qs Th Qd Qc] [ 6c 2h 4c 5c 3s Jh Ad Jc As 6s Td 2c Js 9s 6h 3h 6d 7h 5d 3d Ts Ks 8c 9c 9d Qh 4h 2d 7d Ac Kc 5s Kh 7s 4d Jd Tc 5h 9h 8s 7c 8h Ah 2s 3c 4s];[Qc, Qd, Th, Qs, 6c];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[3s, 3d]28794;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Js Tc 9d 3d Ts 8s 2c 5h Jh 5d Td 6h 8c Ah Jc 3c 6d 2d 4c 6c Jd 9h 5c Qh 9c 8h Ac 2h Kh 6s 7c Ks 4s 3h Ad 9s 5s 4d 4h 7s 7d As 2s Kc 3s 7h];[Qc, Qd, Th, Qs, null];null;null;b1[f:8,5] ;null;Hero{12} ;12;b1[Tc, Jc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 2s 5s Kc 9h 4d 8s 3c 6h Qh 5c 2h 8h 4h Jd 7c As Ks 2d 9s 6d 6s 3d 6c 9c Ad 3h 7s Td Tc 7d 9d 2c 5h 5d Ac Ah Kh 4c Jh 3s 4s Jc 7h 8c Js Ts];[Qc, Qd, Th, Qs, 2s];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[5s, 5c]28796;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Qh 2d 4c 7h 6c Ks 7d 5c Tc 3h 7s Jd 5d 3s 9d Ah 4s Ac 9c 6d 4d 2h 2s As Jc 5s 4h 7c 3c 2c Kc Ad Ts 5h 9s 8h 3d 8c 9h Kh 8s Js Td 6s 6h Jh];[Qc, Qd, Th, Qs, null];null;null;b1[f:8,5] ;null;Hero{12} ;12;b1[As, Td];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 4h 5d 2d 3h Ts 5h Ac Jh As Kc 5c 9c 8c 6h 9d Tc 2s Ks Ad 7s Qh 8s 7d 4d Js 3d Jd 3s 2h 9s 6s Td Jc 5s 4c Ah Kh 6c 2c 6d 8h 9h 7h 3c 4s 7c];[Qc, Qd, Th, Qs, 4h];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[7s, Ts]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Jh Ks Kc 4c 6c Tc 8s Ac 5c 9c Ah 9d 6s 2c 2d Td Jc 4d 9h 2s 4h Kh 4s 6d 3s Js 7h 7s Ad 3c Qh 6h 5d 7d As Ts Jd 3d 9s 8c 2h 8h 5h 5s 7c 3h];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[As, Jh];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 4c 9d 8s 6d 8h Ah 5d 5s Ts 2s Tc Jd Td 5c Ac 4s Jc 4d 7d 3d 2d Kc Qh 4h 3h 7c 9c Js 7s 9h Kh Ad 2c 6s Jh 3c Ks 7h 6h 3s 9s 2h 5h 6c As 8c];[Qc, Qd, Th, Qs, 4c];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[Ts, 7d]28801;b2;Hero[8d, Kd]17098;b0
