 Kd 8d Qs Th Qd Qc] [ 9s Jh 6d 6h Kh Jc 9d Ah 3h Qh 7h 5d 5s 6s 8c 2d Td 5h 4h 4s Js 5c 7d Ts 8s Ac 7c Kc 3s 8h 2h 9c Jd 2c 4d 3d 3c 7s As Ks 4c Ad 9h Tc 6c 2s];[Qc, Qd, Th, Qs, 9s];null;null;null;b1[c:18,51] Hero[r:0,23] b1[c:6,8] ;b1(22) ;-10;b1[Js, Tc]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 6h 4s 6s Js 5c 9s 8c 5d 5s 7h 8h 3d 2h 3s 6c 2s Jc 7s 5h Jd 4d Ts 4h Ac Ad 9c Ah 9d Kc 4c 8s As 2c 3c 7c Kh 6d Qh Td Ks 9h 7d 3h Tc 2d Jh];[Qc, Qd, Th, Qs, 6h];null;null;null;b1[c:6,8] Hero[c:0,23] ;b1(14) ;-6;b1[9d, Tc]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 4d 6s 4h Ad 7h 9h 8c 2h 9c Qh 8s 9s Jc 6c Kc 5d 2s 3h Ts 6h 7s 9d 7c 5s Ks 8h Ah As Kh 6d 2d 5c 4c 3s 2c 5h 7d Tc Td Ac 4s 3c Jh 3d Jd Js];[Qc, Qd, Th, Qs, 4d];null;null;null;b1[c:6,8] Hero[r:0,23] b1[c:6,8] ;b1(22) ;-10;b1[5s, Ad]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 8h 7h 3h 8s Jh Kh 2d 5s 3c 2s 3d Kc 2c As 5d 4c 6c Jc Td Ac 8c 7d 9h 5c Tc 2h 7s Ks Ts Js 9c 7c Qh Ad 4d 3s 9s 9d 4s 6s 6h Jd Ah 5h 6d 4h];[Qc, Qd, Th, Qs, 8h];null;null;null;b1[c:6,8] Hero[c:0,69] ;Hero(8) ;8;b1[9h, Jh]20488;b2;Hero[8d, Kd]28799;b0
 Kd 8d Qs Th Qd Qc] [ 9s Tc Ah 6c 4c 4d 3h 6h Jc 8c Ks 7d 2h Kh Jh 7c Ad Ts 2d 8h Ac 6d 5h 9c 4s 5c Js 2s 9d 4h 3c 3d 7h Jd 6s 9h 7s 3s 5d As Td 8s 5s Kc 2c Qh];[Qc, Qd, Th, Qs, 9s];null;null;null;b1[c:18,51] Hero[c:0,23] ;b1(14) ;-6;b1[Qh, 7d]32897;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 3c Kc 6c 6d 9s Jh 2s 4s Js Jd 9c Jc 3d 4h 4d 8s Ad Td Qh 6s 9h 3h 5h 7d 2c As 8c 2h 5c 4c 9d 2d 7h 5d Ts 6h 7s Ac Kh 8h Ah 3s Tc 5s 7c Ks];[Qc, Qd, Th, Qs, 3c];null;null;null;b1[c:6,8] Hero[c:0,23] ;Hero(8) ;8;b1[Js, 9d]17089;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 5h 2c 2h Jc 8h 4s Qh 3h 6d 3d 3s 7s Ad 8c Ts Js 4c Tc Ks 6h 9d 7d Ah Kc 9h 4h 2s Ac 6c 9s Jd 5d 6s 5c 2d 9c 7c 8s 3c Kh As Td 7h Jh 5s 4d];[Qc, Qd, Th, Qs, 5h];null;null;null;b1[r:18,51] Hero[f:88,11] ;{6} ;-6;b1[As, Ah];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Ad Jc 3h 9c 7s 7h 6s 8h 5d Js 5h 5s 6h Ah 4d 3d As 6c 9h Ks 2s 4h 6d Kc 9d 2d 4s Jd 2c Kh Tc 8s 3c Ts Td 5c Qh 8c 7c 2h 3s 9s Ac Jh 4c 7d];[Qc, Qd, Th, Qs, Ad];null;null;null;b1[r:18,51] Hero[f:88,11] ;{6} ;-6;b1[Ts, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Jc 5c Kh As 9s 3h 9c 4c Ac 6s Qh 3c 2s 5d 5s 6h 2c 3s Kc 5h Ah 4s Td 8s 8h 4d 9h 6d 7s 3d Jd 7d Tc 2d Ad 9d 4h Ts Ks 8c 7c 6c 7h Js 2h Jh];[Qc, Qd, Th, Qs, Jc];null;null;null;b1[c:6,8] Hero[c:0,23] ;b1(14) ;-6;b1[Js, Kh]28802;b2;Hero[8d, Kd]17099;b0
 Kd 8d Qs Th Qd Qc] [ 6h 9h 3d Ac 2c 9c 4d 2s Ks Jd 6s 3c Js 8h Ad Qh 7c 6c Ts 5s 8c 7h 4s Ah 5d 6d Kh 4c 7s Jc 5h 7d 3h Kc 4h Td As 2h Jh 8s 9d 9s Tc 3s 5c 2d];[Qc, Qd, Th, Qs, 6h];null;null;null;b1[c:18,51] Hero[c:0,23] ;b1(14) ;-6;b1[Ks, Jh]17099;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 6c 9h 5s 3h Td 4d Jc 2s Ah 6h 4c 8c 9c 6s 8s 9s 2h Kc Tc 8h 9d 3c 7s 6d Jh 7c 3d 7d Kh As Js Ks 4s 2d 7h Jd Qh 5c Ad 5d 5h Ac 3s Ts 2c 4h];[Qc, Qd, Th, Qs, 6c];null;null;null;b1[c:6,8] Hero[r:0,23] b1[f:85,14] ;Hero{8} ;8;b1[Ad, 6c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 7s Js 3h 4s 5d Td 5s 7h Jh 4d 4h 6h 8h 3s Jd 5h 6d 5c 9d Ad Qh Ah 6c 7c 3c Ks 2d 3d 9c As 2s Kc Tc 4c 9h Jc 9s Kh 6s Ac 8s 8c 2c 2h Ts 7d];[Qc, Qd, Th, Qs, 7s];null;null;null;b1[c:6,8] Hero[r:0,69] b1[r:85,14] Hero[f:88,11] ;{10} ;-10;b1[Jh, 9d];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 9h 7s Ts 3s 2c 4h Kh As Jh 6d 3h Td 6c 8s 9d Js Ks Kc Ah Jd 4d Tc 7c 5c 2s Qh Jc 7d 9s 5h 2h 3d 4c 2d Ad 4s 5d 5s 3c 8h Ac 7h 6h 8c 9c 6s];[Qc, Qd, Th, Qs, 9h];null;null;null;b1[c:6,8] Hero[r:0,23] b1[r:18,51] Hero[f:88,11] ;{10} ;--10;b1[As, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 4c Js 5s 7c Ts 2s 7d Tc 4s Kh 9c 3d 9s Ac 6c 3c As 3h 6h Jc Jh Qh 8h 2c Ks 9h Kc 9d 3s 2d 6d Td 5h 8s 4h 7s 4d Ah Ad 8c 7h 5c 6s Jd 5d 2h];[Qc, Qd, Th, Qs, 4c];null;null;null;b1[c:6,8] Hero[c:0,23] ;Hero(8) ;8;b1[8s, 9s]17080;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 5h Jc 5c Ad 7s Kh Ah Kc Js 7h 7d Td Ks 2s Ac 2h 6c 9h 9s 9d 5s 3s 7c 6d 2d 3h 4d As 8h 9c Tc 5d Ts 8c 6h 4s 8s 3c 2c Jd Qh 6s 4h 4c 3d Jh];[Qc, Qd, Th, Qs, 5h];null;null;null;b1[r:18,51] Hero[f:88,11] ;{6} ;-6;b1[Js, Td];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 3h Ks 7d Ah 3c 2c 5h Jd 6d 6c 9h 7h 5d Tc 6h 8s Js Td Kc 2d 7c 7s 9s 3s 4s Jh 4h Kh 3d 9d 4d Ad Ac 6s 9c 5c 2s 2h Ts 8h Jc 4c 8c 5s Qh As];[Qc, Qd, Th, Qs, 3h];null;null;null;b1[c:6,8] Hero[r:0,23] b1[c:6,8] ;b1(22) ;-10;b1[8c, Ac]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 4d Qh As 5c 6s Ks 9c 2d 3c Jc 7c 3d Ac 7h 6d Js 8c 5s 7s 4h Ah 4s Ts 2c 5d Td 9h 2s 9s 4c Jh 5h 3s 6h 8h 6c Kh 3h Ad 9d 8s 2h Jd 7d Kc Tc];[Qc, Qd, Th, Qs, 4d];null;null;null;b1[c:6,8] Hero[c:0,23] ;Hero(8) ;8;b1[9s, Jd]17089;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 4d Ks Jc Td 7h 3s 6c Ac Kc 2c Jd 4h 8c 7s 3c 8h Ah 7d 9c As 3d 7c 2d Kh 5d 6d 5s Ad 4c Qh Tc 2s Ts 9d Jh 9h 5c 3h Js 6h 6s 5h 2h 8s 9s 4s];[Qc, Qd, Th, Qs, 4d];null;null;null;b1[r:18,51] Hero[r:88,11] b1[c:6,8] ;b1(30) ;-14;b1[7s, Ad]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Ks Td 7c 8h Kc 9s Jc 6s Jd Qh 4c 7h 4s 4d 9h 3d 7s Ts 3h 6c 5c 8c 5s 3c Ac 2d Ad 8s 9c As 2c 3s 5d Jh 7d 5h Tc Ah 2h 6h 4h 2s 9d Kh Js 6d];[Qc, Qd, Th, Qs, Ks];null;null;null;b1[c:6,8] Hero[c:0,69] ;Hero(8) ;8;b1[7h, Ah]17110;b2;Hero[8d, Kd]28803;b0
 Kd 8d Qs Th Qd Qc] [ Ac Td 6d 5h Qh 3c 2h Jc Kh 9s Ah 6s 9d 3s Ad 2s 7s 4d Ks 5d 5c 7c 6h 8s 3h 2d 5s 7d 3d Tc 9h 7h Ts 2c As 4h 9c Jh Jd 4c 8h Js 8c 4s Kc 6c];[Qc, Qd, Th, Qs, Ac];null;null;null;b1[c:6,8] Hero[c:0,23] ;b1(14) ;-6;b1[8h, Ah]28804;b2;Hero[8d, Kd]17110;b0
 Kd 8d Qs Th Qd Qc] [ 5h 2c 9d 2s 7s 5d Kh Ts 6d 4h 9c 6s 4d 5s 3s Jc 8s Td 2h 3h As 8h 4s Qh 6c 3c Ac Ad 7d 3d 7c Ah 7h Ks 9h 8c Jd 9s Js 2d Jh 4c Tc 5c 6h Kc];[Qc, Qd, Th, Qs, 5h];null;null;null;b1[c:18,51] Hero[c:0,23] ;b1(14) ;-6;b1[Qh, 8c]32897;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Kh 6s 5h 3s 7h Jd 7c Ac 6h Jh 4c Js Tc 4s 7d 2c 9d 3c Qh 2d 5s 6c 5c 5d Ks 4d As 8s 4h Kc 2h Td Ad Jc Ah 9h 3d 9c 9s Ts 8h 2s 3h 8c 7s 6d];[Qc, Qd, Th, Qs, Kh];null;null;null;b1[c:6,8] Hero[r:0,69] b1[c:6,8] ;Hero(12) ;12;b1[9s, Jc]20489;b2;Hero[8d, Kd]28803;b0
 Kd 8d Qs Th Qd Qc] [ 8s Qh 2h 3c Ac 4h 3s Kc 7h Jh 6d Jc 6s 2s 3d 9h 2c 9s 8h 4d As 3h 7c Ks 2d Kh 8c 5s Ah Js 5h Ad 7s Tc 4c 7d Td 5c 6c Ts Jd 5d 4s 9c 9d 6h];[Qc, Qd, Th, Qs, 8s];null;null;null;b1[c:18,51] Hero[r:0,69] b1[c:6,8] ;b1(22) ;-10;b1[Ah, Td]28801;b2;Hero[8d, Kd]28799;b0
 Kd 8d Qs Th Qd Qc] [ 4h 5s 6d Jh 3c Js 6s Kh 5d 3s 9h 5c Ts Kc Qh 5h Jd 7h 2d 9d 8c 4s Ah 3d 9s 6c Ac Tc As 7s 7c 6h 8h 3h 2c 7d 2h 8s 4c Td 4d 2s Ks Jc 9c Ad];[Qc, Qd, Th, Qs, 4h];null;null;null;b1[c:6,8] Hero[c:0,23] ;b1(14) ;-6;b1[As, 9c]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 7h 8h 6c Ad Ac 6s 7c 2c 8s Td Jd Kc Js Kh 2s 9d 3d 5d 5c 3s Tc Ts 4s 9h 4d As 4h 3c Jc Ks 2d 6d 9s 7s 5h 9c Qh 5s 7d 8c 3h Ah 6h 2h 4c Jh];[Qc, Qd, Th, Qs, 7h];null;null;null;b1[c:6,8] Hero[r:0,23] b1[c:6,8] ;b1(22) ;-10;b1[Js, Ad]17109;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Td 9s 3h Jc 4d Ad 6s Ks 5d 2s As 9h Tc 7d Kh 3c 2c 9d Js 9c 6h 3d 7c 5s 3s 6c 5c 4c 8s Ts 8h 2h 5h 2d Kc Jd 4s 8c 4h Qh Ac Ah 7h Jh 7s 6d];[Qc, Qd, Th, Qs, Td];null;null;null;b1[c:6,8] Hero[c:0,23] ;b1(7) Hero(1) ;1;b1[Ks, Jc]28801;b2;Hero[8d, Kd]28801;b0
 Kd 8d Qs Th Qd Qc] [ Td Kc 3s Ks Js 7d 8s 4d 4h Ah 7c 5d 6s 2c 8h 6c Jc 5s 3c 5h 3d 7h 3h 9s 2h 7s 2d As Jd 4s Ts Qh 9c 9h 5c Ad 2s Tc 6h Jh Ac 6d 9d 4c Kh 8c];[Qc, Qd, Th, Qs, Td];null;null;null;b1[c:6,8] Hero[r:0,23] b1[c:6,8] ;b1(11) Hero(1) ;1;b1[8h, 9d]28801;b2;Hero[8d, Kd]28801;b0
 Kd 8d Qs Th Qd Qc] [ 9h Ts Kc 3s As 2d 4s 4d 6h 3c 9c 4h 8s 2c 8c Tc 3d Ad 7d 3h 7h 4c 5c Td 7s 2s 2h 6c Jh 5h 7c Js Jc 6s Kh Ks 9d 6d 5s Ac Jd 8h 9s Ah Qh 5d];[Qc, Qd, Th, Qs, 9h];null;null;null;b1[c:6,8] Hero[r:0,23] b1[c:6,8] ;b1(22) ;-10;b1[5s, 5c]28796;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Jh Ac 9d 7h Tc 6h 9c 6s 9h Qh Ks 5d 2s 6c 4s 8s 3h Jd 3s Ts Kc 4h 2c 2d 8h 4d 7d 7s 7c 5h 6d 5s 8c Kh 4c Js 9s As Ad 5c Jc Td 3d Ah 3c 2h];[Qc, Qd, Th, Qs, Jh];null;null;null;b1[r:18,51] Hero[f:88,11] ;{6} ;-6;b1[Js, Ks];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 2c 8s 5s 9c Qh 5d 4h 4c Ks 5h 9s 9h 2h Ad As 8c 4s 4d Ah 2d Jc 6h 6c Td 9d 3h 7h 8h Kc 3d 6d 7s Js Kh Tc 7c 7d 2s Ac Jh 5c Jd 3c Ts 3s 6s];[Qc, Qd, Th, Qs, 2c];null;null;null;b1[c:6,8] Hero[r:0,23] b1[c:6,8] ;b1(22) ;-10;b1[Ah, 8c]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 7d 2c Js 2h 9d Ah 8c 4d 2s 3s 5c 5h 9h 3d 8h Jd Tc Ac As 6c 4h Ts Jh Jc 6s 7s 5d 6h 4s Td 8s 3h Qh 5s Kh 7c 4c 6d Ks 7h 9s 2d Ad 9c 3c Kc];[Qc, Qd, Th, Qs, 7d];null;null;null;b1[c:6,8] Hero[c:0,23] ;Hero(8) ;8;b1[Jh, 9c]17089;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 3c 3d 9d Js 9c Jc 5d 8h 8c 7s Tc 6d 5s Ah 2s 4c Ts Ad 5h Td 4h 5c 7h 7c Jh 2d 3s Kc 3h 2h 9s Jd 2c Ks As 9h 8s Ac 6s 6c Qh 6h 4s Kh 7d 4d];[Qc, Qd, Th, Qs, 3c];null;null;null;b1[r:18,51] Hero[f:88,11] ;{6} ;-6;b1[Qh, Kc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Kc 8h Ah 5h Ad 7c 5d 2s 9h 6s Jc Tc Jh 3h 8c 9d 4c 9s 6h 2h 5s 3d 7s Jd 2c 2d As 9c 6c 4d Ac Qh 7d 8s 6d Td Ts Ks 4s 3c 3s Js 7h 5c Kh 4h];[Qc, Qd, Th, Qs, Kc];null;null;null;b1[c:6,8] Hero[r:0,69] b1[f:85,14] ;Hero{8} ;8;b1[8s, Jd];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 9d 7d 4h Qh 7s 8s Kh 6h Js 2h 7c 2s Jc Ah 4c 3s Tc 4d As 9s 7h Jh 3h Ad 6s 2c 8c 6c Kc 9c Td 3d 8h Ts 4s 9h Jd 5c 2d 3c Ks Ac 6d 5d 5h 5s];[Qc, Qd, Th, Qs, 9d];null;null;null;b1[r:18,51] Hero[f:88,11] ;{6} ;-6;b1[As, Tc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 3s Ts 4d 3d Kh 3h 8c 5s 2c 7h Jd 5h Js 9c 6h As Qh 8h 4s 9d 4h 9h 2h 6d 3c 8s 7d Kc Tc Jh Ks 6s 7s 5c 4c 2d Ah 9s 2s 7c Jc Ac 5d Td Ad 6c];[Qc, Qd, Th, Qs, 3s];null;null;null;b1[c:6,8] Hero[c:0,23] ;b1(14) ;-6;b1[Ah, Jd]17109;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 4c 7s As 9h Tc 9d 7c Jc Qh Kh 6d 3s Td 3h 4h 4s 3d 9c Ts Ad 2c 2h Ks 5d 2d 6c 4d 6h 5s Jd 8h 6s 7h 5c Ah Js 7d 5h 3c 8s Kc Jh 2s 8c 9s Ac];[Qc, Qd, Th, Qs, 4c];null;null;null;b1[c:18,51] Hero[r:0,23] b1[f:85,14] ;Hero{8} ;8;b1[Jd, Kc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 2d Ad 3c 5c 8c 4h 7c 8s 3d 2c 3h 8h 9c Ac 6c 5d Ts 6d 6h 2h 5h Tc 7d Td Kh 2s 4c Js Jc Qh 9s 7s As 3s Ks Kc 9d 6s 4d Ah Jh 9h 7h 4s 5s Jd];[Qc, Qd, Th, Qs, 2d];null;null;null;b1[c:18,51] Hero[r:0,69] b1[c:6,8] ;b1(22) ;-10;b1[4d, 4c]28795;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Ts 9d 5s 3s Ad 8h 4c 6d 2s Js 3h Kc Td 9s 4h 5c As 7s 9c 2d 8c 6s Ac 8s 5d 7h 2c 3c Kh Ah 7c Jh 6h 4d 9h 4s 2h 3d Jc Qh Jd 5h 7d Tc Ks 6c];[Qc, Qd, Th, Qs, Ts];null;null;null;b1[c:6,8] Hero[r:0,69] b1[f:85,14] ;Hero{8} ;8;b1[7s, Ts];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 4s Kc 3c 6h 2h 2c 7s Jc 5d Ks 5s 7c 2d As 8c 3s Kh 7h 6d 5c 9c Jd 3h 9s Tc Ts 4c 9d 5h Js Ac 9h 4h 4d Td 6s Jh 7d 8h Ad Ah 3d 8s 6c Qh 2s];[Qc, Qd, Th, Qs, 4s];null;null;null;b1[c:6,8] Hero[c:0,23] ;b1(14) ;-6;b1[9h, Ad]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Tc 3s 6h 5h 4d 9c Ac 4h Jh 2c Ts Qh 5c 6d 2h 2s 7c 6s 7s 9h 9s Ad 2d Kc 9d Kh Jc 4s 4c Ah 8c 3d 5s 5d 8h 8s 7d Td Jd Ks 3c As Js 3h 7h 6c];[Qc, Qd, Th, Qs, Tc];null;null;null;b1[c:6,8] Hero[r:0,23] b1[c:6,8] ;b1(11) Hero(1) ;1;b1[8h, 9d]28801;b2;Hero[8d, Kd]28801;b0
 Kd 8d Qs Th Qd Qc] [ 5s Qh Js Jh 9c 2s 9h 5h 8c Ac 7d 6s 6c 6h 9s Jd 3c 8h 2c 6d 3s Kc Ah 7c 4c 3h 4h 9d Ad 7h 2d 4d 8s 5c 3d 7s Kh Jc 5d 2h Ks As Tc Ts 4s Td];[Qc, Qd, Th, Qs, 5s];null;null;null;b1[c:18,51] Hero[c:0,23] ;b1(14) ;-6;b1[7s, Ah]17108;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 3c 2d 9h Ad Kh Kc Ts 9c 5d 2h Ah 5h Ks Jc Jh 4c 7h 8s 6s Jd 3d Qh 4h Js Ac 6c 4d 5s 9s Td 6d 2s 2c 5c 6h 3s 3h 4s 8h 8c 7d 9d 7c Tc 7s As];[Qc, Qd, Th, Qs, 3c];null;null;null;b1[c:6,8] Hero[c:0,23] ;Hero(8) ;8;b1[9s, 8h]17080;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 6s 3s 3h Ah 4s Ac Ad Jc 9h 2c 7d 4c Qh 7h 9c 4d 2h As 7c 8s Td 2d Tc 6c 7s 3d Kh 9s 8h Jd 6h Kc 5d 4h Js 8c Jh 3c 9d Ts Ks 2s 5h 6d 5s 5c];[Qc, Qd, Th, Qs, 6s];null;null;null;b1[c:6,8] Hero[r:0,23] b1[c:6,8] ;b1(22) ;-10;b1[9s, 9h]28800;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Ad 3c 3h 4d 9c As 3s Kh 2c 6d 4c 8c 6s Ah 6h 5s Td Jc 5d 7s Jd 8s 4h 9s 9d 2d Jh 7c 9h 8h 2s 5h Ac Tc 7h Kc Ks 3d Qh 5c 2h Ts 7d 4s 6c Js];[Qc, Qd, Th, Qs, Ad];null;null;null;b1[c:6,8] Hero[c:0,23] ;b1(14) ;-6;b1[Td, 5c]28801;b2;Hero[8d, Kd]17110;b0
 Kd 8d Qs Th Qd Qc] [ Ts 4d 9d 4h 6c 3s Ac Tc Kc 5d Ad Qh Jd 5s 3h 8h 9s 7c 9c Jh Ks 6s 9h 7h Kh 8s 2c 4c 2s 5c Ah Td 4s 3c 2h Jc 5h 3d 2d 7s 6h 8c Js As 6d 7d];[Qc, Qd, Th, Qs, Ts];null;null;null;b1[c:6,8] Hero[c:0,23] ;b1(7) Hero(1) ;1;b1[8s, 8h]28801;b2;Hero[8d, Kd]28801;b0
