 Kd 8d Th Qd Qc] [ Kh 7c 3d 2s Jc Qh 6s 5h Js 3s 6h 7d Jd Td Ac 8s 8h 5c 4s 9s 2d 5s Ks Jh 3c Qs 4c 5d Ts 6c 4d As 9h Kc Ad 8c 2h 4h Tc 7h 3h 9d 7s 6d 9c Ah 2c];[Qc, Qd, Th, Kh, 7c];null;null;b1[r:7,80] Hero[r:0,16] b1[c:8,5] ;b1[c:2,3] Hero[r:0,87] b1[c:2,3] ;Hero(18) ;18;b1[Ts, 9c]12881;b2;Hero[8d, Kd]13012;b0
 Kd 8d Th Qd Qc] [ 6s 5c Ac 5h 4d 6h Td 5s 4h 2c Ks 9c 2d 8s 3d 6c Jh Kh 7s Ah 7h 9s 4c 8c Kc Tc Ad 2s Jc Js 7d Jd 9d Qh 9h 8h As 3c Qs 7c 2h Ts 4s 3s 3h 5d 6d];[Qc, Qd, Th, 6s, null];null;null;b1[r:7,80] Hero[f:92,7] ;null;{4} ;-4;b1[6h, Jd];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4d 3h 6d 7c 7s Js Ad Ac Jc 2h Qs 8h 3s 2d 7h 4h 9d 3c 5d 6h 9c 5s Qh 5h 2c Jd Ah Jh 9s 8c Kc Tc 7d Ks 3d Kh 4c 8s 6c 5c Ts As 6s 9h 2s Td 4s];[Qc, Qd, Th, 4d, 3h];null;null;b1[c:8,5] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(10) ;-4;b1[4s, Ah]12816;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 6h 8s As 8h 2d 4s 5c Kh 2s Jc Ts Kc 3h 3s Jh 6c Qs 7c Ac Ah 9h 2c Ks 9s 9d 3d 5h 2h 3c 5s Tc Ad 4d Td 6d 4h 9c 8c Qh 6s 7d 5d 7h Jd Js 7s 4c];[Qc, Qd, Th, 6h, 8s];null;null;b1[c:8,5] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;Hero(6) ;6;b1[3s, Js]10511;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 9d Qh 4h Tc Ks Ah 7c Kc Jc 7s 3d 7d 6d 3h 2s 2c 4d 3s As 5d 4c 2d Jd 4s Ad 7h 6c 6h 5s 8c 8h Kh 8s Ts 5c 9h 9s 6s 9c Jh 5h Td Ac 3c Qs 2h Js];[Qc, Qd, Th, 9d, Qh];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(18) ;-14;b1[Ts, Js]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Th Qd Qc] [ 8h 4d Jc Ad 5h 3d Td 7h 9h 7s 3s 9s Ts 7c 2c 8c 5d Tc 5s 2s 3c 6h 6s 8s Qs Ks Jd 4s Jh 5c 7d 6c Kc 9c 4h 9d 2h Ah Ac 3h As 2d Js 4c 6d Kh Qh];[Qc, Qd, Th, 8h, 4d];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[r:0,87] b1[c:2,3] ;b1(26) ;-12;b1[Tc, Kc]12881;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 8s 6c 7d Jd 2s 3h Jc 9c 2c 7h 5s 3d 4s Jh Td 2d 8h 7s 9s Ts 3s 9d Tc 3c Ks 5c 5h Js 7c Qh 4h 8c Ad 9h Kh 4c Ac 6h 2h 5d Qs Ah 6s Kc 6d As 4d];[Qc, Qd, Th, 8s, 6c];null;null;b1[c:7,80] Hero[r:3,88] b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(18) ;-8;b1[Qs, 7c]17079;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 2h Jh Td Jc Qs Tc 9d 7d 3s Jd 5d 8c Js 7s 3d 8s 3h 5s 4s 2c 4c As Ac 9s 2s Ad Kh 6d 5h 3c Ks 4d Kc Qh 4h 9h 6h 6c Ts 6s 2d Ah 8h 9c 7h 5c 7c];[Qc, Qd, Th, 2h, null];null;null;b1[c:8,5] Hero[r:3,88] b1[f:87,9] ;null;Hero{6} ;6;b1[7s, 5d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 9c Ts 4h 2s 8c 3s Js 9d 4d 4c Kc 4s 2d 3d 7h Td Jd 2c 9s Tc 7c Qh 6c 5h 5c 3h 3c Ac 5s 9h 5d 8s 6d 6s Ks Qs As Ah Jc 8h 7d 2h 7s Kh Jh 6h Ad];[Qc, Qd, Th, 9c, Ts];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(9) Hero(1) ;1;b1[8c, Kc]12881;b2;Hero[8d, Kd]12881;b0
 Kd 8d Th Qd Qc] [ 9c Tc 3s 7c 2s 5h As Ad 8c 4h Jd 3h 3c 4d Ks 6h 8s 7d 4s Td 8h Ah 6d Qh 5d 2c 7s 9h 9s 5c Kc 5s Jh 6c 3d Ac Ts Kh 2h 2d Js 9d 4c Jc 6s 7h Qs];[Qc, Qd, Th, 9c, Tc];null;null;b1[r:7,80] Hero[c:0,16] ;b1[r:8,78] Hero[f:96,4] ;{8} ;-8;b1[5s, 6d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3h Jd 7c Ad 2h 2c 8c 5s Qs 4s 3c 7h Jh 5c 4c As 7d Ks Ts 4d 8s Tc 8h 2d 5h 9d 9h Jc 5d 4h Kc Js 9c 6s 7s 6d Kh 3s Ac 2s Td 3d 9s 6c Ah 6h Qh];[Qc, Qd, Th, 3h, null];null;null;b1[r:7,80] Hero[f:92,7] ;null;{4} ;-4;b1[Ts, Td];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 9h 8c 7d 7h As 8h 4d Jd 9d 4s 5d 5s Tc 2d Ah 3c 9c Ks 3s 3h Jh 3d 9s Ad 5c Ts 7c 7s 4c 8s 6s Qs 2h Td Ac Qh Kc 4h 6d 5h Kh Js Jc 2c 2s 6h 6c];[Qc, Qd, Th, 9h, 8c];null;null;b1[c:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,87] ;b1(10) ;-4;b1[Jd, Kc]20489;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 2h 7s Jh As 3c 5c 7d 5h Ts 7h Kc Ac 6h Ks 2c Jd Js Ad 2s 9s 3s Kh 3d 9c 8h Tc 5d 9h 4h 6s 4s Qs 4d 6d Td 4c Jc Ah 2d 6c Qh 8s 9d 3h 8c 5s 7c];[Qc, Qd, Th, 2h, 7s];null;null;b1[c:7,80] Hero[r:3,88] b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(18) ;-8;b1[6h, Qh]17078;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 5c 7c Ac 4s 9c Js Qs 7d Qh 5d 2d Ks 8c 8s 2s 7h 3c 4h Ad 3h Jc 9d 6d 7s 5s 6h 3d 2h 6c 4d 4c Jh 9s As 8h 6s Ts Kc Kh 5h 9h 3s 2c Td Tc Jd Ah];[Qc, Qd, Th, 5c, 7c];null;null;b1[c:8,5] Hero[c:0,16] ;b1[r:8,78] Hero[r:0,87] b1[c:2,3] ;b1(26) ;-12;b1[Jh, Ad]10602;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ Kh Ah 9d 8h 7d 3d Qh 7h 9h Ks 4d 3h 3c 7c 9c 6h As Js Jh Td 2s Ac Jc 5s 2c Jd 2h 6c 3s 5c 7s 5h Ts Qs 4s 5d 8s Tc 4c 6s Ad Kc 8c 6d 2d 4h 9s];[Qc, Qd, Th, Kh, Ah];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(18) ;-8;b1[7c, Jc]20490;b2;Hero[8d, Kd]13014;b0
 Kd 8d Th Qd Qc] [ Ks 2s 7c Ac 8h 4h 3s 4s 9c Kc 6s 2h 8c 6h 2c 5h 4d 9s Ah Jh 5s Jc 6c Ts Kh 7h 2d As 7s 7d 3d Ad 9h 4c 8s Jd Tc 5c Qs 6d Js 3c 5d Td Qh 3h 9d];[Qc, Qd, Th, Ks, 2s];null;null;b1[c:7,80] Hero[c:3,88] ;b1[c:2,3] Hero[r:0,87] b1[f:94,5] ;Hero{6} ;6;b1[8h, 6d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 6s 9h Js 9d 6h 5d 9s Qh 3s 2c 2h 7c 8c Qs Jh Ah 2s Kh 5s Kc Jc Td Ac 4s 9c Ts 4c 3d Ks 6c 7d 5c 5h Tc 8h Ad 3c 4h 6d Jd 4d 8s As 7h 7s 2d 3h];[Qc, Qd, Th, 6s, null];null;null;b1[r:7,80] Hero[f:92,7] ;null;{4} ;-4;b1[6c, 8c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5c 3h 7h 3c 9d 3d Kc Kh 2h Ah Jh 9h Jd 4h 9c 4d 5h Qh Td 9s 5d 6d Ks 8c Ad 2c 8s 4s 6s Ts 7s Tc 2s Jc As 2d 3s Ac Qs Js 7d 6c 6h 8h 7c 4c 5s];[Qc, Qd, Th, 5c, 3h];null;null;b1[c:8,5] Hero[c:0,16] ;b1[c:2,3] Hero[r:0,9] b1[f:94,5] ;Hero{6} ;6;b1[6s, As];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Kc 3s As 9s 3h 4h Jd Tc 7c 2d 2h 9h 4s Jh Ts Kh Td 8c 5s 7s 9d Qs Ac Qh 8h 4c 5d Js 6c 3c 2c Jc 6s Ah 5h 4d 7d 2s 8s Ks 5c 9c Ad 6h 7h 6d 3d];[Qc, Qd, Th, Kc, 3s];null;null;b1[c:8,5] Hero[r:3,88] b1[r:8,5] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;Hero(14) ;14;b1[Td, 9c]12881;b2;Hero[8d, Kd]13012;b0
 Kd 8d Th Qd Qc] [ 3s Qs 5c 6s Ts 2d 9s Ks 8h 2s Ad Ah Kc Jc 2h 4c Td Js 7c 8c 6c 3c 7h 2c 7s 7d 6h As 5h 9h 5s Kh 3d 4d 4s 9d Ac Tc 8s 9c Qh 3h 4h 5d Jd Jh 6d];[Qc, Qd, Th, 3s, Qs];null;null;b1[c:8,5] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;Hero(6) ;6;b1[8s, 9c]17080;b2;Hero[8d, Kd]17098;b0
 Kd 8d Th Qd Qc] [ 7c 2h As Jd 9d Tc 5s 4s Qh 9h Js 8c 9s Jh Ad 8h 4h Ah 5c Kh 2d 6h Qs 4d 6d 4c 6s 3c Ac 8s 7d Jc 2s 7s 2c 3d 5h 9c Kc Ts 6c 3s 3h 5d Ks 7h Td];[Qc, Qd, Th, 7c, 2h];null;null;b1[c:8,5] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(10) ;-4;b1[2s, 3s]12791;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 3h 2s 2c 5h 8s Kh 8h 4s Kc 3s 6c Qs 9d Ks 6s 6h 7h 5d 5s 8c 3c Ac 7d 9c 7s 9s Jh 4c Td 5c 4d 2d Jc 6d 2h Ad 3d As Jd 7c 4h Js Qh Tc Ts Ah 9h];[Qc, Qd, Th, 3h, 2s];null;null;b1[c:7,80] Hero[c:0,16] ;b1[c:8,78] Hero[c:0,9] ;b1(10) ;-4;b1[Kh, Jd]10557;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 8h 6d Qs Tc Ks 3s Js 3c 7s 2s 2c 4d Kc 5h 4h As 3h 7c 6c 6h 9s Kh 7d Qh Jh 9d Ac 2d 8c 8s 6s Jc Td Jd 9h Ad 5d 7h Ah 2h 9c 4c 5s 5c 4s Ts 3d];[Qc, Qd, Th, 8h, 6d];null;null;b1[r:7,80] Hero[r:0,16] b1[r:8,5] Hero[c:0,16] ;b1[r:8,78] Hero[c:0,9] ;b1(42) ;-20;b1[Qs, 4h]17079;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 9c 3s Js Ac Ts 2h 5h 5c 3c Ad 6h 8h Ah 7c 4d 6c 2d 9d 6s Jc Tc 6d 7d 3d Jh Kh 4h 2s 3h As Qh 9h Jd Td 9s Qs 4s 5d 2c 8c 5s 8s 7s 7h 4c Ks Kc];[Qc, Qd, Th, 9c, 3s];null;null;b1[c:8,5] Hero[r:3,88] b1[r:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(13) Hero(1) ;1;b1[2c, Kc]10548;b2;Hero[8d, Kd]10548;b0
 Kd 8d Th Qd Qc] [ Ts 8h 9s 2h 8c 5c 5s 2c 5h 2d Jh 5d 4d 3d 3s 3c Kc 9h 4c Tc Kh 6s Ad Ac Td Qs Js 6d Ah 6c 9d 8s 7s 6h 4h 2s Jc 7h 3h 7d Jd As Qh Ks 7c 9c 4s];[Qc, Qd, Th, Ts, 8h];null;null;b1[c:8,5] Hero[r:0,16] b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(18) ;-8;b1[3s, Ac]12882;b2;Hero[8d, Kd]12881;b0
 Kd 8d Th Qd Qc] [ Ad Ah 4d Ks 4s 2c 5s 6d 9d Jd 9s 3d Qs Ts Kh 2h As Tc Ac 5d Jh 8c 2s 6c 5h 8h 8s 7s Js Qh 3s 2d Td 3c 7h 6s 6h Kc 4h 3h 9c 7c Jc 7d 4c 9h 5c];[Qc, Qd, Th, Ad, Ah];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[r:0,87] b1[c:2,3] ;b1(13) Hero(1) ;1;b1[2s, Ks]13135;b2;Hero[8d, Kd]13135;b0
 Kd 8d Th Qd Qc] [ 4s 3s Ac 6s Jh Qh 2c 5c 8s 9s As 7s 6d Kh 7d 9d Jc 3c 5s 2d 7c 6c Ad 2h 8h 3d 4c 4d 3h 9h Jd 7h Ts Td 4h 2s 5d Kc 9c 8c Qs 5h Tc Js 6h Ks Ah];[Qc, Qd, Th, 4s, null];null;null;b1[c:8,5] Hero[r:3,88] b1[f:87,9] ;null;Hero{6} ;6;b1[8h, 7c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Jd Ad 7s Jc Qs 7c 4s 6d 9d 3s 4c 5s Ah 7h 8c 9s 9h Kc Jh 3c Js 8h 8s Ks 6s As 3h 4h 9c 2s Qh 5c Ts 5h 6h 6c 7d Kh 4d 3d 2h Ac 2d Td 2c Tc 5d];[Qc, Qd, Th, Jd, Ad];null;null;b1[c:7,80] Hero[r:3,88] b1[c:8,5] ;b1[c:2,3] Hero[r:0,87] b1[r:8,78] Hero[c:0,9] ;Hero(18) ;18;b1[Js, 9c]12893;b2;Hero[8d, Kd]25852;b0
 Kd 8d Th Qd Qc] [ 5h 7h Kc 4s 9h Ks 5d 9d 6d Ts Jc 8c 2s Qs 4d Jh Qh 4c 2c 3s Ac Tc 9c 5s As Ad Js 9s Jd 3h 3d Td 7c 6s 6h 8h 7s 3c 5c 4h 7d Ah 2d Kh 8s 2h 6c];[Qc, Qd, Th, 5h, null];null;null;b1[c:8,5] Hero[r:3,88] b1[f:7,80] ;null;Hero{6} ;6;b1[Ah, Jc];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4c Ts 9s 8c 5s 5d 2c 7s 2h Ks Qs Ah 6c 4h Ac 3s 8h 9c 8s As Ad Qh 2d 3c 5h 7h 5c Jh 4s 3h Jd 7d 7c Jc Tc Kc Kh 6s 2s 9d Td 4d 3d Js 6d 6h 9h];[Qc, Qd, Th, 4c, Ts];null;null;b1[c:8,5] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(10) ;-4;b1[6s, Qs]28801;b2;Hero[8d, Kd]12881;b0
 Kd 8d Th Qd Qc] [ 4c 9c 8c 7s 6s 3s 5h Ts 6h 5c Ad 5d As 7d Kc 5s 6c 7c Qs 2s Js Ac Jc Tc 3c 6d 9d 4d Qh 2h 8h 3h 8s Td Jd Ks 9s 4s 9h Ah 2c Jh 7h 4h 2d 3d Kh];[Qc, Qd, Th, 4c, 9c];null;null;b1[c:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(10) ;-4;b1[Ah, Tc]12882;b2;Hero[8d, Kd]10548;b0
 Kd 8d Th Qd Qc] [ Ac Ks Jc 2s 4c 5c Jh 5s 2h 5d 9s Kh 9d 8s Kc 9h 3c As 7s 3h 2c 8c 6h Qh 4h 6d Td Js Ad 5h 8h 7c 3s Tc 4d 4s Ah 2d 3d 6s 7d 9c 7h Qs Ts Jd 6c];[Qc, Qd, Th, Ac, Ks];null;null;b1[c:8,5] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;Hero(6) ;6;b1[7s, 7d]12849;b2;Hero[8d, Kd]13014;b0
 Kd 8d Th Qd Qc] [ 2d Jc 4d Ts Js 5d 5h 2s Ah 6h As 9s 3s Tc 3h Ad 9d 6c Td 8c Ac 6d 9c 8s 5s 9h 7h 6s 2c Qs Jh 4h 4c Kh 7c 8h Ks Qh 3c Jd 7d 3d 2h 5c Kc 7s 4s];[Qc, Qd, Th, 2d, Jc];null;null;b1[c:8,5] Hero[r:0,16] b1[r:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;Hero(14) ;14;b1[2d, Ad]2014;b2;Hero[8d, Kd]10557;b0
 Kd 8d Th Qd Qc] [ 7s 2d 5s 3s 2c Jc 4d Ac Ah 5h Jh 7h 2h Td 5d Kc 9h 9d 9s 8s 3h 7d 3d Jd Ts 7c 2s 8c 6d 5c 4s 8h Js 4h As Tc Ks Ad 6s Qs 3c 4c 6c 9c Kh Qh 6h];[Qc, Qd, Th, 7s, 2d];null;null;b1[c:8,5] Hero[c:0,16] ;b1[r:8,78] Hero[f:96,4] ;{4} ;-4;b1[7c, 8c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3h 2c 2s 3c 6d 7d 6s 9c Jh 3s Ad Qs 7s 3d 6h Jd 2d 6c 5c Jc 9s As Ks 8h 7h 8c 9h Td 5s Tc 9d 4d Kc 5d 4s 4h 8s 2h Js 5h Ah Ac Qh 4c Kh Ts 7c];[Qc, Qd, Th, 3h, null];null;null;b1[r:7,80] Hero[f:92,7] ;null;{4} ;-4;b1[Ad, Tc];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Tc 6c 5d 5s 2c 9h Td 7d Qh 9d 4d 5c 4s Jh 5h Qs 3d Ts 6d 7h 7s Js 8c Kh 6s 2d 6h 2h 4c 3s Kc Ks As 7c 3c Ac Jd 9s 8s 8h Jc 4h 3h 2s 9c Ad Ah];[Qc, Qd, Th, Tc, 6c];null;null;b1[c:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;Hero(6) ;6;b1[8h, 9d]12879;b2;Hero[8d, Kd]12881;b0
 Kd 8d Th Qd Qc] [ Qh 9h 6d 6h 8c 5c Jd 5d Qs 9d Kh 3h Jc 7c Ac 8h 3d 7d Ks Ah Td 5s 7s As 2h 4d 2d Ad 9s 2c 7h 4s Kc Jh Tc 4h 5h 3c 3s 6s 2s 9c 8s 4c Ts Js 6c];[Qc, Qd, Th, Qh, 9h];null;null;b1[c:8,5] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;Hero(6) ;6;b1[3d, 5d]17080;b2;Hero[8d, Kd]17098;b0
 Kd 8d Th Qd Qc] [ Ts Ks Ac Tc 6s As 4s 6c 4h Ad Jd 2s Jh 6d 5s Js 8h Kh 5h 4d Kc 9c 7s 9s 4c 3c 9h 2d Qh 2h 7c 7d 8c Qs 2c 7h Ah 8s 3h 3s 6h 9d Td 5d 3d Jc 5c];[Qc, Qd, Th, Ts, Ks];null;null;b1[c:8,5] Hero[c:0,16] ;b1[c:2,3] Hero[r:0,87] b1[r:8,78] Hero[c:0,9] ;b1(13) Hero(1) ;1;b1[9s, Kh]13012;b2;Hero[8d, Kd]13012;b0
 Kd 8d Th Qd Qc] [ Ad Kh 5d 6s 6d 4h 9d 6c 2d Kc Ks As 7s 2h 6h 8h 5h 9c Jd 7h 4s 4d 9s 3s Ts 2c Js Jc 4c Qh 3d 7d Tc Ah Ac 3c 3h 7c 8c 5s 5c Td Jh Qs 9h 2s 8s];[Qc, Qd, Th, Ad, Kh];null;null;b1[c:8,5] Hero[r:3,88] b1[r:7,80] Hero[r:3,88] b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;Hero(18) ;18;b1[3c, Tc]12882;b2;Hero[8d, Kd]13014;b0
 Kd 8d Th Qd Qc] [ 8s Td Jc 4d Ts Tc 9h 5h 4h Ah 3d 7d 4c 5s 5c 4s Js As 6c 2h 8h 3c Qs 8c Ks Jd 3s Jh 9c 3h 7c Kh 5d 2d 7h 9d Ac 6d 2c 2s 6h Ad 6s Kc 9s 7s Qh];[Qc, Qd, Th, 8s, Td];null;null;b1[c:8,5] Hero[r:3,88] b1[c:8,5] ;b1[c:2,3] Hero[r:0,9] b1[f:94,5] ;Hero{10} ;10;b1[9s, 9d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5d Ks 2c 8h 9s 3c 3s 2h 6h Ts 3d Jh Qs 9h 5h Tc As 9d Td Kc 4c Qh 4h Js Ad 9c 6s 8s Ah Ac 8c 7d Kh 3h 5c Jc Jd 6d 7h 6c 2s 2d 7s 5s 4s 4d 7c];[Qc, Qd, Th, 5d, Ks];null;null;b1[c:7,80] Hero[r:0,16] b1[c:8,5] ;b1[c:2,3] Hero[r:0,87] b1[c:2,3] ;Hero(14) ;14;b1[6s, 5h]12826;b2;Hero[8d, Kd]13012;b0
